fia_species_code,scientific_name,USGS_mapping_type,Mexico_or_global_extension_status,queue_reason,external_search_run,mainline_action_required
631,Lithocarpus densiflorus,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
641,Maclura pomifera,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
651,Magnolia acuminata,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
652,Magnolia grandiflora,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
653,Magnolia virginiana,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
654,Magnolia macrophylla,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
655,Magnolia fraseri,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
658,Magnolia tripetala,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
660,Malus spp.,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
661,Malus fusca,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
662,Malus angustifolia,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
663,Malus coronaria,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
681,Morus alba,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
682,Morus rubra,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
683,Morus microphylla,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
691,Nyssa aquatica,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
692,Nyssa ogeche,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
693,Nyssa sylvatica,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
694,Nyssa biflora,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
701,Ostrya virginiana,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
711,Oxydendrum arboreum,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
712,Paulownia tomentosa,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
721,Persea borbonia,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
722,Planera aquatica,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
730,Platanus racemosa,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
731,Platanus occidentalis,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
732,Platanus wrightii,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
741,Populus balsamifera,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
742,Populus deltoides,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
743,Populus grandidentata,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
744,Populus heterophylla,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
745,Populus deltoides ssp. monilifera,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
746,Populus tremuloides,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
747,Populus balsamifera ssp. trichocarpa,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
748,Populus fremontii,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
749,Populus angustifolia,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
752,Populus alba,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
753,Populus nigra,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
756,Prosopis glandulosa,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
757,Prosopis velutina,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
758,Prosopis pubescens,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
760,Prunus spp.,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
761,Prunus pensylvanica,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
762,Prunus serotina,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
763,Prunus virginiana,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
764,Prunus persica,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
766,Prunus americana,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
768,Prunus emarginata,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
771,Prunus avium,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
773,Prunus domestica,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
801,Quercus agrifolia,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
802,Quercus alba,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
803,Quercus arizonica,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
804,Quercus bicolor,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
805,Quercus chrysolepis,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
806,Quercus coccinea,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
807,Quercus douglasii,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
808,Quercus sinuata var. sinuata,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
809,Quercus ellipsoidalis,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
810,Quercus emoryi,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
811,Quercus engelmannii,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
812,Quercus falcata,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
813,Quercus pagoda,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
814,Quercus gambelii,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
815,Quercus garryana,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
816,Quercus ilicifolia,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
817,Quercus imbricaria,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
818,Quercus kelloggii,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
819,Quercus laevis,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
820,Quercus laurifolia,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
821,Quercus lobata,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
822,Quercus lyrata,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
823,Quercus macrocarpa,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
824,Quercus marilandica,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
825,Quercus michauxii,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
826,Quercus muehlenbergii,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
827,Quercus nigra,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
828,Quercus texana,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
829,Quercus oblongifolia,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
830,Quercus palustris,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
831,Quercus phellos,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
832,Quercus prinus,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
833,Quercus rubra,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
834,Quercus shumardii,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
835,Quercus stellata,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
836,Quercus similis,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
837,Quercus velutina,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
838,Quercus virginiana,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
839,Quercus wislizeni,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
840,Quercus margarettiae,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
841,Quercus minima,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
842,Quercus incana,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
843,Quercus hypoleucoides,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
844,Quercus oglethorpensis,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
845,Quercus prinoides,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
846,Quercus grisea,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
847,Quercus rugosa,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
851,Quercus graciliformis,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
853,Annona glabra,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
854,Bursera simaruba,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
858,Cinnamomum camphora,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
860,Citrus spp.,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
863,Coccoloba diversifolia,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
867,Condalia hookeri,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
868,Ebenopsis ebano,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
869,Leucaena pulverulenta,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
870,Sophora affinis,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
876,Ficus aurea,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
886,Metopium toxiferum,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
887,Piscidia piscipula,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
897,Tamarindus indica,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
901,Robinia pseudoacacia,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
909,Roystonea spp.,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
912,Sabal palmetto,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
913,Thrinax morrisii,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
915,Areca spp.,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
919,Sapindus saponaria var. drummondii,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
920,Salix spp.,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
921,Salix amygdaloides,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
922,Salix nigra,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
925,Salix caroliniana,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
927,Salix alba,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
929,Salix x sepulcralis,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
931,Sassafras albidum,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
934,Sorbus spp.,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
935,Sorbus americana,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
937,Sorbus decora,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
940,Swietenia mahagoni,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
951,Tilia americana,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
952,Tilia americana var. heterophylla,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
953,Tilia americana var. caroliniana,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
971,Ulmus alata,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
972,Ulmus americana,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
973,Ulmus crassifolia,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
974,Ulmus pumila,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
975,Ulmus rubra,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
976,Ulmus serotina,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
977,Ulmus thomasii,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
981,Umbellularia californica,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
986,Avicennia germinans,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
987,Conocarpus erectus,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
988,Laguncularia racemosa,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
989,Rhizophora mangle,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
990,Olneya tesota,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
991,Tamarix spp.,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
992,Melaleuca quinquenervia,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
993,Melia azedarach,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
994,Triadica sebifera,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
995,Vernicia fordii,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
996,Cotinus obovatus,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
997,Elaeagnus angustifolia,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
999,Tree unknown,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
5147,Acer ginnala,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
5151,Acer pseudoplatanus,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
5203,Amelanchier laevis,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
5491,Fraxinus berlandieriana,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
6262,Broussonetia papyrifera,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
6511,Persea palustris,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
6516,Phellodendron amurense,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
6696,Prunus laurocerasus,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
6707,Prunus serrulata,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
6708,Prunus mexicana,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
6768,Quercus arkansana,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
6782,Quercus georgiana,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
6791,Quercus myrtifolia,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
6799,Quercus sinuata,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
6918,Rhamnus cathartica,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
6955,Salix fragilis,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
7151,Ficus carica,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
7181,Firmiana simplex,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
7328,Halesia tetraptera,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
7454,Ilex aquifolium,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
7455,Ilex cassine,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
7469,Ilex vomitoria,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
7565,Leucaena leucocephala,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
7577,Ligustrum japonicum,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
7578,Ligustrum lucidum,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
7651,Malus pumila,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
7845,Morella cerifera,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
8313,Populus x canadensis,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
8345,Prunus caroliniana,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
8355,Psidium cattleianum,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
8420,Pyrus spp.,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
8421,Pyrus calleryana,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
8423,Pyrus communis,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
8427,Quercus acutissima,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
8441,Quercus geminata,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
8449,Quercus hemisphaerica,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
8487,Quercus sinuata var. breviloba,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
8511,Quercus gravesii,exact,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range,0,Decide whether a narrow future global-range audit is necessary
8513,Quercus buckleyi,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
8514,Quercus laceyi,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
8563,Schinus terebinthifolius,unresolved,NOT_ASSESSED,USGS CANUSA cannot close Mexico or global range; USGS name unresolved,0,Decide whether a narrow future global-range audit is necessary
