summary_level,dimension_1,dimension_2,dimension_3,legal_opportunity_class,classification_status,count,denominator,fraction,provenance_class
DESIGN_MANUAL,502,9.1,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,136,683,0.19912152269399708,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,502,9.2,,DIRECT_FIELD_OPPORTUNITY_ALL_FOUR_SAMPLED_SPLIT_FRAME,FULLY_CLASSIFIED,222,276,0.8043478260869565,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,502,9.2,,DIRECT_FIELD_OPPORTUNITY_PARTIAL_ELEMENTS_SPLIT_FRAME,FULLY_CLASSIFIED,45,276,0.16304347826086957,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,502,9.2,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,1,276,0.0036231884057971015,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,502,9.2,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,8,276,0.028985507246376812,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,502,9.3,,DIRECT_FIELD_OPPORTUNITY_ALL_FOUR_SAMPLED_SPLIT_FRAME,FULLY_CLASSIFIED,43,72,0.5972222222222222,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,502,9.3,,DIRECT_FIELD_OPPORTUNITY_PARTIAL_ELEMENTS_SPLIT_FRAME,FULLY_CLASSIFIED,14,72,0.19444444444444445,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,502,9.3,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,15,72,0.20833333333333334,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
FOLD,A,,,DIRECT_FIELD_OPPORTUNITY_ALL_FOUR_SAMPLED_SPLIT_FRAME,FULLY_CLASSIFIED,7090,135513,0.05231970364466878,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
FOLD,A,,,DIRECT_FIELD_OPPORTUNITY_PARTIAL_ELEMENTS_SPLIT_FRAME,FULLY_CLASSIFIED,1013,135513,0.007475297572926583,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
FOLD,A,,,NO_DIRECT_OPPORTUNITY_PLOT_STATUS_3,FULLY_CLASSIFIED,14,135513,0.00010331112144222325,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
FOLD,A,,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,7533,135513,0.055588762701733414,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
FOLD,A,,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,73179,135513,0.5400146111443183,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
FOLD,A,,,UNRESOLVED_DIAMETER_FRAME_NO_POSITIVE_BREAKPOINT,EXPLICITLY_UNRESOLVED,45738,135513,0.33751743375174337,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
FOLD,A,,,UNRESOLVED_PLOT_SOURCE_BINDING,EXPLICITLY_UNRESOLVED,946,135513,0.006980880063167372,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
FOLD,B,,,DIRECT_FIELD_OPPORTUNITY_ALL_FOUR_SAMPLED_SPLIT_FRAME,FULLY_CLASSIFIED,10095,203106,0.04970311069096925,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
FOLD,B,,,DIRECT_FIELD_OPPORTUNITY_PARTIAL_ELEMENTS_SPLIT_FRAME,FULLY_CLASSIFIED,1380,203106,0.0067944816992112494,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
FOLD,B,,,NO_DIRECT_OPPORTUNITY_PLOT_STATUS_3,FULLY_CLASSIFIED,7,203106,3.44647622423759e-05,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
FOLD,B,,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,11924,203106,0.05870826071115575,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
FOLD,B,,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,107474,203106,0.5291522653195868,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
FOLD,B,,,UNRESOLVED_DIAMETER_FRAME_NO_POSITIVE_BREAKPOINT,EXPLICITLY_UNRESOLVED,68940,203106,0.33942867271277066,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
FOLD,B,,,UNRESOLVED_PLOT_SOURCE_BINDING,EXPLICITLY_UNRESOLVED,3286,203106,0.016178744104063888,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,1,12301,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,758,5603,0.13528466892736035,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,1,12301,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,585,5603,0.10440835266821345,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,1,12301,,UNRESOLVED_DIAMETER_FRAME_NO_POSITIVE_BREAKPOINT,EXPLICITLY_UNRESOLVED,4260,5603,0.7603069784044262,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,10,102301,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,12,386,0.031088082901554404,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,10,102301,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,247,386,0.6398963730569949,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,10,102301,,UNRESOLVED_DIAMETER_FRAME_NO_POSITIVE_BREAKPOINT,EXPLICITLY_UNRESOLVED,127,386,0.3290155440414508,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,12,122301,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,631,7040,0.08963068181818182,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,12,122301,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,3180,7040,0.45170454545454547,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,12,122301,,UNRESOLVED_DIAMETER_FRAME_NO_POSITIVE_BREAKPOINT,EXPLICITLY_UNRESOLVED,3229,7040,0.45866477272727274,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,13,132301,,NO_DIRECT_OPPORTUNITY_PLOT_STATUS_3,FULLY_CLASSIFIED,2,6586,0.0003036744609778318,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,13,132301,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,416,6586,0.063164287883389,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,13,132301,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,1326,6586,0.20133616762830245,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,13,132301,,UNRESOLVED_DIAMETER_FRAME_NO_POSITIVE_BREAKPOINT,EXPLICITLY_UNRESOLVED,4842,6586,0.7351958700273307,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,16,162301,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,369,8761,0.04211847962561351,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,16,162301,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,4635,8761,0.5290491952973405,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,16,162301,,UNRESOLVED_DIAMETER_FRAME_NO_POSITIVE_BREAKPOINT,EXPLICITLY_UNRESOLVED,3757,8761,0.428832325077046,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,17,172301,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,48,5940,0.00808080808080808,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,17,172301,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,4828,5940,0.8127946127946128,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,17,172301,,UNRESOLVED_DIAMETER_FRAME_NO_POSITIVE_BREAKPOINT,EXPLICITLY_UNRESOLVED,1064,5940,0.17912457912457913,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,18,182301,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,41,3772,0.010869565217391304,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,18,182301,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,2747,3772,0.7282608695652174,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,18,182301,,UNRESOLVED_DIAMETER_FRAME_NO_POSITIVE_BREAKPOINT,EXPLICITLY_UNRESOLVED,984,3772,0.2608695652173913,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,19,192301,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,49,5948,0.00823806321452589,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,19,192301,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,5287,5948,0.8888702084734365,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,19,192301,,UNRESOLVED_DIAMETER_FRAME_NO_POSITIVE_BREAKPOINT,EXPLICITLY_UNRESOLVED,612,5948,0.10289172831203766,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,20,202301,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,88,8711,0.010102169670531512,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,20,202301,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,8034,8711,0.9222821719664792,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,20,202301,,UNRESOLVED_DIAMETER_FRAME_NO_POSITIVE_BREAKPOINT,EXPLICITLY_UNRESOLVED,589,8711,0.06761565836298933,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,21,212301,,NO_DIRECT_OPPORTUNITY_PLOT_STATUS_3,FULLY_CLASSIFIED,1,4218,0.0002370791844476055,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,21,212301,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,477,4218,0.11308677098150782,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,21,212301,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,1361,4218,0.3226647700331911,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,21,212301,,UNRESOLVED_DIAMETER_FRAME_NO_POSITIVE_BREAKPOINT,EXPLICITLY_UNRESOLVED,2379,4218,0.5640113798008535,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,22,222301,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,456,5387,0.08464822721366252,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,22,222301,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,2306,5387,0.4280675700761091,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,22,222301,,UNRESOLVED_DIAMETER_FRAME_NO_POSITIVE_BREAKPOINT,EXPLICITLY_UNRESOLVED,2625,5387,0.4872842027102283,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,23,232301,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,14,3503,0.003996574364830145,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,23,232301,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,364,3503,0.10391093348558378,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,23,232301,,UNRESOLVED_DIAMETER_FRAME_NO_POSITIVE_BREAKPOINT,EXPLICITLY_UNRESOLVED,3125,3503,0.8920924921495861,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,24,242301,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,31,966,0.032091097308488616,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,24,242301,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,522,966,0.5403726708074534,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,24,242301,,UNRESOLVED_DIAMETER_FRAME_NO_POSITIVE_BREAKPOINT,EXPLICITLY_UNRESOLVED,413,966,0.427536231884058,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,25,252301,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,14,791,0.017699115044247787,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,25,252301,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,244,791,0.3084702907711757,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,25,252301,,UNRESOLVED_DIAMETER_FRAME_NO_POSITIVE_BREAKPOINT,EXPLICITLY_UNRESOLVED,533,791,0.6738305941845765,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,26,262301,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,112,6532,0.017146356399265157,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,26,262301,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,2208,6532,0.3380281690140845,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,26,262301,,UNRESOLVED_DIAMETER_FRAME_NO_POSITIVE_BREAKPOINT,EXPLICITLY_UNRESOLVED,4212,6532,0.6448254745866503,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,27,272301,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,97,17461,0.005555237386174904,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,27,272301,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,11233,17461,0.6433193975144608,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,27,272301,,UNRESOLVED_DIAMETER_FRAME_NO_POSITIVE_BREAKPOINT,EXPLICITLY_UNRESOLVED,6131,17461,0.3511253650993643,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,28,282301,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,544,5524,0.09847936278059377,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,28,282301,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,1022,5524,0.18501086169442432,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,28,282301,,UNRESOLVED_DIAMETER_FRAME_NO_POSITIVE_BREAKPOINT,EXPLICITLY_UNRESOLVED,3958,5524,0.7165097755249819,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,29,292301,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,148,7283,0.02032129616916106,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,29,292301,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,4002,7283,0.5494988328985309,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,29,292301,,UNRESOLVED_DIAMETER_FRAME_NO_POSITIVE_BREAKPOINT,EXPLICITLY_UNRESOLVED,3133,7283,0.43017987093230814,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,30,302201,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,480,15283,0.031407446182032325,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,30,302201,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,10433,15283,0.6826539292023818,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,30,302201,,UNRESOLVED_DIAMETER_FRAME_NO_POSITIVE_BREAKPOINT,EXPLICITLY_UNRESOLVED,4370,15283,0.28593862461558595,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,31,312301,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,49,8263,0.005930049618782524,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,31,312301,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,7879,8263,0.9535277744160716,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,31,312301,,UNRESOLVED_DIAMETER_FRAME_NO_POSITIVE_BREAKPOINT,EXPLICITLY_UNRESOLVED,335,8263,0.04054217596514583,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,32,322301,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,305,11386,0.02678728262778851,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,32,322301,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,9141,11386,0.8028280344282452,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,32,322301,,UNRESOLVED_DIAMETER_FRAME_NO_POSITIVE_BREAKPOINT,EXPLICITLY_UNRESOLVED,1940,11386,0.17038468294396628,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,33,332301,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,7,1167,0.005998286203941731,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,33,332301,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,107,1167,0.09168808911739502,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,33,332301,,UNRESOLVED_DIAMETER_FRAME_NO_POSITIVE_BREAKPOINT,EXPLICITLY_UNRESOLVED,1053,1167,0.9023136246786633,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,34,342301,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,26,1509,0.017229953611663355,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,34,342301,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,807,1509,0.5347912524850894,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,34,342301,,UNRESOLVED_DIAMETER_FRAME_NO_POSITIVE_BREAKPOINT,EXPLICITLY_UNRESOLVED,676,1509,0.4479787939032472,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,35,352201,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,874,12103,0.07221350078492936,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,35,352201,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,7505,12103,0.6200941915227629,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,35,352201,,UNRESOLVED_DIAMETER_FRAME_NO_POSITIVE_BREAKPOINT,EXPLICITLY_UNRESOLVED,3724,12103,0.3076923076923077,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,36,362301,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,98,4486,0.021845742309407043,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,36,362301,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,1423,4486,0.3172090949621043,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,36,362301,,UNRESOLVED_DIAMETER_FRAME_NO_POSITIVE_BREAKPOINT,EXPLICITLY_UNRESOLVED,2965,4486,0.6609451627284886,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,37,372301,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,517,5702,0.09066994037179937,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,37,372301,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,1579,5702,0.2769203788144511,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,37,372301,,UNRESOLVED_DIAMETER_FRAME_NO_POSITIVE_BREAKPOINT,EXPLICITLY_UNRESOLVED,3606,5702,0.6324096808137496,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,38,382301,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,23,7596,0.0030279094260136914,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,38,382301,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,7368,7596,0.9699842022116903,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,38,382301,,UNRESOLVED_DIAMETER_FRAME_NO_POSITIVE_BREAKPOINT,EXPLICITLY_UNRESOLVED,205,7596,0.026987888362295945,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,39,392301,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,86,4068,0.021140609636184856,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,39,392301,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,2542,4068,0.6248770894788593,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,39,392301,,UNRESOLVED_DIAMETER_FRAME_NO_POSITIVE_BREAKPOINT,EXPLICITLY_UNRESOLVED,1440,4068,0.35398230088495575,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,4,42301,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,566,11896,0.04757901815736382,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,4,42301,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,8104,11896,0.6812373907195696,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,4,42301,,UNRESOLVED_DIAMETER_FRAME_NO_POSITIVE_BREAKPOINT,EXPLICITLY_UNRESOLVED,3226,11896,0.27118359112306656,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,40,402301,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,1849,7298,0.2533570841326391,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,40,402301,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,3198,7298,0.43820224719101125,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,40,402301,,UNRESOLVED_DIAMETER_FRAME_NO_POSITIVE_BREAKPOINT,EXPLICITLY_UNRESOLVED,2251,7298,0.30844066867634967,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,41,412301,,DIRECT_FIELD_OPPORTUNITY_ALL_FOUR_SAMPLED_SPLIT_FRAME,FULLY_CLASSIFIED,8528,15819,0.5390985523737278,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,41,412301,,DIRECT_FIELD_OPPORTUNITY_PARTIAL_ELEMENTS_SPLIT_FRAME,FULLY_CLASSIFIED,875,15819,0.05531323092483722,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,41,412301,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,495,15819,0.03129148492319363,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,41,412301,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,4325,15819,0.2734053985713383,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,41,412301,,UNRESOLVED_PLOT_SOURCE_BINDING,EXPLICITLY_UNRESOLVED,1596,15819,0.10089133320690309,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,42,422301,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,86,4421,0.01945261253110156,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,42,422301,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,1409,4421,0.3187061750735128,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,42,422301,,UNRESOLVED_DIAMETER_FRAME_NO_POSITIVE_BREAKPOINT,EXPLICITLY_UNRESOLVED,2926,4421,0.6618412123953856,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,44,442301,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,9,236,0.038135593220338986,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,44,442301,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,97,236,0.4110169491525424,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
STATE_EVALID,44,442301,,UNRESOLVED_DIAMETER_FRAME_NO_POSITIVE_BREAKPOINT,EXPLICITLY_UNRESOLVED,130,236,0.5508474576271186,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
