state,current_CN,current_MEASYEAR,current_INVYR,current_PLOT_STATUS_CD,current_has_accessible_forest,current_accessible_forest_prop,PREV_PLT_CN,prev_record_resolved,prev_MEASYEAR,prev_INVYR,prev_PLOT_STATUS_CD,prev_has_accessible_forest,prev_accessible_forest_prop,REMPER,both_measurements_2017_2023,previous_before_2017,same_plot_status,both_accessible_forest,accessible_forest_gained,accessible_forest_lost,abs_accessible_prop_change
PA,816544629290487,2022,2022,1,1,1.0,171959082020004,1,2015,2015,1,1,1.0,7.1,0,1,1,1,0,0,0.0
PA,816544575290487,2022,2022,1,1,1.0,171958900020004,1,2015,2015,1,1,1.0,7.3,0,1,1,1,0,0,0.0
PA,816544582290487,2022,2022,1,1,1.0,171958922020004,1,2015,2015,1,1,1.0,6.7,0,1,1,1,0,0,0.0
PA,816544907290487,2022,2022,1,1,1.0,251021840489998,1,2015,2015,1,1,1.0,7.5,0,1,1,1,0,0,0.0
PA,816544879290487,2022,2022,1,1,1.0,251021812489998,1,2015,2015,1,1,1.0,7.3,0,1,1,1,0,0,0.0
PA,816544908290487,2022,2022,2,0,0.0,251021841489998,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816544802290487,2022,2022,1,1,1.0,251021735489998,1,2015,2015,1,1,1.0,7.1,0,1,1,1,0,0,0.0
PA,816544534290487,2022,2022,1,1,1.0,171958776020004,1,2015,2015,1,1,1.0,7.1,0,1,1,1,0,0,0.0
PA,816544535290487,2022,2022,1,1,1.0,171958779020004,1,2015,2015,1,1,1.0,7.0,0,1,1,1,0,0,0.0
PA,816544530290487,2022,2022,2,0,0.0,171958757020004,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816544529290487,2022,2022,1,1,1.0,171958755020004,1,2015,2015,1,1,1.0,7.1,0,1,1,1,0,0,0.0
PA,816545023290487,2022,2022,1,1,1.0,251021956489998,1,2015,2015,1,1,1.0,6.8,0,1,1,1,0,0,0.0
PA,816545024290487,2022,2022,1,1,1.0,251021957489998,1,2015,2015,1,1,1.0,6.9,0,1,1,1,0,0,0.0
PA,816544706290487,2022,2022,2,0,0.0,251021639489998,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816544980290487,2022,2022,1,1,1.0,251021913489998,1,2015,2015,1,1,1.0,7.1,0,1,1,1,0,0,0.0
PA,816545027290487,2022,2022,1,1,1.0,251021960489998,1,2015,2015,1,1,1.0,7.0,0,1,1,1,0,0,0.0
PA,816544982290487,2022,2022,1,1,1.0,251021915489998,1,2015,2015,1,1,1.0,6.7,0,1,1,1,0,0,0.0
PA,816544847290487,2022,2022,1,1,0.75,251021780489998,1,2016,2015,1,1,0.75,6.3,0,1,1,1,0,0,0.0
PA,816545026290487,2022,2022,1,1,1.0,251021959489998,1,2015,2015,1,1,1.0,7.4,0,1,1,1,0,0,0.0
PA,816544752290487,2022,2022,1,1,1.0,251021685489998,1,2015,2015,1,1,1.0,7.0,0,1,1,1,0,0,0.0
PA,816545098290487,2022,2022,1,1,1.0,251022031489998,1,2015,2015,1,1,1.0,7.1,0,1,1,1,0,0,0.0
PA,816545095290487,2022,2022,1,1,0.75,251022028489998,1,2016,2015,1,1,0.75,6.5,0,1,1,1,0,0,0.0
PA,816544628290487,2022,2022,1,1,0.716394,171959081020004,1,2015,2015,1,1,0.716394,7.1,0,1,1,1,0,0,0.0
PA,816544613290487,2022,2022,1,1,1.0,171959020020004,1,2015,2015,1,1,1.0,6.8,0,1,1,1,0,0,0.0
PA,816544679290487,2022,2022,2,0,0.0,171959251020004,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816544420290487,2022,2022,1,1,1.0,171958360020004,1,2016,2015,1,1,1.0,6.7,0,1,1,1,0,0,0.0
PA,816544447290487,2022,2022,2,0,0.0,171958453020004,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816544637290487,2022,2022,1,1,0.900835,171959109020004,1,2015,2015,1,1,1.0,7.0,0,1,1,1,0,0,0.09916499999999995
PA,816544599290487,2022,2022,2,0,0.0,171958988020004,1,2016,2015,1,1,0.081693,6.5,0,1,0,0,0,1,0.081693
PA,816544598290487,2022,2022,1,1,0.179576,171958986020004,1,2015,2015,1,1,1.0,7.0,0,1,1,1,0,0,0.820424
PA,816544713290487,2022,2022,1,1,1.0,251021646489998,1,2015,2015,1,1,1.0,7.2,0,1,1,1,0,0,0.0
PA,816544877290487,2022,2022,1,1,1.0,251021810489998,1,2015,2015,1,1,1.0,7.2,0,1,1,1,0,0,0.0
PA,816544794290487,2022,2022,1,1,1.0,251021727489998,1,2015,2015,1,1,1.0,7.0,0,1,1,1,0,0,0.0
PA,816544748290487,2022,2022,2,0,0.0,251021681489998,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816544874290487,2022,2022,1,1,1.0,251021807489998,1,2015,2015,1,1,1.0,7.0,0,1,1,1,0,0,0.0
PA,816544872290487,2022,2022,1,1,0.40722,251021805489998,1,2015,2015,1,1,0.661248,7.2,0,1,1,1,0,0,0.2540279999999999
PA,816544814290487,2022,2022,1,1,1.0,251021747489998,1,2015,2015,1,1,1.0,7.0,0,1,1,1,0,0,0.0
PA,816544799290487,2022,2022,1,1,1.0,251021732489998,1,2015,2015,1,1,1.0,6.9,0,1,1,1,0,0,0.0
PA,816544873290487,2022,2022,1,1,0.790362,251021806489998,1,2015,2015,3,0,0.0,,0,1,0,0,1,0,0.790362
PA,816544813290487,2022,2022,1,1,0.5,251021746489998,1,2015,2015,1,1,0.5,6.8,0,1,1,1,0,0,0.0
PA,816544490290487,2022,2022,1,1,0.75,171958609020004,1,2015,2015,1,1,1.0,7.2,0,1,1,1,0,0,0.25
PA,816544518290487,2022,2022,1,1,0.25,171958714020004,1,2015,2015,3,0,0.0,,0,1,0,0,1,0,0.25
PA,816544427290487,2023,2022,1,1,1.0,171958375020004,1,2015,2015,1,1,1.0,7.3,0,1,1,1,0,0,0.0
PA,816544875290487,2022,2022,1,1,1.0,251021808489998,1,2015,2015,1,1,1.0,7.2,0,1,1,1,0,0,0.0
PA,816545131290487,2022,2022,1,1,1.0,251022064489998,1,2015,2015,1,1,1.0,7.0,0,1,1,1,0,0,0.0
PA,816545124290487,2022,2022,1,1,1.0,251022057489998,1,2015,2015,1,1,0.5,7.2,0,1,1,1,0,0,0.5
PA,816545127290487,2022,2022,1,1,1.0,251022060489998,1,2015,2015,1,1,1.0,7.0,0,1,1,1,0,0,0.0
PA,816544700290487,2022,2022,1,1,1.0,171959338020004,1,2015,2015,1,1,1.0,7.1,0,1,1,1,0,0,0.0
PA,816545138290487,2022,2022,1,1,0.874037,251022071489998,1,2015,2015,1,1,0.936873,7.0,0,1,1,1,0,0,0.062836
PA,816545132290487,2022,2022,1,1,1.0,251022065489998,1,2015,2015,1,1,1.0,6.9,0,1,1,1,0,0,0.0
PA,816544780290487,2022,2022,1,1,1.0,251021713489998,1,2015,2015,1,1,1.0,6.6,0,1,1,1,0,0,0.0
PA,816544778290487,2022,2022,1,1,1.0,251021711489998,1,2015,2015,1,1,1.0,7.0,0,1,1,1,0,0,0.0
PA,816544953290487,2022,2022,1,1,1.0,251021886489998,1,2015,2015,1,1,1.0,6.8,0,1,1,1,0,0,0.0
PA,816544793290487,2022,2022,1,1,1.0,251021726489998,1,2015,2015,1,1,1.0,7.0,0,1,1,1,0,0,0.0
PA,816544741290487,2022,2022,2,0,0.0,251021674489998,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816544776290487,2022,2022,1,1,1.0,251021709489998,1,2015,2015,1,1,1.0,7.0,0,1,1,1,0,0,0.0
PA,816544792290487,2022,2022,2,0,0.0,251021725489998,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816544952290487,2022,2022,1,1,1.0,251021885489998,1,2015,2015,3,0,0.0,,0,1,0,0,1,0,1.0
PA,816545129290487,2022,2022,2,0,0.0,251022062489998,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816544695290487,2022,2022,1,1,1.0,171959318020004,1,2015,2015,1,1,1.0,7.4,0,1,1,1,0,0,0.0
PA,816544693290487,2022,2022,1,1,0.854285,171959309020004,1,2015,2015,1,1,0.854285,7.5,0,1,1,1,0,0,0.0
PA,816545126290487,2022,2022,1,1,1.0,251022059489998,1,2015,2015,1,1,1.0,7.1,0,1,1,1,0,0,0.0
PA,816545130290487,2022,2022,1,1,0.789,251022063489998,1,2015,2015,1,1,0.919149,7.3,0,1,1,1,0,0,0.13014899999999996
PA,816545125290487,2022,2022,1,1,1.0,251022058489998,1,2015,2015,1,1,1.0,7.2,0,1,1,1,0,0,0.0
PA,816544703290487,2022,2022,1,1,0.878248,171959343020004,1,2015,2015,1,1,0.878248,7.1,0,1,1,1,0,0,0.0
PA,816545137290487,2022,2022,1,1,1.0,251022070489998,1,2015,2015,1,1,1.0,7.1,0,1,1,1,0,0,0.0
PA,816544698290487,2022,2022,1,1,1.0,171959329020004,1,2015,2015,1,1,1.0,6.9,0,1,1,1,0,0,0.0
PA,816545135290487,2022,2022,1,1,1.0,251022068489998,1,2015,2015,1,1,1.0,7.3,0,1,1,1,0,0,0.0
PA,816544949290487,2022,2022,1,1,1.0,251021882489998,1,2015,2015,1,1,1.0,7.2,0,1,1,1,0,0,0.0
PA,816544914290487,2022,2022,1,1,0.697953,251021847489998,1,2015,2015,1,1,0.697953,6.5,0,1,1,1,0,0,0.0
PA,816544988290487,2022,2022,1,1,1.0,251021921489998,1,2015,2015,3,0,0.0,,0,1,0,0,1,0,1.0
PA,816544950290487,2022,2022,1,1,1.0,251021883489998,1,2015,2015,1,1,1.0,7.1,0,1,1,1,0,0,0.0
PA,816544743290487,2022,2022,2,0,0.0,251021676489998,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,1192933891290487,2023,2023,2,0,0.0,306269154489998,1,2016,2016,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,1192933708290487,2023,2023,2,0,0.0,306268971489998,1,2016,2016,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,1192933778290487,2023,2023,2,0,0.0,306269041489998,1,2016,2016,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,1192933763290487,2023,2023,2,0,0.0,306269026489998,1,2016,2016,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,1192933918290487,2023,2023,2,0,0.0,306269181489998,1,2016,2016,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,1192933799290487,2023,2023,1,1,1.0,306269062489998,1,2016,2016,1,1,1.0,6.8,0,1,1,1,0,0,0.0
PA,1192934023290487,2023,2023,2,0,0.0,306269286489998,1,2016,2016,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,1192933917290487,2023,2023,2,0,0.0,306269180489998,1,2016,2016,1,1,0.88471,7.2,0,1,0,0,0,1,0.88471
PA,1192933797290487,2023,2023,2,0,0.0,306269060489998,1,2016,2016,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,1192933850290487,2023,2023,1,1,1.0,306269113489998,1,2016,2016,1,1,1.0,6.9,0,1,1,1,0,0,0.0
PA,1192933819290487,2023,2023,1,1,0.696875,306269082489998,1,2016,2016,1,1,1.0,6.8,0,1,1,1,0,0,0.303125
PA,1192934024290487,2023,2023,1,1,1.0,306269287489998,1,2016,2016,1,1,1.0,7.3,0,1,1,1,0,0,0.0
PA,1192933826290487,2023,2023,1,1,1.0,306269089489998,1,2016,2016,1,1,1.0,7.2,0,1,1,1,0,0,0.0
PA,1192933333290487,2023,2023,1,1,1.0,306268356489998,1,2016,2016,1,1,1.0,6.6,0,1,1,1,0,0,0.0
PA,1192933828290487,2023,2023,2,0,0.0,306269091489998,1,2016,2016,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,1192933827290487,2023,2023,1,1,1.0,306269090489998,1,2016,2016,1,1,1.0,6.9,0,1,1,1,0,0,0.0
PA,1192934026290487,2023,2023,2,0,0.0,306269289489998,1,2016,2016,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,1192933823290487,2023,2023,2,0,0.0,306269086489998,1,2016,2016,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,1192933414290487,2023,2023,1,1,1.0,306268677489998,1,2016,2016,1,1,1.0,7.0,0,1,1,1,0,0,0.0
PA,1192933889290487,2023,2023,1,1,1.0,306269152489998,1,2016,2016,1,1,1.0,7.2,0,1,1,1,0,0,0.0
PA,1192933820290487,2023,2023,1,1,1.0,306269083489998,1,2016,2016,1,1,1.0,7.0,0,1,1,1,0,0,0.0
PA,1192933507290487,2023,2023,1,1,1.0,306268770489998,1,2016,2016,1,1,1.0,6.9,0,1,1,1,0,0,0.0
PA,816544711290487,2022,2022,2,0,0.0,251021644489998,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816545104290487,2022,2022,2,0,0.0,251022037489998,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816545105290487,2022,2022,1,1,1.0,251022038489998,1,2015,2015,1,1,1.0,7.1,0,1,1,1,0,0,0.0
PA,816544674290487,2022,2022,2,0,0.0,171959235020004,1,2015,2015,2,0,0.0,6.6,0,1,1,0,0,0,0.0
PA,816544673290487,2022,2022,1,1,1.0,171959234020004,1,2015,2015,1,1,1.0,6.9,0,1,1,1,0,0,0.0
PA,816544639290487,2022,2022,1,1,0.783407,171959121020004,1,2015,2015,1,1,0.783407,7.1,0,1,1,1,0,0,0.0
PA,816544681290487,2022,2022,1,1,0.644404,171959258020004,1,2015,2015,1,1,0.644404,6.9,0,1,1,1,0,0,0.0
PA,816544682290487,2022,2022,1,1,1.0,171959260020004,1,2015,2015,1,1,1.0,7.0,0,1,1,1,0,0,0.0
PA,816545003290487,2022,2022,1,1,1.0,251021936489998,1,2015,2015,1,1,1.0,7.0,0,1,1,1,0,0,0.0
PA,816544937290487,2022,2022,1,1,1.0,251021870489998,1,2015,2015,1,1,1.0,7.1,0,1,1,1,0,0,0.0
PA,816545004290487,2022,2022,1,1,0.004411,251021937489998,1,2015,2015,1,1,0.001362,7.1,0,1,1,1,0,0,0.003049
PA,816545066290487,2022,2022,1,1,1.0,251021999489998,1,2015,2015,1,1,1.0,7.1,0,1,1,1,0,0,0.0
PA,816544652290487,2022,2022,1,1,1.0,171959157020004,1,2015,2015,1,1,1.0,7.2,0,1,1,1,0,0,0.0
PA,816544560290487,2022,2022,2,0,0.0,171958849020004,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816544621290487,2022,2022,1,1,1.0,171959050020004,1,2015,2015,1,1,1.0,7.0,0,1,1,1,0,0,0.0
PA,816545114290487,2022,2022,2,0,0.0,251022047489998,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816545000290487,2023,2022,1,1,0.25,251021933489998,1,2015,2015,1,1,0.211927,7.5,0,1,1,1,0,0,0.038072999999999996
PA,816544963290487,2022,2022,2,0,0.0,251021896489998,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816544729290487,2022,2022,1,1,0.5,251021662489998,1,2015,2015,1,1,0.5,6.7,0,1,1,1,0,0,0.0
PA,816545001290487,2022,2022,1,1,0.416799,251021934489998,1,2015,2015,1,1,0.336132,6.7,0,1,1,1,0,0,0.08066699999999999
PA,816544627290487,2022,2022,2,0,0.0,171959076020004,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816544618290487,2022,2022,1,1,1.0,171959039020004,1,2015,2015,1,1,1.0,7.0,0,1,1,1,0,0,0.0
PA,816545036290487,2022,2022,1,1,1.0,251021969489998,1,2015,2015,1,1,1.0,7.0,0,1,1,1,0,0,0.0
PA,816545057290487,2022,2022,1,1,0.345916,251021990489998,1,2015,2015,1,1,0.301791,7.0,0,1,1,1,0,0,0.044125000000000025
PA,816545056290487,2022,2022,1,1,0.5,251021989489998,1,2015,2015,1,1,0.5,7.1,0,1,1,1,0,0,0.0
PA,816545063290487,2023,2022,1,1,1.0,251021996489998,1,2015,2015,1,1,1.0,7.5,0,1,1,1,0,0,0.0
PA,816545082290487,2022,2022,1,1,0.227289,251022015489998,1,2015,2015,1,1,0.227289,7.2,0,1,1,1,0,0,0.0
PA,816545058290487,2022,2022,2,0,0.0,251021991489998,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816545083290487,2022,2022,2,0,0.0,251022016489998,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816544710290487,2022,2022,2,0,0.0,251021643489998,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816545059290487,2022,2022,2,0,0.0,251021992489998,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816544665290487,2023,2022,1,1,0.75,171959207020004,1,2015,2015,1,1,0.25,7.4,0,1,1,1,0,0,0.5
PA,816544446290487,2022,2022,2,0,0.0,171958447020004,1,2015,2015,2,0,0.0,6.4,0,1,1,0,0,0,0.0
PA,816544671290487,2022,2022,1,1,1.0,171959224020004,1,2015,2015,1,1,1.0,7.4,0,1,1,1,0,0,0.0
PA,816544658290487,2022,2022,2,0,0.0,171959188020004,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816544640290487,2023,2022,1,1,0.467241,171959122020004,1,2015,2015,1,1,0.391606,7.3,0,1,1,1,0,0,0.07563500000000001
PA,816544670290487,2022,2022,1,1,1.0,171959223020004,1,2015,2015,1,1,1.0,7.1,0,1,1,1,0,0,0.0
PA,816544926290487,2022,2022,2,0,0.0,251021859489998,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816545108290487,2022,2022,1,1,0.297584,251022041489998,1,2015,2015,1,1,0.297584,7.2,0,1,1,1,0,0,0.0
PA,816544555290487,2022,2022,2,0,0.0,171958832020004,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816544565290487,2022,2022,2,0,0.0,171958864020004,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816544566290487,2022,2022,1,1,0.992791,171958865020004,1,2015,2015,1,1,0.992791,7.2,0,1,1,1,0,0,0.0
PA,816544944290487,2022,2022,1,1,1.0,251021877489998,1,2015,2015,1,1,0.539505,7.1,0,1,1,1,0,0,0.460495
PA,816545089290487,2022,2022,2,0,0.0,251022022489998,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816545109290487,2022,2022,2,0,0.0,251022042489998,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816545092290487,2023,2022,2,0,0.0,251022025489998,1,2016,2015,3,0,0.0,,0,1,0,0,0,0,0.0
PA,816545093290487,2022,2022,1,1,0.25,251022026489998,1,2016,2015,1,1,0.25,6.8,0,1,1,1,0,0,0.0
PA,816545090290487,2022,2022,2,0,0.0,251022023489998,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816545091290487,2022,2022,2,0,0.0,251022024489998,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816544643290487,2022,2022,1,1,0.431746,171959127020004,1,2016,2015,1,1,0.431746,6.7,0,1,1,1,0,0,0.0
PA,816544641290487,2023,2022,1,1,1.0,171959124020004,1,2015,2015,1,1,1.0,7.3,0,1,1,1,0,0,0.0
PA,816544677290487,2022,2022,2,0,0.0,171959243020004,1,2015,2015,1,1,0.876573,7.4,0,1,0,0,0,1,0.876573
PA,816544676290487,2022,2022,2,0,0.0,171959240020004,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816544472290487,2022,2022,2,0,0.0,171958546020004,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816544789290487,2022,2022,1,1,1.0,251021722489998,1,2015,2015,1,1,1.0,7.1,0,1,1,1,0,0,0.0
PA,816545047290487,2022,2022,1,1,1.0,251021980489998,1,2015,2015,3,0,0.0,,0,1,0,0,1,0,1.0
PA,816545021290487,2022,2022,2,0,0.0,251021954489998,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816544960290487,2022,2022,1,1,1.0,251021893489998,1,2015,2015,1,1,1.0,7.1,0,1,1,1,0,0,0.0
PA,816544975290487,2022,2022,2,0,0.0,251021908489998,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816544987290487,2022,2022,2,0,0.0,251021920489998,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816544753290487,2022,2022,1,1,1.0,251021686489998,1,2015,2015,1,1,1.0,6.8,0,1,1,1,0,0,0.0
PA,816545048290487,2022,2022,1,1,1.0,251021981489998,1,2015,2015,1,1,1.0,6.8,0,1,1,1,0,0,0.0
PA,816544962290487,2022,2022,1,1,1.0,251021895489998,1,2015,2015,1,1,1.0,6.8,0,1,1,1,0,0,0.0
PA,816544986290487,2022,2022,1,1,0.25,251021919489998,1,2015,2015,1,1,0.25,6.8,0,1,1,1,0,0,0.0
PA,816545040290487,2022,2022,1,1,1.0,251021973489998,1,2015,2015,1,1,1.0,6.9,0,1,1,1,0,0,0.0
PA,816544650290487,2022,2022,1,1,0.714636,171959152020004,1,2015,2015,1,1,0.714636,6.8,0,1,1,1,0,0,0.0
PA,816544636290487,2022,2022,2,0,0.0,171959102020004,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816544597290487,2022,2022,2,0,0.0,171958979020004,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816544606290487,2022,2022,1,1,1.0,171959004020004,1,2015,2015,3,0,0.0,,0,1,0,0,1,0,1.0
PA,816544651290487,2022,2022,2,0,0.0,171959153020004,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816544608290487,2022,2022,1,1,1.0,171959006020004,1,2016,2015,2,0,0.0,6.5,0,1,0,0,1,0,1.0
PA,816544646290487,2022,2022,2,0,0.0,171959136020004,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816544607290487,2022,2022,2,0,0.0,171959005020004,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816545055290487,2022,2022,2,0,0.0,251021988489998,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816545069290487,2022,2022,1,1,0.708153,251022002489998,1,2015,2015,1,1,0.708153,7.0,0,1,1,1,0,0,0.0
PA,816545045290487,2022,2022,1,1,0.571631,251021978489998,1,2016,2015,3,0,0.0,,0,1,0,0,1,0,0.571631
PA,816545070290487,2022,2022,1,1,1.0,251022003489998,1,2015,2015,1,1,1.0,7.4,0,1,1,1,0,0,0.0
PA,816545071290487,2022,2022,1,1,0.060943,251022004489998,1,2016,2015,1,1,0.060943,6.8,0,1,1,1,0,0,0.0
PA,816544744290487,2022,2022,2,0,0.0,251021677489998,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816545049290487,2022,2022,2,0,0.0,251021982489998,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816544971290487,2022,2022,1,1,1.0,251021904489998,1,2015,2015,1,1,1.0,7.0,0,1,1,1,0,0,0.0
PA,816544614290487,2022,2022,2,0,0.0,171959023020004,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816544592290487,2022,2022,2,0,0.0,171958961020004,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816544624290487,2022,2022,2,0,0.0,171959061020004,1,2015,2015,3,0,0.0,,0,1,0,0,0,0,0.0
PA,816544936290487,2022,2022,1,1,0.75,251021869489998,1,2015,2015,1,1,0.75,7.0,0,1,1,1,0,0,0.0
PA,816545107290487,2022,2022,2,0,0.0,251022040489998,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816545106290487,2022,2022,1,1,1.0,251022039489998,1,2015,2015,1,1,1.0,7.2,0,1,1,1,0,0,0.0
PA,816544661290487,2023,2022,1,1,1.0,171959192020004,1,2015,2015,1,1,1.0,7.2,0,1,1,1,0,0,0.0
PA,816545005290487,2022,2022,1,1,1.0,251021938489998,1,2015,2015,1,1,1.0,7.0,0,1,1,1,0,0,0.0
PA,816545080290487,2022,2022,1,1,0.75,251022013489998,1,2015,2015,1,1,0.75,7.0,0,1,1,1,0,0,0.0
PA,816545078290487,2022,2022,1,1,1.0,251022011489998,1,2015,2015,1,1,1.0,6.6,0,1,1,1,0,0,0.0
PA,816545075290487,2022,2022,2,0,0.0,251022008489998,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816545077290487,2022,2022,1,1,1.0,251022010489998,1,2015,2015,1,1,1.0,7.0,0,1,1,1,0,0,0.0
PA,816545076290487,2023,2022,1,1,0.75,251022009489998,1,2015,2015,1,1,0.75,7.3,0,1,1,1,0,0,0.0
PA,816545068290487,2023,2022,1,1,0.712841,251022001489998,1,2015,2015,1,1,0.712841,7.2,0,1,1,1,0,0,0.0
PA,816544653290487,2023,2022,1,1,1.0,171959160020004,1,2015,2015,1,1,1.0,7.5,0,1,1,1,0,0,0.0
PA,816544623290487,2022,2022,2,0,0.0,171959057020004,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816544418290487,2022,2022,1,1,0.576613,171958351020004,1,2016,2015,1,1,1.0,6.8,0,1,1,1,0,0,0.42338699999999996
PA,816544663290487,2023,2022,1,1,1.0,171959200020004,1,2015,2015,1,1,1.0,7.2,0,1,1,1,0,0,0.0
PA,816544622290487,2022,2022,2,0,0.0,171959053020004,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816544667290487,2022,2022,1,1,0.42212700000000003,171959216020004,1,2015,2015,1,1,0.192465,7.0,0,1,1,1,0,0,0.22966200000000003
PA,816544662290487,2022,2022,1,1,1.0,171959195020004,1,2015,2015,1,1,1.0,6.9,0,1,1,1,0,0,0.0
PA,816545042290487,2023,2022,1,1,1.0,251021975489998,1,2016,2015,1,1,1.0,6.9,0,1,1,1,0,0,0.0
PA,816545044290487,2022,2022,2,0,0.0,251021977489998,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816545067290487,2023,2022,1,1,0.495217,251022000489998,1,2016,2015,1,1,0.495217,6.9,0,1,1,1,0,0,0.0
PA,816544943290487,2023,2022,1,1,1.0,251021876489998,1,2016,2015,1,1,1.0,7.0,0,1,1,1,0,0,0.0
PA,816545043290487,2023,2022,1,1,1.0,251021976489998,1,2016,2015,1,1,1.0,7.0,0,1,1,1,0,0,0.0
PA,816544563290487,2022,2022,2,0,0.0,171958858020004,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816544684290487,2023,2022,1,1,1.0,171959267020004,1,2015,2015,1,1,1.0,7.4,0,1,1,1,0,0,0.0
PA,816544656290487,2022,2022,2,0,0.0,171959182020004,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816544958290487,2022,2022,1,1,0.021347,251021891489998,1,2015,2015,3,0,0.0,,0,1,0,0,1,0,0.021347
PA,816544727290487,2022,2022,2,0,0.0,251021660489998,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
PA,816544728290487,2022,2022,1,1,1.0,251021661489998,1,2015,2015,1,1,1.0,7.5,0,1,1,1,0,0,0.0
PA,816544957290487,2022,2022,1,1,1.0,251021890489998,1,2015,2015,1,1,1.0,6.9,0,1,1,1,0,0,0.0
PA,816545010290487,2022,2022,2,0,0.0,251021943489998,1,2015,2015,2,0,0.0,7.0,0,1,1,0,0,0,0.0
