analysis_species_id,analysis_species_name,analysis_species_authors,component_fia_codes,d08b_v01_usgs_mapping_class,d08b_v01_review_required_flag,d08b_v01_atlas_row_ids,d08b_v01_atlas_original_names,eligibility_v02_row_present_flag,eligibility_v02_fia_codes,eligibility_v02_mapping_types,eligibility_v02_original_map_names,eligibility_v02_accepted_names,eligibility_v02_layer_name_proxy,eligibility_v02_n_US_cells_by_code,eligibility_v02_n_CONUS_cells_by_code,eligibility_v02_n_US_plus_Canada_cells_by_code,eligibility_prior_exact_or_official_nonzero_flag,v02_atlas_row_ids,v02_atlas_original_names,candidate_atlas_match_status,candidate_atlas_row_ids,candidate_atlas_original_names,candidate_atlas_current_names,candidate_atlas_authors,candidate_atlas_layer_keys,candidate_atlas_resolution_statuses,candidate_atlas_resolution_reasons,v02_wcvp_concept_evidence,conflict_type,v02_explicit_cause,proposed_v02_status,resolution_disposition,mainline_review_required_flag,no_silent_loss_accounting
379971,Pinus flexilis,E.James,113,SINGLE_SPECIES_LAYER,0,ATLASG-0426,Pinus flexilis,1,113,exact,Pinus flexilis,Pinus flexilis,Pinus flexilis,113:327,113:327,113:351,1,,,EXACT_NAME_CANDIDATE_ROWS_FOUND,ATLASG-0426,Pinus flexilis,Pinus flexilis,James,Pinus_flexilis,UNRESOLVED,No losslessly canonical author-qualified WCVP match; no other-author homonym substituted.,379971:Pinus flexilis E.James,D08B1_BRIDGE_STATUS_CHANGED,No losslessly canonical author-qualified WCVP match; no other-author homonym substituted.,UNRESOLVED,MAINLINE_REVIEW_REQUIRED,1,EXPLICITLY_ACCOUNTED
380011,Pinus sabiniana,Douglas,127,SINGLE_SPECIES_LAYER,0,ATLASG-0441,Pinus sabiniana,1,127,exact,Pinus sabiniana,Pinus sabiniana,Pinus sabiniana,127:60,127:60,127:60,1,,,EXACT_NAME_CANDIDATE_ROWS_FOUND,ATLASG-0441,Pinus sabiniana,Pinus sabiniana,Douglas ex D. Don,Pinus_sabiniana,UNRESOLVED,No losslessly canonical author-qualified WCVP match; no other-author homonym substituted.,380011:Pinus sabiniana Douglas,D08B1_BRIDGE_STATUS_CHANGED,No losslessly canonical author-qualified WCVP match; no other-author homonym substituted.,UNRESOLVED,MAINLINE_REVIEW_REQUIRED,1,EXPLICITLY_ACCOUNTED
380126,Pinus sylvestris,L.,130,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,380126:Pinus sylvestris L.,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Frozen WCVP confirms no native CONUS distribution and introduced CONUS occurrence; Little natural-range mapping is not applicable.,NOT_APPLICABLE_CONUS_NONNATIVE,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
380171,Pinus nigra,J.F.Arnold,136,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,380171:Pinus nigra J.F.Arnold,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Frozen WCVP confirms no native CONUS distribution and introduced CONUS occurrence; Little natural-range mapping is not applicable.,NOT_APPLICABLE_CONUS_NONNATIVE,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
380239,Pinus muricata,D.Don,120,UNRESOLVED,1,,,1,120,exact,Pinus muricata,Pinus muricata,Pinus muricata,120:3,120:3,120:3,1,ATLASG-0434,Pinus muricata,EXACT_NAME_CANDIDATE_ROWS_FOUND,ATLASG-0434,Pinus muricata,Pinus muricata,D. Don,Pinus_muricata,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,380239:Pinus muricata D.Don,PRIOR_EXACT_NONZERO_BUT_D08B_V01_UNRESOLVED,Losslessly canonical author matching repaired the v01 conservative false negative and yielded one no-Notes species layer.,SINGLE_SPECIES_LAYER,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
380297,Pinus radiata,D.Don,124,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,380297:Pinus radiata D.Don,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,No exact Atlas original/current-name candidate row was found for the analysis or frozen eligibility names; no fuzzy substitute was used.,UNRESOLVED,MAINLINE_REVIEW_REQUIRED,1,EXPLICITLY_ACCOUNTED
380317,Pinus remota,(Little) D.K.Bailey & Hawksw.,141,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,380317:Pinus remota (Little) D.K.Bailey & Hawksw.,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,No exact Atlas original/current-name candidate row was found for the analysis or frozen eligibility names; no fuzzy substitute was used.,UNRESOLVED,MAINLINE_REVIEW_REQUIRED,1,EXPLICITLY_ACCOUNTED
380358,Pinus ponderosa,Douglas ex C.Lawson,122;137,SINGLE_SPECIES_LAYER,0,ATLASG-0436,Pinus ponderosa,1,122,exact,Pinus ponderosa,Pinus ponderosa,Pinus ponderosa,122:826,122:826,122:912,1,,,EXACT_NAME_CANDIDATE_ROWS_FOUND,ATLASG-0436,Pinus ponderosa,Pinus ponderosa,Douglas ex Lawson & C. Lawson,Pinus_ponderosa,UNRESOLVED,No losslessly canonical author-qualified WCVP match; no other-author homonym substituted.,380358:Pinus ponderosa Douglas ex C.Lawson,D08B1_BRIDGE_STATUS_CHANGED,No losslessly canonical author-qualified WCVP match; no other-author homonym substituted.,UNRESOLVED,MAINLINE_REVIEW_REQUIRED,1,EXPLICITLY_ACCOUNTED
380406,Picea abies,(L.) H.Karst.,91,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,380406:Picea abies (L.) H.Karst.,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Frozen WCVP confirms no native CONUS distribution and introduced CONUS occurrence; Little natural-range mapping is not applicable.,NOT_APPLICABLE_CONUS_NONNATIVE,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
380484,Pinus cembroides,Zucc.,140,SINGLE_SPECIES_LAYER,1,ATLASG-0418,Pinus cembroides,1,140,exact,Pinus cembroides,Pinus cembroides,Pinus cembroides,140:41,140:41,140:41,1,ATLASG-0418,Pinus cembroides,EXACT_NAME_CANDIDATE_ROWS_FOUND,ATLASG-0418,Pinus cembroides,Pinus cembroides,Zucc.,Pinus_cembroides,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,380484:Pinus cembroides Zucc.,PRIOR_EXACT_NONZERO_D08B_V01_REVIEW_ONLY,Losslessly canonical author matching repaired the v01 conservative false negative and yielded one no-Notes species layer.,SINGLE_SPECIES_LAYER,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
380503,Pinus arizonica,Engelm.,135,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,380503:Pinus arizonica Engelm.,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,No exact Atlas original/current-name candidate row was found for the analysis or frozen eligibility names; no fuzzy substitute was used.,UNRESOLVED,MAINLINE_REVIEW_REQUIRED,1,EXPLICITLY_ACCOUNTED
380614,Picea engelmannii,Engelm.,93,SINGLE_SPECIES_LAYER,0,ATLASG-0406,Picea engelmannii,1,93,exact,Picea engelmannii,Picea engelmannii,Picea engelmannii,93:530,93:530,93:1067,1,,,EXACT_NAME_CANDIDATE_ROWS_FOUND,ATLASG-0406,Picea engelmannii,Picea engelmannii,Parry ex Engelm.,Picea_engelmannii,UNRESOLVED,No losslessly canonical author-qualified WCVP match; no other-author homonym substituted.,380614:Picea engelmannii Engelm.,D08B1_BRIDGE_STATUS_CHANGED,No losslessly canonical author-qualified WCVP match; no other-author homonym substituted.,UNRESOLVED,MAINLINE_REVIEW_REQUIRED,1,EXPLICITLY_ACCOUNTED
380723,Pinus aristata,Engelm.,102,SINGLE_SPECIES_LAYER,1,ATLASG-0414,Pinus aristata,1,102,exact,Pinus aristata,Pinus aristata,Pinus aristata,102:17,102:17,102:17,1,ATLASG-0414,Pinus aristata,EXACT_NAME_CANDIDATE_ROWS_FOUND,ATLASG-0414,Pinus aristata,Pinus aristata,Engelm.,Pinus_aristata,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,380723:Pinus aristata Engelm.,PRIOR_EXACT_NONZERO_D08B_V01_REVIEW_ONLY,Losslessly canonical author matching repaired the v01 conservative false negative and yielded one no-Notes species layer.,SINGLE_SPECIES_LAYER,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
381804,Abies grandis,(Douglas ex D.Don) Lindl.,17,UNRESOLVED,1,,,1,17,exact,Abies grandis,Abies grandis,Abies grandis,17:305,17:305,17:345,1,ATLASG-0005,Abies grandis,EXACT_NAME_CANDIDATE_ROWS_FOUND,ATLASG-0005,Abies grandis,Abies grandis,(Douglas ex D. Don) Lindl.,Abies_grandis,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,381804:Abies grandis (Douglas ex D.Don) Lindl.,PRIOR_EXACT_NONZERO_BUT_D08B_V01_UNRESOLVED,Losslessly canonical author matching repaired the v01 conservative false negative and yielded one no-Notes species layer.,SINGLE_SPECIES_LAYER,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
382830,Chamaecyparis lawsoniana,(A.Murray bis) Oerst.,41,SINGLE_SPECIES_LAYER,0,ATLASG-0143,Chamaecyparis lawsoniana,1,41,exact,Chamaecyparis lawsoniana,Chamaecyparis lawsoniana,Chamaecyparis lawsoniana,41:21,41:21,41:21,1,,,EXACT_NAME_CANDIDATE_ROWS_FOUND,ATLASG-0143,Chamaecyparis lawsoniana,Chamaecyparis lawsoniana,(A. Murray) Parl.,Chamaecyparis_lawsoniana,UNRESOLVED,No losslessly canonical author-qualified WCVP match; no other-author homonym substituted.,382830:Chamaecyparis lawsoniana (A.Murray bis) Oerst.,D08B1_BRIDGE_STATUS_CHANGED,No losslessly canonical author-qualified WCVP match; no other-author homonym substituted.,UNRESOLVED,MAINLINE_REVIEW_REQUIRED,1,EXPLICITLY_ACCOUNTED
382860,Chamaecyparis thyoides,(L.) Oerst.,43,SINGLE_SPECIES_LAYER,0,ATLASG-0145,Chamaecyparis thyoides,1,43,exact,Chamaecyparis thyoides,Chamaecyparis thyoides,Chamaecyparis thyoides,43:208,43:208,43:208,1,,,EXACT_NAME_CANDIDATE_ROWS_FOUND,ATLASG-0145,Chamaecyparis thyoides,Chamaecyparis thyoides,"(L.) Britton, Sterns & Poggenb.",Chamaecyparis_thyoides,UNRESOLVED,No losslessly canonical author-qualified WCVP match; no other-author homonym substituted.,382860:Chamaecyparis thyoides (L.) Oerst.,D08B1_BRIDGE_STATUS_CHANGED,No losslessly canonical author-qualified WCVP match; no other-author homonym substituted.,UNRESOLVED,MAINLINE_REVIEW_REQUIRED,1,EXPLICITLY_ACCOUNTED
456789,Callitropsis nootkatensis,(D.Don) Oerst.,42,SINGLE_OFFICIAL_ALIAS_LAYER,0,ATLASG-0144,Chamaecyparis nootkatensis,1,42,exact,Chamaecyparis nootkatensis,Chamaecyparis nootkatensis,Chamaecyparis nootkatensis,42:130,42:66,42:310,1,,,EXACT_NAME_CANDIDATE_ROWS_FOUND,ATLASG-0144,Chamaecyparis nootkatensis,Callitropsis nootkatensis,(D. Don) Florin,Chamaecyparis_nootkatensis,UNRESOLVED,No losslessly canonical author-qualified WCVP match; no other-author homonym substituted.,456789:Callitropsis nootkatensis (D.Don) Oerst.,D08B1_BRIDGE_STATUS_CHANGED,No losslessly canonical author-qualified WCVP match; no other-author homonym substituted.,UNRESOLVED,MAINLINE_REVIEW_REQUIRED,1,EXPLICITLY_ACCOUNTED
457902,Hesperocyparis arizonica,(Greene) Bartel,51,AMBIGUOUS,1,ATLASG-0199,Cupressus arizonica,1,51,exact,Cupressus arizonica,Cupressus arizonica,Cupressus arizonica,51:5,51:5,51:5,1,ATLASG-0199,Cupressus arizonica,EXACT_NAME_CANDIDATE_ROWS_FOUND,ATLASG-0199,Cupressus arizonica,Hesperocyparis arizonica / Hesperocyparis glabra / Hesperocyparis stephensonii,(Greene) Bartel / (Sudw.) Bartel / (C.B. Wolf) Bartel,Cupressus_arizonica,RESOLVED | RESOLVED | RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species. | Exact name plus losslessly canonical author resolved to WCVP Accepted species. | Exact name plus losslessly canonical author resolved to WCVP Accepted species.,457902:Hesperocyparis arizonica (Greene) Bartel,PRIOR_EXACT_NONZERO_D08B_V01_REVIEW_ONLY,Exact name plus losslessly canonical author resolved to WCVP Accepted species. | Exact name plus losslessly canonical author resolved to WCVP Accepted species. | Exact name plus losslessly canonical author resolved to WCVP Accepted species.,AMBIGUOUS,MAINLINE_REVIEW_REQUIRED,1,EXPLICITLY_ACCOUNTED
457903,Hesperocyparis bakeri,(Jeps.) Bartel,52,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,457903:Hesperocyparis bakeri (Jeps.) Bartel,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,No exact Atlas original/current-name candidate row was found for the analysis or frozen eligibility names; no fuzzy substitute was used.,UNRESOLVED,MAINLINE_REVIEW_REQUIRED,1,EXPLICITLY_ACCOUNTED
457913,Hesperocyparis macrocarpa,(Hartw.) Bartel,54,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,457913:Hesperocyparis macrocarpa (Hartw.) Bartel,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,No exact Atlas original/current-name candidate row was found for the analysis or frozen eligibility names; no fuzzy substitute was used.,UNRESOLVED,MAINLINE_REVIEW_REQUIRED,1,EXPLICITLY_ACCOUNTED
2329229,Juglans hindsii,(Jeps.) Jeps. ex R.E.Sm.,603,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,2329229:Juglans hindsii (Jeps.) Jeps. ex R.E.Sm.,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,No exact Atlas original/current-name candidate row was found for the analysis or frozen eligibility names; no fuzzy substitute was used.,UNRESOLVED,MAINLINE_REVIEW_REQUIRED,1,EXPLICITLY_ACCOUNTED
2346347,Leucaena leucocephala,(Lam.) de Wit,7565,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,2346347:Leucaena leucocephala (Lam.) de Wit,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Frozen WCVP confirms no native CONUS distribution and introduced CONUS occurrence; Little natural-range mapping is not applicable.,NOT_APPLICABLE_CONUS_NONNATIVE,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
2383853,Neltuma glandulosa,(Torr.) Britton & Rose,756,SINGLE_OFFICIAL_ALIAS_LAYER,1,ATLASG-0462,Prosopis glandulosa,1,756,exact,Prosopis glandulosa,Prosopis glandulosa,Prosopis glandulosa,756:1889,756:1889,756:1889,1,ATLASG-0462,Prosopis glandulosa,EXACT_NAME_CANDIDATE_ROWS_FOUND,ATLASG-0462,Prosopis glandulosa,Prosopis glandulosa,Torr.,Prosopis_glandulosa,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,2383853:Neltuma glandulosa (Torr.) Britton & Rose,PRIOR_EXACT_NONZERO_D08B_V01_REVIEW_ONLY,Losslessly canonical author matching repaired the v01 conservative false negative and yielded one no-Notes species layer.,SINGLE_OFFICIAL_ALIAS_LAYER,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
2444682,Tamarindus indica,L.,897,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,2444682:Tamarindus indica L.,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Frozen WCVP confirms no native CONUS distribution and introduced CONUS occurrence; Little natural-range mapping is not applicable.,NOT_APPLICABLE_CONUS_NONNATIVE,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
2448661,Ulmus parvifolia,Jacq.,8851,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,2448661:Ulmus parvifolia Jacq.,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Frozen WCVP confirms no native CONUS distribution and introduced CONUS occurrence; Little natural-range mapping is not applicable.,NOT_APPLICABLE_CONUS_NONNATIVE,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
2448824,Ulmus pumila,L.,974,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,2448824:Ulmus pumila L.,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Frozen WCVP confirms no native CONUS distribution and introduced CONUS occurrence; Little natural-range mapping is not applicable.,NOT_APPLICABLE_CONUS_NONNATIVE,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
2469375,Zanthoxylum clava-herculis,L.,8944,MULTIPLE_OTHER_LAYERS,1,ATLASG-0687;ATLASG-0689,Zanthoxylum clava-herculis | Zanthoxylum hirsutum,1,8944,exact,Zanthoxylum clava-herculis,Zanthoxylum clava-herculis,Zanthoxylum clava-herculis,8944:545,8944:545,8944:545,1,ATLASG-0687;ATLASG-0689,Zanthoxylum clava-herculis | Zanthoxylum hirsutum,EXACT_NAME_CANDIDATE_ROWS_FOUND,ATLASG-0687,Zanthoxylum clava-herculis,Zanthoxylum clava-herculis,L.,Zanthoxylum_clava-herculis,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,2469375:Zanthoxylum clava-herculis L.,PRIOR_EXACT_NONZERO_D08B_V01_REVIEW_ONLY,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,MULTIPLE_OTHER_LAYERS,MAINLINE_REVIEW_REQUIRED,1,EXPLICITLY_ACCOUNTED
2480191,Schinus terebinthifolia,Raddi,8563,NO_V01_ANALYSIS_SPECIES_TAXONOMY_BLOCK,0,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,2480191:Schinus terebinthifolia Raddi,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Frozen WCVP confirms no native CONUS distribution and introduced CONUS occurrence; Little natural-range mapping is not applicable.,NOT_APPLICABLE_CONUS_NONNATIVE,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
2501381,Morus alba,L.,681,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,2501381:Morus alba L.,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Frozen WCVP confirms no native CONUS distribution and introduced CONUS occurrence; Little natural-range mapping is not applicable.,NOT_APPLICABLE_CONUS_NONNATIVE,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
2505106,Melia azedarach,L.,993,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,2505106:Melia azedarach L.,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Frozen WCVP confirms no native CONUS distribution and introduced CONUS occurrence; Little natural-range mapping is not applicable.,NOT_APPLICABLE_CONUS_NONNATIVE,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
2518181,Tilia cordata,Mill.,8813,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,2518181:Tilia cordata Mill.,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Frozen WCVP confirms no native CONUS distribution and introduced CONUS occurrence; Little natural-range mapping is not applicable.,NOT_APPLICABLE_CONUS_NONNATIVE,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
2518218,Tilia americana,L.,951;952;953,MULTIPLE_OTHER_LAYERS,1,ATLASG-0647;ATLASG-0648,Tilia caroliniana | Tilia heterophylla,1,951,exact,Tilia americana,Tilia americana,Tilia americana,951:2815,951:2815,951:3314,1,,,EXACT_NAME_CANDIDATE_ROWS_FOUND,ATLASG-0646,Tilia americana,Tilia americana var. americana,,Tilia_americana,UNRESOLVED,Author-governed exact component yielded 0 usable accepted identifiers; matched statuses control.,2518218:Tilia americana L.,PRIOR_EXACT_NONZERO_D08B_V01_REVIEW_ONLY,Author-governed exact component yielded 0 usable accepted identifiers; matched statuses control.,UNRESOLVED,MAINLINE_REVIEW_REQUIRED,1,EXPLICITLY_ACCOUNTED
2523018,Rhamnus cathartica,L.,6918,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,2523018:Rhamnus cathartica L.,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Frozen WCVP confirms no native CONUS distribution and introduced CONUS occurrence; Little natural-range mapping is not applicable.,NOT_APPLICABLE_CONUS_NONNATIVE,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
2540278,Piscidia piscipula,(L.) Sarg.,887,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,2540278:Piscidia piscipula (L.) Sarg.,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,No exact Atlas original/current-name candidate row was found for the analysis or frozen eligibility names; no fuzzy substitute was used.,UNRESOLVED,MAINLINE_REVIEW_REQUIRED,1,EXPLICITLY_ACCOUNTED
2541602,Phellodendron amurense,Rupr.,6516,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,2541602:Phellodendron amurense Rupr.,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Frozen WCVP confirms no native CONUS distribution and introduced CONUS occurrence; Little natural-range mapping is not applicable.,NOT_APPLICABLE_CONUS_NONNATIVE,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
2542391,Paulownia tomentosa,(Thunb.) Steud.,712,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,2542391:Paulownia tomentosa (Thunb.) Steud.,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Frozen WCVP confirms no native CONUS distribution and introduced CONUS occurrence; Little natural-range mapping is not applicable.,NOT_APPLICABLE_CONUS_NONNATIVE,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
2601502,Swietenia mahagoni,(L.) Jacq.,940,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,2601502:Swietenia mahagoni (L.) Jacq.,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,No exact Atlas original/current-name candidate row was found for the analysis or frozen eligibility names; no fuzzy substitute was used.,UNRESOLVED,MAINLINE_REVIEW_REQUIRED,1,EXPLICITLY_ACCOUNTED
2616254,Acer platanoides,L.,320,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,2616254:Acer platanoides L.,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Frozen WCVP confirms no native CONUS distribution and introduced CONUS occurrence; Little natural-range mapping is not applicable.,NOT_APPLICABLE_CONUS_NONNATIVE,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
2616276,Acer pseudoplatanus,L.,5151,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,2616276:Acer pseudoplatanus L.,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Frozen WCVP confirms no native CONUS distribution and introduced CONUS occurrence; Little natural-range mapping is not applicable.,NOT_APPLICABLE_CONUS_NONNATIVE,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
2616524,Acer tataricum,L.,5147,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,2616524:Acer tataricum L.,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Frozen WCVP confirms no native CONUS distribution and introduced CONUS occurrence; Little natural-range mapping is not applicable.,NOT_APPLICABLE_CONUS_NONNATIVE,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
2626815,Ailanthus altissima,(Mill.) Swingle,341,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,2626815:Ailanthus altissima (Mill.) Swingle,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Frozen WCVP confirms no native CONUS distribution and introduced CONUS occurrence; Little natural-range mapping is not applicable.,NOT_APPLICABLE_CONUS_NONNATIVE,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
2627374,Albizia julibrissin,Durazz.,345,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,2627374:Albizia julibrissin Durazz.,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Frozen WCVP confirms no native CONUS distribution and introduced CONUS occurrence; Little natural-range mapping is not applicable.,NOT_APPLICABLE_CONUS_NONNATIVE,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
2646755,Arbutus xalapensis,Kunth,363,NO_V01_ANALYSIS_SPECIES_TAXONOMY_BLOCK,0,,,0,,,,,,,,,0,ATLASG-0062,Arbutus texana,EXACT_NAME_CANDIDATE_ROWS_FOUND,ATLASG-0062,Arbutus texana,Arbutus xalapensis,Kunth,Arbutus_texana,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,2646755:Arbutus xalapensis Kunth,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Losslessly canonical author matching repaired the v01 conservative false negative and yielded one no-Notes species layer.,SINGLE_OFFICIAL_ALIAS_LAYER,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
2683772,Broussonetia papyrifera,(L.) L'Hér. ex Vent.,6262,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,2683772:Broussonetia papyrifera (L.) L'Hér. ex Vent.,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Frozen WCVP confirms no native CONUS distribution and introduced CONUS occurrence; Little natural-range mapping is not applicable.,NOT_APPLICABLE_CONUS_NONNATIVE,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
2695178,Camphora officinarum,Boerh. ex Fabr.,858,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,2695178:Camphora officinarum Boerh. ex Fabr.,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Frozen WCVP confirms no native CONUS distribution and introduced CONUS occurrence; Little natural-range mapping is not applicable.,NOT_APPLICABLE_CONUS_NONNATIVE,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
