evidence_id,evidence_scope,fia_species_code,analysis_species_id,source_path,source_sha256,source_record_ids,claim,transformation_rule
E00081,USGS_CROSS_STAGE_DIAGNOSTIC,42,456789,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,42,D08B1_BRIDGE_STATUS_CHANGED,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00082,USGS_CROSS_STAGE_DIAGNOSTIC,51,457902,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,51,PRIOR_EXACT_NONZERO_D08B_V01_REVIEW_ONLY,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00083,USGS_CROSS_STAGE_DIAGNOSTIC,52,457903,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00084,USGS_CROSS_STAGE_DIAGNOSTIC,54,457913,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00085,USGS_CROSS_STAGE_DIAGNOSTIC,603,2329229,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00086,USGS_CROSS_STAGE_DIAGNOSTIC,7565,2346347,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00087,USGS_CROSS_STAGE_DIAGNOSTIC,756,2383853,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,756,PRIOR_EXACT_NONZERO_D08B_V01_REVIEW_ONLY,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00088,USGS_CROSS_STAGE_DIAGNOSTIC,897,2444682,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00089,USGS_CROSS_STAGE_DIAGNOSTIC,8851,2448661,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00090,USGS_CROSS_STAGE_DIAGNOSTIC,974,2448824,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00091,USGS_CROSS_STAGE_DIAGNOSTIC,8944,2469375,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,8944,PRIOR_EXACT_NONZERO_D08B_V01_REVIEW_ONLY,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00092,USGS_CROSS_STAGE_DIAGNOSTIC,8563,2480191,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00093,USGS_CROSS_STAGE_DIAGNOSTIC,681,2501381,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00094,USGS_CROSS_STAGE_DIAGNOSTIC,993,2505106,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00095,USGS_CROSS_STAGE_DIAGNOSTIC,8813,2518181,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00096,USGS_CROSS_STAGE_DIAGNOSTIC,951;952;953,2518218,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,951,PRIOR_EXACT_NONZERO_D08B_V01_REVIEW_ONLY,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00097,USGS_CROSS_STAGE_DIAGNOSTIC,6918,2523018,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00098,USGS_CROSS_STAGE_DIAGNOSTIC,887,2540278,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00099,USGS_CROSS_STAGE_DIAGNOSTIC,6516,2541602,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00100,USGS_CROSS_STAGE_DIAGNOSTIC,712,2542391,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00101,USGS_CROSS_STAGE_DIAGNOSTIC,940,2601502,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00102,USGS_CROSS_STAGE_DIAGNOSTIC,320,2616254,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00103,USGS_CROSS_STAGE_DIAGNOSTIC,5151,2616276,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00104,USGS_CROSS_STAGE_DIAGNOSTIC,5147,2616524,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00105,USGS_CROSS_STAGE_DIAGNOSTIC,341,2626815,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00106,USGS_CROSS_STAGE_DIAGNOSTIC,345,2627374,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00107,USGS_CROSS_STAGE_DIAGNOSTIC,363,2646755,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00108,USGS_CROSS_STAGE_DIAGNOSTIC,6262,2683772,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00109,USGS_CROSS_STAGE_DIAGNOSTIC,858,2695178,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00110,USGS_CROSS_STAGE_DIAGNOSTIC,401,2701748,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,401,D08B1_BRIDGE_STATUS_CHANGED,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00111,USGS_CROSS_STAGE_DIAGNOSTIC,405,2701789,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,405,D08B1_BRIDGE_STATUS_CHANGED,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00112,USGS_CROSS_STAGE_DIAGNOSTIC,406,2701803,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00113,USGS_CROSS_STAGE_DIAGNOSTIC,410,2701846,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,410,D08B1_BRIDGE_STATUS_CHANGED,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00114,USGS_CROSS_STAGE_DIAGNOSTIC,409,2701867,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00115,USGS_CROSS_STAGE_DIAGNOSTIC,997,2784980,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00116,USGS_CROSS_STAGE_DIAGNOSTIC,7151,2809827,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00117,USGS_CROSS_STAGE_DIAGNOSTIC,7181,2813006,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00118,USGS_CROSS_STAGE_DIAGNOSTIC,555,2830846,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,555,D08B1_BRIDGE_STATUS_CHANGED,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00119,USGS_CROSS_STAGE_DIAGNOSTIC,581;7328,2838104,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,581,PRIOR_EXACT_NONZERO_D08B_V01_REVIEW_ONLY,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00120,USGS_CROSS_STAGE_DIAGNOSTIC,582,2838115,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,582,D08B1_BRIDGE_STATUS_CHANGED,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00121,USGS_CROSS_STAGE_DIAGNOSTIC,7454,2860379,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00122,USGS_CROSS_STAGE_DIAGNOSTIC,764,2901279,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00123,USGS_CROSS_STAGE_DIAGNOSTIC,771,2917143,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00124,USGS_CROSS_STAGE_DIAGNOSTIC,748,2917269,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,748,PRIOR_EXACT_NONZERO_D08B_V01_REVIEW_ONLY,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00125,USGS_CROSS_STAGE_DIAGNOSTIC,747,2917437,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00126,USGS_CROSS_STAGE_DIAGNOSTIC,753,2917497,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00127,USGS_CROSS_STAGE_DIAGNOSTIC,744,2917593,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,744,PRIOR_EXACT_NONZERO_TAXONOMY_BLOCKED_IN_V01,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00128,USGS_CROSS_STAGE_DIAGNOSTIC,752,2917735,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00129,USGS_CROSS_STAGE_DIAGNOSTIC,927,2918804,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00130,USGS_CROSS_STAGE_DIAGNOSTIC,922,2919837,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,922,PRIOR_EXACT_NONZERO_D08B_V01_REVIEW_ONLY,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00131,USGS_CROSS_STAGE_DIAGNOSTIC,749,2921945,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,749,PRIOR_EXACT_NONZERO_BUT_D08B_V01_UNRESOLVED,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00132,USGS_CROSS_STAGE_DIAGNOSTIC,5203,2940246,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00133,USGS_CROSS_STAGE_DIAGNOSTIC,501,2945308,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00134,USGS_CROSS_STAGE_DIAGNOSTIC,502,2946180,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00135,USGS_CROSS_STAGE_DIAGNOSTIC,7651,2950597,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00136,USGS_CROSS_STAGE_DIAGNOSTIC,661,2950658,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00137,USGS_CROSS_STAGE_DIAGNOSTIC,773,2959531,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00138,USGS_CROSS_STAGE_DIAGNOSTIC,768,2959716,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,768,PRIOR_EXACT_NONZERO_BUT_D08B_V01_UNRESOLVED,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00139,USGS_CROSS_STAGE_DIAGNOSTIC,6696,2960451,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00140,USGS_CROSS_STAGE_DIAGNOSTIC,6707,2961630,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00141,USGS_CROSS_STAGE_DIAGNOSTIC,8421,2963049,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00142,USGS_CROSS_STAGE_DIAGNOSTIC,8423,2963115,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
