fia_species_code,scientific_name,woodland_indicator,diameter_measurement_basis,dia_threshold_inches,direct_cross_taxon_comparability_flag,tpa_unadj_available_fraction,population_expansion_applied,sampling_variance_estimated,note
391,Carpinus caroliniana,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
401,Carya aquatica,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
402,Carya cordiformis,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
403,Carya glabra,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
404,Carya illinoinensis,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
405,Carya laciniosa,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
406,Carya myristiciformis,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
407,Carya ovata,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
408,Carya texana,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
409,Carya alba,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
410,Carya pallida,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
411,Carya floridana,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
412,Carya ovalis,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
413,Carya carolinae-septentrionalis,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
421,Castanea dentata,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
422,Castanea pumila,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
423,Castanea pumila var. ozarkensis,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
424,Castanea mollissima,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
431,Chrysolepis chrysophylla var. chrysophylla,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
451,Catalpa bignonioides,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
452,Catalpa speciosa,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
461,Celtis laevigata,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
462,Celtis occidentalis,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
463,Celtis laevigata var. reticulata,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
471,Cercis canadensis,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
475,Cercocarpus ledifolius,Y,DRC_ROOT_COLLAR,5.0,0,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
481,Cladrastis kentukea,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
491,Cornus florida,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
492,Cornus nuttallii,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
500,Crataegus spp.,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
501,Crataegus crus-galli,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
502,Crataegus mollis,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
511,Eucalyptus globulus,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
513,Eucalyptus grandis,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
521,Diospyros virginiana,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
522,Diospyros texana,Y,DRC_ROOT_COLLAR,5.0,0,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
523,Ehretia anacua,Y,DRC_ROOT_COLLAR,5.0,0,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
531,Fagus grandifolia,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
541,Fraxinus americana,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
542,Fraxinus latifolia,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
543,Fraxinus nigra,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
544,Fraxinus pennsylvanica,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
545,Fraxinus profunda,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
546,Fraxinus quadrangulata,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
547,Fraxinus velutina,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
548,Fraxinus caroliniana,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
549,Fraxinus texensis,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
551,Gleditsia aquatica,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
552,Gleditsia triacanthos,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
555,Gordonia lasianthus,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
561,Ginkgo biloba,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
571,Gymnocladus dioicus,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
581,Halesia carolina,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
582,Halesia diptera,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
591,Ilex opaca,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
601,Juglans cinerea,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
602,Juglans nigra,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
603,Juglans hindsii,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
604,Juglans californica,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
605,Juglans microcarpa,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
606,Juglans major,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
611,Liquidambar styraciflua,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
621,Liriodendron tulipifera,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
631,Lithocarpus densiflorus,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
641,Maclura pomifera,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
651,Magnolia acuminata,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
652,Magnolia grandiflora,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
653,Magnolia virginiana,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
654,Magnolia macrophylla,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
655,Magnolia fraseri,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
658,Magnolia tripetala,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
660,Malus spp.,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
661,Malus fusca,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
662,Malus angustifolia,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
663,Malus coronaria,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
681,Morus alba,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
682,Morus rubra,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
683,Morus microphylla,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
691,Nyssa aquatica,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
692,Nyssa ogeche,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
693,Nyssa sylvatica,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
694,Nyssa biflora,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
701,Ostrya virginiana,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
711,Oxydendrum arboreum,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
712,Paulownia tomentosa,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
721,Persea borbonia,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
722,Planera aquatica,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
730,Platanus racemosa,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
731,Platanus occidentalis,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
732,Platanus wrightii,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
741,Populus balsamifera,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
742,Populus deltoides,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
743,Populus grandidentata,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
744,Populus heterophylla,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
745,Populus deltoides ssp. monilifera,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
746,Populus tremuloides,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
747,Populus balsamifera ssp. trichocarpa,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
748,Populus fremontii,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
749,Populus angustifolia,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
752,Populus alba,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
753,Populus nigra,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
756,Prosopis glandulosa,Y,DRC_ROOT_COLLAR,5.0,0,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
757,Prosopis velutina,Y,DRC_ROOT_COLLAR,5.0,0,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
758,Prosopis pubescens,Y,DRC_ROOT_COLLAR,5.0,0,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
760,Prunus spp.,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
761,Prunus pensylvanica,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
762,Prunus serotina,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
763,Prunus virginiana,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
764,Prunus persica,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
766,Prunus americana,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
768,Prunus emarginata,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
771,Prunus avium,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
773,Prunus domestica,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
801,Quercus agrifolia,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
802,Quercus alba,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
803,Quercus arizonica,Y,DRC_ROOT_COLLAR,5.0,0,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
804,Quercus bicolor,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
805,Quercus chrysolepis,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
806,Quercus coccinea,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
807,Quercus douglasii,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
808,Quercus sinuata var. sinuata,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
809,Quercus ellipsoidalis,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
810,Quercus emoryi,Y,DRC_ROOT_COLLAR,5.0,0,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
811,Quercus engelmannii,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
812,Quercus falcata,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
813,Quercus pagoda,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
814,Quercus gambelii,Y,DRC_ROOT_COLLAR,5.0,0,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
815,Quercus garryana,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
816,Quercus ilicifolia,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
817,Quercus imbricaria,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
818,Quercus kelloggii,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
819,Quercus laevis,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
820,Quercus laurifolia,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
821,Quercus lobata,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
822,Quercus lyrata,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
