layer,status,synthetic_species_id,world,orientation,target_fold,cell_50km,raw_cell_count,normalized_allocation,diagnostic_scale_aligned_mass,latent_cell_mass
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-35_54,2.0,0.0012642225031605564,126422.25031605564,148443.55699055415
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-35_55,0.0,0.0,0.0,22224.599613864855
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-35_59,0.0,0.0,0.0,160822.02664437008
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-35_60,9.0,0.005689001264222503,568900.1264222503,586865.932677829
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-35_61,5.0,0.0031605562579013905,316055.625790139,312032.2285841342
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-35_62,0.0,0.0,0.0,26944.963756981797
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-34_51,0.0,0.0,0.0,119225.53417347597
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-34_52,7.0,0.004424778761061947,442477.8761061947,412277.02444460045
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-34_53,12.0,0.007585335018963337,758533.5018963338,1186444.6961638795
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-34_54,7.0,0.004424778761061947,442477.8761061947,258177.88278914793
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-34_55,0.0,0.0,0.0,41451.67753517109
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-34_58,0.0,0.0,0.0,186884.26280874954
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-34_59,11.0,0.00695322376738306,695322.3767383059,1041578.0980513517
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-34_60,21.0,0.01327433628318584,1327433.628318584,1014307.1223733515
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-34_61,1.0,0.0006321112515802782,63211.12515802782,167044.17944513258
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-33_49,0.0,0.0,0.0,32230.640716791087
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-33_50,0.0,0.0,0.0,66460.4876177654
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-33_51,2.0,0.0012642225031605564,126422.25031605564,459409.0628582911
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-33_52,30.0,0.018963337547408345,1896333.7547408345,1573751.8160744365
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-33_53,58.0,0.03666245259165613,3666245.259165613,4015411.811869396
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-33_54,15.0,0.009481668773704172,948166.8773704172,1102579.9226377278
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-33_55,4.0,0.0025284450063211127,252844.50063211127,315624.25698781176
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-33_56,0.0,0.0,0.0,103399.55363346882
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-33_57,1.0,0.0006321112515802782,63211.12515802782,191057.8292354346
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-33_58,4.0,0.0025284450063211127,252844.50063211127,1211311.213761728
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-33_59,111.0,0.07016434892541087,7016434.892541087,6429957.183386428
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-33_60,29.0,0.018331226295828066,1833122.6295828065,1606841.1963250644
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-33_61,8.0,0.0050568900126422255,505689.00126422255,221084.70778561992
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-32_48,0.0,0.0,0.0,22125.51836584281
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-32_49,1.0,0.0006321112515802782,63211.12515802782,143086.65849972528
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-32_50,5.0,0.0031605562579013905,316055.625790139,339268.6683200576
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-32_51,14.0,0.008849557522123894,884955.7522123894,1531732.6687998432
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-32_52,24.0,0.015170670037926675,1517067.0037926675,1547119.6112421423
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-32_53,43.0,0.02718078381795196,2718078.381795196,3787367.088398583
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-32_54,16.0,0.010113780025284451,1011378.0025284451,3223992.785937418
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-32_55,3.0,0.0018963337547408343,189633.37547408344,1144944.4712175285
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-32_56,2.0,0.0012642225031605564,126422.25031605564,471962.0057220133
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-32_57,8.0,0.0050568900126422255,505689.00126422255,835955.6171091258
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-32_58,33.0,0.020859671302149177,2085967.1302149177,5217729.636783622
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-32_59,110.0,0.0695322376738306,6953223.7673830595,6761175.679547672
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-32_60,53.0,0.03350189633375474,3350189.6333754743,1785529.695223518
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-32_61,2.0,0.0012642225031605564,126422.25031605564,205039.42708403472
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-31_48,0.0,0.0,0.0,19786.9231313253
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-31_49,0.0,0.0,0.0,50331.39903395273
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-31_50,6.0,0.0037926675094816687,379266.7509481669,256938.9203106447
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-31_51,5.0,0.0031605562579013905,316055.625790139,387070.67746818287
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-31_52,5.0,0.0031605562579013905,316055.625790139,381583.7330871882
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-31_53,24.0,0.015170670037926675,1517067.0037926675,1131892.9636556276
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-31_54,15.0,0.009481668773704172,948166.8773704172,974693.1100874862
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-31_55,64.0,0.040455120101137804,4045512.0101137804,3027199.3670439813
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-31_56,19.0,0.012010113780025285,1201011.3780025286,1437414.7524732796
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-31_57,52.0,0.03286978508217446,3286978.508217446,2512599.0373161365
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-31_58,215.0,0.1359039190897598,13590391.90897598,11204518.700060394
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-31_59,59.0,0.03729456384323641,3729456.3843236407,4816062.802070607
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-31_60,18.0,0.011378002528445006,1137800.2528445006,1034972.9379558687
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-31_61,0.0,0.0,0.0,144754.1143270157
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-30_50,0.0,0.0,0.0,36344.92835884665
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-30_51,1.0,0.0006321112515802782,63211.12515802782,48858.5847904161
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-30_52,2.0,0.0012642225031605564,126422.25031605564,71314.85170886834
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-30_53,8.0,0.0050568900126422255,505689.00126422255,218319.79829603026
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-30_54,3.0,0.0018963337547408343,189633.37547408344,226471.25098802318
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-30_55,19.0,0.012010113780025285,1201011.3780025286,816866.7454834704
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-30_56,22.0,0.01390644753476612,1390644.7534766118,1112738.2000724159
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-30_57,94.0,0.05941845764854614,5941845.764854614,4925602.00555396
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-30_58,47.0,0.02970922882427307,2970922.882427307,2360846.582953342
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-30_59,10.0,0.006321112515802781,632111.251580278,707943.3654519347
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-30_60,0.0,0.0,0.0,140960.39143166968
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-29_53,2.0,0.0012642225031605564,126422.25031605564,27109.20687292058
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-29_54,0.0,0.0,0.0,32435.438190548717
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-29_55,1.0,0.0006321112515802782,63211.12515802782,139268.47459442294
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-29_56,4.0,0.0025284450063211127,252844.50063211127,224047.61105405967
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-29_57,15.0,0.009481668773704172,948166.8773704172,1170267.4223838332
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-29_58,25.0,0.01580278128950695,1580278.128950695,1469363.5567698502
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-29_59,6.0,0.0037926675094816687,379266.7509481669,416522.2789386327
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-29_60,0.0,0.0,0.0,66421.07333770703
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-28_55,0.0,0.0,0.0,17011.124290061558
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-28_56,0.0,0.0,0.0,34209.27569989555
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-28_57,1.0,0.0006321112515802782,63211.12515802782,223992.04496194265
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-28_58,2.0,0.0012642225031605564,126422.25031605564,343511.0928805557
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-28_59,4.0,0.0025284450063211127,252844.50063211127,331313.2438905169
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-28_60,0.0,0.0,0.0,53736.76248356624
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-27_57,0.0,0.0,0.0,35735.187635192575
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-27_58,1.0,0.0006321112515802782,63211.12515802782,69677.80211714096
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-27_59,3.0,0.0018963337547408343,189633.37547408344,230477.89051311766
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-27_60,0.0,0.0,0.0,43277.36526090434
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-26_59,0.0,0.0,0.0,35762.86746704689
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,AB,B,50km_-26_60,0.0,0.0,0.0,23860.734231598588
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-39_54,0.0,0.0,0.0,12746.555294445165
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-39_55,0.0,0.0,0.0,16530.7858408321
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-39_56,0.0,0.0,0.0,17922.42208040013
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-39_57,0.0,0.0,0.0,14094.348958683508
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-38_50,0.0,0.0,0.0,28565.77558126289
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-38_51,0.0,0.0,0.0,34220.88439538708
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-38_52,1.0,0.0010050251256281408,100502.51256281408,31356.966688651322
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-38_53,0.0,0.0,0.0,19072.188009940044
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-38_55,0.0,0.0,0.0,15633.917019800301
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-38_56,0.0,0.0,0.0,17946.37435326435
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-38_57,0.0,0.0,0.0,23516.332021965623
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-38_58,1.0,0.0010050251256281408,100502.51256281408,24012.909650532576
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-38_59,0.0,0.0,0.0,32978.13132356711
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-37_47,0.0,0.0,0.0,6634.997244803182
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-37_48,0.0,0.0,0.0,11909.122509344132
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-37_49,0.0,0.0,0.0,29220.838921324535
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-37_50,4.0,0.004020100502512563,402010.0502512563,174488.12392113352
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-37_51,5.0,0.005025125628140704,502512.5628140704,241639.28568430472
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-37_52,0.0,0.0,0.0,178679.32006135938
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-37_53,1.0,0.0010050251256281408,100502.51256281408,36510.864502379016
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-37_58,1.0,0.0010050251256281408,100502.51256281408,30202.670503321373
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-37_59,3.0,0.003015075376884422,301507.5376884422,177821.12789503974
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-37_60,1.0,0.0010050251256281408,100502.51256281408,73203.72013029663
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-37_61,0.0,0.0,0.0,35940.560702340765
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-37_62,1.0,0.0010050251256281408,100502.51256281408,16503.062773309703
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-36_48,0.0,0.0,0.0,12406.301993328583
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-36_49,0.0,0.0,0.0,25132.893515513893
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-36_50,0.0,0.0,0.0,197537.56981134578
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-36_51,32.0,0.032160804020100506,3216080.4020100506,1027510.8149329191
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-36_52,32.0,0.032160804020100506,3216080.4020100506,951915.8901913717
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-36_53,2.0,0.0020100502512562816,201005.02512562816,184645.23048338786
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-36_54,0.0,0.0,0.0,27396.597341596935
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-36_59,0.0,0.0,0.0,104271.63824150906
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-36_60,12.0,0.012060301507537688,1206030.1507537689,323003.35284336965
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-36_61,5.0,0.005025125628140704,502512.5628140704,227130.12739432725
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-36_62,0.0,0.0,0.0,22177.908191990075
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-35_50,0.0,0.0,0.0,40707.556370728256
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-35_51,0.0,0.0,0.0,313969.0885480661
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-35_52,16.0,0.016080402010050253,1608040.2010050253,1206598.6868247145
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-35_53,17.0,0.017085427135678392,1708542.7135678392,969285.4593702576
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-35_54,1.0,0.0010050251256281408,100502.51256281408,148443.55699055415
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-35_55,0.0,0.0,0.0,22224.599613864855
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-35_59,0.0,0.0,0.0,160822.02664437008
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-35_60,5.0,0.005025125628140704,502512.5628140704,586865.932677829
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-35_61,1.0,0.0010050251256281408,100502.51256281408,312032.2285841342
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-35_62,0.0,0.0,0.0,26944.963756981797
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-34_51,0.0,0.0,0.0,119225.53417347597
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-34_52,6.0,0.006030150753768844,603015.0753768844,412277.02444460045
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-34_53,11.0,0.011055276381909548,1105527.638190955,1186444.6961638795
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-34_54,5.0,0.005025125628140704,502512.5628140704,258177.88278914793
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-34_55,0.0,0.0,0.0,41451.67753517109
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-34_58,0.0,0.0,0.0,186884.26280874954
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-34_59,3.0,0.003015075376884422,301507.5376884422,1041578.0980513517
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-34_60,22.0,0.022110552763819097,2211055.27638191,1014307.1223733515
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-34_61,3.0,0.003015075376884422,301507.5376884422,167044.17944513258
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-33_49,0.0,0.0,0.0,32230.640716791087
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-33_50,0.0,0.0,0.0,66460.4876177654
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-33_51,1.0,0.0010050251256281408,100502.51256281408,459409.0628582911
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-33_52,17.0,0.017085427135678392,1708542.7135678392,1573751.8160744365
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-33_53,18.0,0.018090452261306532,1809045.2261306532,4015411.811869396
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-33_54,8.0,0.008040201005025126,804020.1005025127,1102579.9226377278
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-33_55,3.0,0.003015075376884422,301507.5376884422,315624.25698781176
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-33_56,0.0,0.0,0.0,103399.55363346882
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-33_57,0.0,0.0,0.0,191057.8292354346
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-33_58,3.0,0.003015075376884422,301507.5376884422,1211311.213761728
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-33_59,57.0,0.05728643216080402,5728643.216080402,6429957.183386428
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-33_60,18.0,0.018090452261306532,1809045.2261306532,1606841.1963250644
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-33_61,4.0,0.004020100502512563,402010.0502512563,221084.70778561992
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-32_48,0.0,0.0,0.0,22125.51836584281
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-32_49,2.0,0.0020100502512562816,201005.02512562816,143086.65849972528
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-32_50,6.0,0.006030150753768844,603015.0753768844,339268.6683200576
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-32_51,7.0,0.007035175879396985,703517.5879396985,1531732.6687998432
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-32_52,21.0,0.021105527638190954,2110552.763819095,1547119.6112421423
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-32_53,27.0,0.027135678391959798,2713567.8391959798,3787367.088398583
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-32_54,6.0,0.006030150753768844,603015.0753768844,3223992.785937418
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-32_55,4.0,0.004020100502512563,402010.0502512563,1144944.4712175285
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-32_56,5.0,0.005025125628140704,502512.5628140704,471962.0057220133
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-32_57,4.0,0.004020100502512563,402010.0502512563,835955.6171091258
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-32_58,31.0,0.031155778894472363,3115577.8894472364,5217729.636783622
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-32_59,74.0,0.0743718592964824,7437185.929648241,6761175.679547672
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-32_60,40.0,0.04020100502512563,4020100.502512563,1785529.695223518
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-32_61,2.0,0.0020100502512562816,201005.02512562816,205039.42708403472
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-31_48,0.0,0.0,0.0,19786.9231313253
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-31_49,0.0,0.0,0.0,50331.39903395273
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-31_50,2.0,0.0020100502512562816,201005.02512562816,256938.9203106447
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-31_51,2.0,0.0020100502512562816,201005.02512562816,387070.67746818287
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-31_52,1.0,0.0010050251256281408,100502.51256281408,381583.7330871882
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-31_53,7.0,0.007035175879396985,703517.5879396985,1131892.9636556276
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-31_54,6.0,0.006030150753768844,603015.0753768844,974693.1100874862
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-31_55,29.0,0.02914572864321608,2914572.864321608,3027199.3670439813
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-31_56,18.0,0.018090452261306532,1809045.2261306532,1437414.7524732796
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-31_57,25.0,0.02512562814070352,2512562.814070352,2512599.0373161365
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-31_58,135.0,0.135678391959799,13567839.1959799,11204518.700060394
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-31_59,46.0,0.04623115577889447,4623115.577889447,4816062.802070607
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-31_60,12.0,0.012060301507537688,1206030.1507537689,1034972.9379558687
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-31_61,0.0,0.0,0.0,144754.1143270157
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-30_50,0.0,0.0,0.0,36344.92835884665
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-30_51,1.0,0.0010050251256281408,100502.51256281408,48858.5847904161
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-30_52,0.0,0.0,0.0,71314.85170886834
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-30_53,0.0,0.0,0.0,218319.79829603026
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-30_54,1.0,0.0010050251256281408,100502.51256281408,226471.25098802318
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-30_55,6.0,0.006030150753768844,603015.0753768844,816866.7454834704
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-30_56,21.0,0.021105527638190954,2110552.763819095,1112738.2000724159
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-30_57,43.0,0.04321608040201005,4321608.040201005,4925602.00555396
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-30_58,23.0,0.023115577889447236,2311557.7889447236,2360846.582953342
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-30_59,5.0,0.005025125628140704,502512.5628140704,707943.3654519347
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-30_60,3.0,0.003015075376884422,301507.5376884422,140960.39143166968
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-29_53,0.0,0.0,0.0,27109.20687292058
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-29_54,0.0,0.0,0.0,32435.438190548717
A1,BROKEN_REFERENCE_ONLY,SYN013,STRONG,BA,A,50km_-29_55,4.0,0.004020100502512563,402010.0502512563,139268.47459442294
