layer,model,world,orientation,replicate,split_seed,n_species,n_train,n_calibration,n_test,world0_gamma,latent_truth_geometry_gain_pct,predictive_set_gain_pct,observed_map_error_gain_pct,geometry_latent_truth_coverage,geometry_observed_map_coverage,world0_latent_truth_coverage,world0_observed_map_coverage,world0_set_diameter,geometry_set_diameter,world0_latent_truth_error,geometry_latent_truth_error,world0_observed_map_error,geometry_observed_map_error,world0_support_dispersion,geometry_support_dispersion,observation_regime,source_identity
A2,ORACLE,STRONG,BA,4,9042104,72,28,28,16,1.2000000000000002,-15.980741749412338,3.76353134190371,-12.888395054283754,0.875,0.875,0.9375,0.9375,81.66821827032582,78.59460927934778,22.41038897920417,25.991735367009554,22.873737756307744,25.821795442021546,0.0,0.0,O2,D10C_A2_CURRENT
A2,ORACLE,STRONG,BA,5,9042105,72,28,28,16,1.2000000000000002,-54.06748715607486,-8.049643225945436,-50.63936199568185,0.875,0.8125,1.0,1.0,81.66821827032582,88.24221847007344,19.119497339844145,29.456929108370453,19.16929952975238,28.876510510660225,0.0,0.0,O2,D10C_A2_CURRENT
A2,ORACLE,STRONG,AB,1,9042101,72,28,28,16,1.2000000000000002,-25.715781830060777,-8.021421670299684,-22.16530021184053,0.8125,0.8125,1.0,1.0,72.90036706206985,78.74801290331473,20.728231079977082,26.05865776173484,20.730417365812613,25.325376610112503,0.0,0.0,O3,D10C_A2_CURRENT
A2,ORACLE,STRONG,AB,2,9042102,72,28,28,16,1.2000000000000002,-11.82856980078479,1.2489221750688517,-10.980752588003847,1.0,1.0,1.0,1.0,91.85111596919235,90.7039670138049,22.2119696193823,24.83932794994005,22.21014371609119,24.648984646995245,0.0,0.0,O3,D10C_A2_CURRENT
A2,ORACLE,STRONG,AB,3,9042103,72,28,28,16,1.2000000000000002,-13.653375540517663,-6.442083146855686,-11.173489542804584,0.9375,0.9375,0.875,0.875,78.66147279698676,83.72891027910991,22.856368976295936,25.977034867555993,23.15215960956009,25.739063742467714,0.0,0.0,O3,D10C_A2_CURRENT
A2,ORACLE,STRONG,AB,4,9042104,72,28,28,16,1.2000000000000002,-14.258899153668619,25.25904154788533,-14.315373166398603,0.875,0.875,1.0,1.0,97.53723561079958,72.90026474320891,22.41038897920417,25.60586374369376,22.71441024754838,25.966062837031615,0.0,0.0,O3,D10C_A2_CURRENT
A2,ORACLE,STRONG,AB,5,9042105,72,28,28,16,1.2000000000000002,-31.924143196003573,-7.823047215378264,-32.29765981886494,0.9375,0.9375,1.0,0.9375,74.79716304001431,80.64858042039809,19.119497339844145,25.223233048972084,19.649759534992324,25.99617202482912,0.0,0.0,O3,D10C_A2_CURRENT
A2,ORACLE,STRONG,BA,1,9042101,72,28,28,16,1.2000000000000002,-31.997630088633322,-12.586469135930795,-29.572163356809988,0.875,0.875,1.0,1.0,76.185411543896,85.77446485395032,20.728231079977082,27.360773784865273,21.62919192638475,28.025411895613203,0.0,0.0,O3,D10C_A2_CURRENT
A2,ORACLE,STRONG,BA,2,9042102,72,28,28,16,1.2000000000000002,-25.698052280003772,-21.159962202427586,-19.131151153087828,1.0,1.0,1.0,1.0,88.6527572802783,107.41164721219505,22.2119696193823,27.92001318458972,22.78110926286884,27.13939771029837,0.0,0.0,O3,D10C_A2_CURRENT
A2,ORACLE,STRONG,BA,3,9042103,72,28,28,16,1.2000000000000002,-34.176489534945944,-21.051214320251056,-28.757627863731173,0.875,0.875,0.875,0.875,76.185411543896,92.22336580876683,22.856368976295936,30.66787352754835,23.760781856652287,30.593819080501305,0.0,0.0,O3,D10C_A2_CURRENT
A2,ORACLE,STRONG,BA,4,9042104,72,28,28,16,1.2000000000000002,-15.980741749412338,3.76353134190371,-12.888395054283754,0.875,0.875,0.9375,0.9375,81.66821827032582,78.59460927934778,22.41038897920417,25.991735367009554,22.873737756307744,25.821795442021546,0.0,0.0,O3,D10C_A2_CURRENT
A2,ORACLE,STRONG,BA,5,9042105,72,28,28,16,1.2000000000000002,-54.06748715607486,-8.049643225945436,-50.63936199568185,0.875,0.8125,1.0,1.0,81.66821827032582,88.24221847007344,19.119497339844145,29.456929108370453,19.16929952975238,28.876510510660225,0.0,0.0,O3,D10C_A2_CURRENT
