root_role,local_path,relative_path_within_root,size_bytes,sha256
v01_archive,C:\range_paper\10_archive\range_gate0_v01\Q1_RANGE_GATE0_WHOLE_RANGE_COMPLETENESS_COARSE_SCREEN_REPRODUCIBLE_v01\qc\WORKBOOK_PREVIEWS_v01\Decision_Queue.png,Q1_RANGE_GATE0_WHOLE_RANGE_COMPLETENESS_COARSE_SCREEN_REPRODUCIBLE_v01/qc/WORKBOOK_PREVIEWS_v01/Decision_Queue.png,135108,1f359d0a2e7c753b9ba172deb32e75454028770e73970e6bdef69f0300398dd2
v01_archive,C:\range_paper\10_archive\range_gate0_v01\Q1_RANGE_GATE0_WHOLE_RANGE_COMPLETENESS_COARSE_SCREEN_REPRODUCIBLE_v01\qc\WORKBOOK_PREVIEWS_v01\Fail_Extra_NA.png,Q1_RANGE_GATE0_WHOLE_RANGE_COMPLETENESS_COARSE_SCREEN_REPRODUCIBLE_v01/qc/WORKBOOK_PREVIEWS_v01/Fail_Extra_NA.png,135534,39f545dc1e4b190a4eb643bc98420aa9ef1b0668dac93c2c3d9a49d23f900c6d
v01_archive,C:\range_paper\10_archive\range_gate0_v01\Q1_RANGE_GATE0_WHOLE_RANGE_COMPLETENESS_COARSE_SCREEN_REPRODUCIBLE_v01\qc\WORKBOOK_PREVIEWS_v01\Input_Hash_Audit.png,Q1_RANGE_GATE0_WHOLE_RANGE_COMPLETENESS_COARSE_SCREEN_REPRODUCIBLE_v01/qc/WORKBOOK_PREVIEWS_v01/Input_Hash_Audit.png,142523,49f2543a7a3017110ca1bd3c6050c15d4a54f40c5d76874e056560842720d850
v01_archive,C:\range_paper\10_archive\range_gate0_v01\Q1_RANGE_GATE0_WHOLE_RANGE_COMPLETENESS_COARSE_SCREEN_REPRODUCIBLE_v01\qc\WORKBOOK_PREVIEWS_v01\QC.png,Q1_RANGE_GATE0_WHOLE_RANGE_COMPLETENESS_COARSE_SCREEN_REPRODUCIBLE_v01/qc/WORKBOOK_PREVIEWS_v01/QC.png,114365,637990e3e0b6fee6e53092c90dffbd422d957d827ed46e8c4e7704177e3218f0
v01_archive,C:\range_paper\10_archive\range_gate0_v01\Q1_RANGE_GATE0_WHOLE_RANGE_COMPLETENESS_COARSE_SCREEN_REPRODUCIBLE_v01\qc\WORKBOOK_PREVIEWS_v01\Summary.png,Q1_RANGE_GATE0_WHOLE_RANGE_COMPLETENESS_COARSE_SCREEN_REPRODUCIBLE_v01/qc/WORKBOOK_PREVIEWS_v01/Summary.png,95767,fbd503684098c3f037b817485a876791d032a3316244c46892fa1374b1d1fcc0
v01_archive,C:\range_paper\10_archive\range_gate0_v01\Q1_RANGE_GATE0_WHOLE_RANGE_COMPLETENESS_COARSE_SCREEN_REPRODUCIBLE_v01\RANGE_GATE0_DELIVERY_INDEX_v01.md,Q1_RANGE_GATE0_WHOLE_RANGE_COMPLETENESS_COARSE_SCREEN_REPRODUCIBLE_v01/RANGE_GATE0_DELIVERY_INDEX_v01.md,10395,afd41042657308ba5b487bfda227620529eca68669480ae1a88c1c237b822a70
v01_archive,C:\range_paper\10_archive\range_gate0_v01\Q1_RANGE_GATE0_WHOLE_RANGE_COMPLETENESS_COARSE_SCREEN_REPRODUCIBLE_v01\SHA256SUMS.csv,Q1_RANGE_GATE0_WHOLE_RANGE_COMPLETENESS_COARSE_SCREEN_REPRODUCIBLE_v01/SHA256SUMS.csv,5256,1949ccc38e28e7cfc20f7cc2980783c70ef9764ac1ac01b6fa5777170a3c9f67
v01_archive,C:\range_paper\10_archive\range_gate0_v01\RANGE_GATE0_DELIVERY_INDEX_v01.md,RANGE_GATE0_DELIVERY_INDEX_v01.md,10395,afd41042657308ba5b487bfda227620529eca68669480ae1a88c1c237b822a70
v01_archive,C:\range_paper\10_archive\range_gate0_v01\RANGE_GATE0_POSTPACKAGE_VALIDATION_v01.json,RANGE_GATE0_POSTPACKAGE_VALIDATION_v01.json,2032,586844dc512e500ec9effe1314c836b27618457c66c226f2d1b7b23a51324639
v01_archive,C:\range_paper\10_archive\range_gate0_v01\TRANSFER_MANIFEST_v01.csv,TRANSFER_MANIFEST_v01.csv,25721,53a7674acd744c80e91ed3c1a3ce750e6c56bfd68b40129baf5b142903df76f9
v01_archive,C:\range_paper\10_archive\range_gate0_v01\TRANSFER_RESULT_Q1_Range_Gate_0.txt,TRANSFER_RESULT_Q1_Range_Gate_0.txt,1677,e973966d162674512a5afedf34d07217dfd45b1e28b389ea52290edef062cd63
