cell_50km,A_legal_opportunities,B_legal_opportunities,A_effort_sum,B_effort_sum,A_fold_ti_weight_sum,B_fold_ti_weight_sum,A_measurable,B_measurable,D2_AB_included,D2_BA_included,D3_common_included,zero_opportunity_class
50km_-24_52,11,21,9.508326,19.539429,209380.16512561333,244785.61947605995,YES,YES,YES,YES,YES,NONE
50km_-24_53,12,21,9.650463,17.5625,202435.7968283333,249770.32990592124,YES,YES,YES,YES,YES,NONE
50km_-24_54,19,24,17.693053,22.625,281751.1989496969,247757.5226975403,YES,YES,YES,YES,YES,NONE
50km_-24_55,12,21,9.6875,16.9375,188031.22757680016,209113.5931670695,YES,YES,YES,YES,YES,NONE
50km_-23_21,4,10,3.2919575,7.75,96189.35714285714,115321.68264462812,YES,YES,YES,YES,YES,NONE
50km_-23_22,1,5,1.0,4.0625,12632.673469387755,63305.04494293584,YES,YES,YES,YES,YES,NONE
50km_-23_23,37,48,34.1202575,46.652136,560254.8095327605,515143.81133888016,YES,YES,YES,YES,YES,NONE
50km_-23_24,31,47,29.153412,46.5625,476865.9387914229,462090.19261875504,YES,YES,YES,YES,YES,NONE
50km_-23_25,21,36,20.997084,34.625,332911.4995303916,419084.864588452,YES,YES,YES,YES,YES,NONE
50km_-23_26,18,35,16.662660000000002,31.5,342365.5295676058,453789.2788083538,YES,YES,YES,YES,YES,NONE
50km_-23_27,20,27,17.1875,23.05141,371680.85526803305,302133.0010519294,YES,YES,YES,YES,YES,NONE
50km_-23_28,28,44,26.1931795,41.585315,430748.5878391755,446460.7256940396,YES,YES,YES,YES,YES,NONE
50km_-23_29,16,23,12.875,21.077109,266968.48550724634,241998.7991870662,YES,YES,YES,YES,YES,NONE
50km_-23_30,9,13,9.0,13.0,144570.41666666666,137122.00129814772,YES,YES,YES,YES,YES,NONE
50km_-23_31,3,1,3.0,1.0,46208.16666666667,12904.0,YES,YES,YES,YES,YES,NONE
50km_-23_32,5,6,4.125,4.625,101043.20239364065,63060.189714843946,YES,YES,YES,YES,YES,NONE
50km_-23_33,21,32,21.0,26.375,334667.63427539426,335637.1850881218,YES,YES,YES,YES,YES,NONE
50km_-23_34,20,32,18.754163,26.875172000000003,278251.3521317545,315282.623110672,YES,YES,YES,YES,YES,NONE
50km_-23_35,29,50,28.920861,45.201055,460217.6084083096,529144.2843098335,YES,YES,YES,YES,YES,NONE
50km_-23_36,24,42,22.375,38.7135615,403213.8678964132,478803.6838034394,YES,YES,YES,YES,YES,NONE
50km_-23_37,24,27,19.972036000000003,25.6875,377151.52258498315,308841.3636629732,YES,YES,YES,YES,YES,NONE
50km_-23_38,34,45,29.438866,34.266353249999995,499169.04053571436,461102.4993055777,YES,YES,YES,YES,YES,NONE
50km_-23_39,0,8,0.0,5.561796,0.0,78753.48333333334,NO,YES,YES,NO,NO,A_ONLY_ZERO
50km_-23_40,16,22,14.6875,18.728105499999998,260012.74523809526,228858.9882783882,YES,YES,YES,YES,YES,NONE
50km_-23_41,21,31,18.8495105,27.297808500000002,301840.74794965517,304286.2117452439,YES,YES,YES,YES,YES,NONE
50km_-23_42,3,1,2.5625,1.0,42418.90239520958,9660.008064516129,YES,YES,YES,YES,YES,NONE
50km_-23_45,3,2,1.625,1.0625,44028.940298507456,18522.702839756592,YES,YES,YES,YES,YES,NONE
50km_-23_46,19,28,15.82399775,26.0625,302295.8416434312,299877.8982529608,YES,YES,YES,YES,YES,NONE
50km_-23_47,28,45,24.3125,39.9375,434133.0548267857,460125.2215952996,YES,YES,YES,YES,YES,NONE
50km_-23_48,31,49,24.72874625,46.737209,485539.8053355635,507887.01872400084,YES,YES,YES,YES,YES,NONE
50km_-23_49,27,50,21.811796,44.505371,445005.4716183214,522432.13234445296,YES,YES,YES,YES,YES,NONE
50km_-23_50,38,50,32.75,43.75,577214.1366776675,515308.43022243207,YES,YES,YES,YES,YES,NONE
50km_-23_51,25,38,19.9491385,29.56832175,418917.5300033302,435671.9596179183,YES,YES,YES,YES,YES,NONE
50km_-23_52,14,11,11.9375,10.39576775,262658.25941223814,124861.82868822575,YES,YES,YES,YES,YES,NONE
50km_-23_53,12,15,10.42510375,14.5625,197009.7178281821,156466.6599199821,YES,YES,YES,YES,YES,NONE
50km_-23_54,28,43,26.8125,40.304621999999995,432652.07942121825,418913.76386949304,YES,YES,YES,YES,YES,NONE
50km_-23_55,16,31,15.0625,27.380405,295519.50563481136,284211.9990777863,YES,YES,YES,YES,YES,NONE
50km_-23_56,1,2,1.0,1.5625,23838.8,17027.714285714286,YES,YES,YES,YES,YES,NONE
50km_-23_57,0,2,0.0,1.0625,0.0,18920.609951845905,NO,YES,YES,NO,NO,A_ONLY_ZERO
50km_-23_59,1,1,1.0,1.0,14033.348484848482,10124.780487804876,YES,YES,YES,YES,YES,NONE
50km_-22_20,2,7,2.0,5.8125,31201.571428571428,73242.97781849367,YES,YES,YES,YES,YES,NONE
50km_-22_21,12,16,11.125,14.375,220620.46320939332,180073.93208846607,YES,YES,YES,YES,YES,NONE
50km_-22_22,4,9,3.0625,7.1875,65417.35138414217,91778.88844051816,YES,YES,YES,YES,YES,NONE
50km_-22_23,12,22,9.609358499999999,18.1875,195864.35198711063,234438.20390933738,YES,YES,YES,YES,YES,NONE
50km_-22_24,30,33,26.5625,27.168307,472411.15343788767,335136.5116374217,YES,YES,YES,YES,YES,NONE
50km_-22_25,13,14,11.036814,14.0,232112.9656920078,173188.21705469408,YES,YES,YES,YES,YES,NONE
50km_-22_26,22,36,17.787309,30.991394,416253.1948418789,443483.65462059336,YES,YES,YES,YES,YES,NONE
50km_-22_27,32,39,26.4583595,35.197953,512199.9075870019,446440.63364968257,YES,YES,YES,YES,YES,NONE
50km_-22_28,24,28,20.5625,25.0,349470.23319890565,302208.14645441744,YES,YES,YES,YES,YES,NONE
50km_-22_29,6,12,5.5625,8.2676515,106746.13888888888,123108.19629156013,YES,YES,YES,YES,YES,NONE
50km_-22_31,6,5,4.449293,4.10078025,97665.04143126178,55719.835,YES,YES,YES,YES,YES,NONE
50km_-22_32,19,39,17.3125,32.863925,365681.4553837222,426961.5251913631,YES,YES,YES,YES,YES,NONE
50km_-22_33,29,49,26.0625,42.38609525,433451.1894562633,545926.9668281481,YES,YES,YES,YES,YES,NONE
50km_-22_34,21,45,16.8125,39.258781,339036.77849645936,459308.4574531243,YES,YES,YES,YES,YES,NONE
50km_-22_35,32,56,29.875,53.125,529003.1610428458,584109.6796896865,YES,YES,YES,YES,YES,NONE
50km_-22_36,31,36,26.968721,31.0,457661.6596241904,376160.9006737876,YES,YES,YES,YES,YES,NONE
50km_-22_37,20,30,19.0625,29.1500635,306878.4953096867,262879.5601507243,YES,YES,YES,YES,YES,NONE
50km_-22_38,30,47,27.495243000000002,40.875,475911.0747297568,507437.6116901581,YES,YES,YES,YES,YES,NONE
50km_-22_39,18,38,13.2902065,33.0625,288748.52676414314,392925.1733450417,YES,YES,YES,YES,YES,NONE
50km_-22_40,19,28,17.1875,22.8125,320562.04313769005,279148.9472635611,YES,YES,YES,YES,YES,NONE
50km_-22_41,9,15,8.25,11.9375,137324.5697023736,154837.95187344047,YES,YES,YES,YES,YES,NONE
50km_-22_42,4,5,3.5625,4.25,56226.167864271454,63054.779493087546,YES,YES,YES,YES,YES,NONE
50km_-22_44,1,9,1.0,8.5625,16546.428571428572,85824.76435355523,YES,YES,YES,YES,YES,NONE
50km_-22_45,18,26,16.7033615,23.625,287491.08377472364,273810.4223357805,YES,YES,YES,YES,YES,NONE
50km_-22_46,12,18,11.0625,15.4375,178323.80563249363,185223.20418170796,YES,YES,YES,YES,YES,NONE
50km_-22_47,15,23,12.8125,19.85848275,233663.35557080247,229646.66605194667,YES,YES,YES,YES,YES,NONE
50km_-22_48,16,29,11.0625,22.353123,271631.8266056808,314800.8235152256,YES,YES,YES,YES,YES,NONE
50km_-22_49,27,33,24.5,30.25,450043.76710610365,364383.7416110288,YES,YES,YES,YES,YES,NONE
50km_-22_50,26,36,26.0,33.4375,454371.1969419302,389190.2145136548,YES,YES,YES,YES,YES,NONE
50km_-22_51,18,34,17.199602499999997,29.125,330102.0666666667,363954.6285714285,YES,YES,YES,YES,YES,NONE
50km_-22_52,7,13,3.9375,10.771068,137605.80000000002,161303.80000000002,YES,YES,YES,YES,YES,NONE
50km_-22_53,4,5,3.0625,2.875,56320.17453235372,60476.965731494514,YES,YES,YES,YES,YES,NONE
50km_-22_54,12,19,10.767706,17.625,176428.16575428797,192654.75756666035,YES,YES,YES,YES,YES,NONE
50km_-22_55,1,2,0.5625,2.0,15587.0,19738.166666666668,YES,YES,YES,YES,YES,NONE
50km_-22_56,0,2,0.0,1.5625,0.0,17027.714285714286,NO,YES,YES,NO,NO,A_ONLY_ZERO
50km_-21_20,10,12,9.0625,12.0,146687.92602739728,119687.1509433962,YES,YES,YES,YES,YES,NONE
50km_-21_21,16,19,14.230082750000001,18.5625,233584.07671232877,189986.42216981127,YES,YES,YES,YES,YES,NONE
50km_-21_22,9,15,8.0625,13.14179275,130344.22602739726,150702.14347981845,YES,YES,YES,YES,YES,NONE
50km_-21_23,4,7,3.5625,5.28277225,60445.236363636366,76908.50292481777,YES,YES,YES,YES,YES,NONE
50km_-21_24,3,11,2.25,10.125,43061.242424242424,127847.36612802264,YES,YES,YES,YES,YES,NONE
50km_-21_25,15,17,12.75,14.868343,222874.61111111115,190900.57822416534,YES,YES,YES,YES,YES,NONE
50km_-21_26,10,17,8.625,14.01628275,149078.96666666667,187810.1788910769,YES,YES,YES,YES,YES,NONE
50km_-21_27,11,10,7.3125,5.5625,167615.93413809285,135372.18942985006,YES,YES,YES,YES,YES,NONE
50km_-21_28,20,24,16.9375,18.8125,396863.2589115076,242592.60440747524,YES,YES,YES,YES,YES,NONE
50km_-21_29,4,5,4.0,5.0,57392.666666666664,47834.81338961624,YES,YES,YES,YES,YES,NONE
50km_-21_30,12,15,8.12153,10.0201865,194537.1524927999,170152.7141717046,YES,YES,YES,YES,YES,NONE
50km_-21_31,14,31,11.6875,22.792604,233526.79229859618,323274.0925125752,YES,YES,YES,YES,YES,NONE
50km_-21_32,26,38,21.15322,35.957279,480473.51170528424,405190.5426508439,YES,YES,YES,YES,YES,NONE
50km_-21_33,32,44,30.375,42.080478,466358.8046336351,456247.8350709616,YES,YES,YES,YES,YES,NONE
50km_-21_34,17,31,13.51972175,24.809843,324842.68910207786,345489.5992221416,YES,YES,YES,YES,YES,NONE
50km_-21_35,20,29,18.29964,25.1875,345723.2606497421,299015.40883209824,YES,YES,YES,YES,YES,NONE
50km_-21_36,18,34,13.4375,28.80858575,269918.31969436683,329146.5652254762,YES,YES,YES,YES,YES,NONE
50km_-21_37,22,39,21.025716,33.633579499999996,341381.839736611,416652.1876338235,YES,YES,YES,YES,YES,NONE
50km_-21_38,28,37,21.4507655,30.342241,493352.6775832771,414696.23448705237,YES,YES,YES,YES,YES,NONE
50km_-21_39,19,28,16.84583275,22.875,334859.2768814485,295011.72141168517,YES,YES,YES,YES,YES,NONE
50km_-21_40,8,14,7.0625,11.875,137378.38960113257,128426.76433599174,YES,YES,YES,YES,YES,NONE
50km_-21_41,4,4,1.375,3.25,58373.68270384351,37408.438938516985,YES,YES,YES,YES,YES,NONE
50km_-21_44,5,7,4.125,6.25,80305.79600516443,73062.98090185676,YES,YES,YES,YES,YES,NONE
50km_-21_45,5,6,4.5625,4.8125,80013.80287675712,60230.059619766536,YES,YES,YES,YES,YES,NONE
50km_-21_46,1,1,1.0,1.0,13542.6,9673.285714285714,YES,YES,YES,YES,YES,NONE
50km_-21_47,9,19,6.6875,13.4842565,136893.27847799796,215635.89955745134,YES,YES,YES,YES,YES,NONE
50km_-21_48,3,6,2.5625,3.1875,43887.97923030025,64571.791482781555,YES,YES,YES,YES,YES,NONE
50km_-21_49,1,1,0.0625,1.0,15885.279771472451,10162.087609056574,YES,YES,YES,YES,YES,NONE
50km_-21_50,8,6,6.091125,5.5625,119556.9897353649,62425.57751895991,YES,YES,YES,YES,YES,NONE
50km_-21_51,7,7,5.2735635,5.3125,124416.40232558141,82451.14632237871,YES,YES,YES,YES,YES,NONE
50km_-21_52,3,5,3.0,4.5625,54591.0,60609.88333333334,YES,YES,YES,YES,YES,NONE
50km_-21_53,2,4,1.5625,2.1875,36686.262266176855,50967.11079763209,YES,YES,YES,YES,YES,NONE
50km_-21_54,14,25,12.125,22.356046,266329.58506493503,260601.76904761908,YES,YES,YES,YES,YES,NONE
50km_-21_55,8,9,7.0625,7.375,124302.02943722943,95689.03809523808,YES,YES,YES,YES,YES,NONE
50km_-21_56,8,6,6.25,2.93280925,125801.78125374568,71293.88732954634,YES,YES,YES,YES,YES,NONE
50km_-21_57,9,8,7.0625,5.1875,160197.87353450412,77274.35667600374,YES,YES,YES,YES,YES,NONE
50km_-20_20,9,13,7.5427095,13.0,159452.37055130937,149845.01658841563,YES,YES,YES,YES,YES,NONE
50km_-20_21,21,34,21.0,32.450308,319457.6689253535,342610.5062224006,YES,YES,YES,YES,YES,NONE
50km_-20_22,13,14,11.125,14.0,191679.69126803897,140606.37384584502,YES,YES,YES,YES,YES,NONE
50km_-20_23,3,14,1.3125,11.13471,50406.62587173101,144082.64474124493,YES,YES,YES,YES,YES,NONE
50km_-20_24,2,2,2.0,2.0,39676.1,24412.27435897436,YES,YES,YES,YES,YES,NONE
50km_-20_25,3,9,2.5625,9.0,65647.3,97321.91782530493,YES,YES,YES,YES,YES,NONE
50km_-20_26,8,5,4.74468925,5.0,124384.79999999999,60883.59112378064,YES,YES,YES,YES,YES,NONE
50km_-20_28,8,13,7.5625,9.7075225,156123.0384036409,155147.04218887223,YES,YES,YES,YES,YES,NONE
50km_-20_29,22,43,19.25,34.79352575,332396.8357926584,463805.02578033257,YES,YES,YES,YES,YES,NONE
50km_-20_30,29,36,27.06100825,31.093725499999998,461225.92207759205,408655.8503875077,YES,YES,YES,YES,YES,NONE
50km_-20_31,28,45,23.875,40.135893249999995,473212.52702591533,533019.7614170124,YES,YES,YES,YES,YES,NONE
50km_-20_32,33,55,29.231722,49.125,499614.4444947208,597940.0693615905,YES,YES,YES,YES,YES,NONE
50km_-20_33,32,45,29.0,39.875,487750.8323529411,440750.12467532454,YES,YES,YES,YES,YES,NONE
50km_-20_34,22,39,20.8125,32.0,342797.6791928594,374170.75756864203,YES,YES,YES,YES,YES,NONE
50km_-20_35,21,34,16.8125,24.32276275,318735.83977577987,345455.4852652547,YES,YES,YES,YES,YES,NONE
50km_-20_36,29,45,23.4375,37.75,422406.14278418384,451215.5947766325,YES,YES,YES,YES,YES,NONE
50km_-20_37,30,49,27.85062425,42.875,516065.24524476886,496359.52069902676,YES,YES,YES,YES,YES,NONE
50km_-20_38,28,48,24.5625,42.488385,451900.05793263955,441394.82587398076,YES,YES,YES,YES,YES,NONE
50km_-20_39,20,28,16.6875,22.8125,363795.47520019405,308133.0518596841,YES,YES,YES,YES,YES,NONE
50km_-20_40,2,5,1.5625,3.2504020000000002,35248.23840743842,60664.678206824,YES,YES,YES,YES,YES,NONE
50km_-20_41,1,2,1.0,2.0,13728.1,19055.262672286,YES,YES,YES,YES,YES,NONE
50km_-20_44,2,4,2.0,3.25,31998.837852206274,38643.745433876466,YES,YES,YES,YES,YES,NONE
50km_-20_45,1,0,1.0,0.0,15214.10101010101,0.0,YES,NO,NO,YES,NO,B_ONLY_ZERO
50km_-20_46,3,5,3.0,4.5625,46444.32919254659,50630.77420098188,YES,YES,YES,YES,YES,NONE
50km_-20_47,3,3,2.5625,2.0625,51764.20968422159,32545.864664657798,YES,YES,YES,YES,YES,NONE
50km_-20_49,0,1,0.0,1.0,0.0,11281.952380952382,NO,YES,YES,NO,NO,A_ONLY_ZERO
50km_-20_50,9,16,5.375,15.464997,130924.91020960109,173535.3500467902,YES,YES,YES,YES,YES,NONE
50km_-20_51,3,5,1.125,3.8125,55238.65714285714,44020.41666666667,YES,YES,YES,YES,YES,NONE
50km_-20_52,7,11,4.815202,10.125,120033.54999999999,130166.93300653592,YES,YES,YES,YES,YES,NONE
50km_-20_53,7,10,5.8125,8.295760999999999,125955.61666666664,149166.03431372548,YES,YES,YES,YES,YES,NONE
50km_-20_54,5,11,3.625,8.402136,75620.62943722942,114527.10347985348,YES,YES,YES,YES,YES,NONE
50km_-20_55,6,12,5.0625,9.75,85045.71515151513,128277.67857142857,YES,YES,YES,YES,YES,NONE
50km_-20_56,15,22,9.125,13.827042500000001,234247.71008638208,237140.85753576952,YES,YES,YES,YES,YES,NONE
50km_-20_58,0,1,0.0,0.25,0.0,11930.709887937928,NO,YES,YES,NO,NO,A_ONLY_ZERO
50km_-19_19,4,4,3.8973839999999997,3.5625,82943.57311219939,54835.571241590515,YES,YES,YES,YES,YES,NONE
50km_-19_21,3,6,3.0,6.0,46001.59893048128,61009.212765957454,YES,YES,YES,YES,YES,NONE
50km_-19_22,21,31,18.762474,28.25,278561.2587216704,317481.72345211456,YES,YES,YES,YES,YES,NONE
50km_-19_23,17,28,14.7600415,25.769364,246579.1525634496,296782.4088468425,YES,YES,YES,YES,YES,NONE
50km_-19_24,6,9,4.625,9.0,84458.40555555555,113161.52243589744,YES,YES,YES,YES,YES,NONE
50km_-19_25,17,23,16.0625,21.625,299087.8438244283,262359.70344479085,YES,YES,YES,YES,YES,NONE
50km_-19_26,9,20,8.535976999999999,19.08989025,246688.38742680868,287142.6033276565,YES,YES,YES,YES,YES,NONE
50km_-19_27,14,21,11.833641250000001,18.572203000000002,269139.36608838674,283301.5465882445,YES,YES,YES,YES,YES,NONE
50km_-19_28,15,18,13.608049,15.969288,299306.92414280435,237788.9881760427,YES,YES,YES,YES,YES,NONE
50km_-19_29,27,47,24.6875,44.625,441057.13227372366,495023.72724652203,YES,YES,YES,YES,YES,NONE
50km_-19_30,30,44,27.1298995,38.449896249999995,458591.0094645285,478583.84067925694,YES,YES,YES,YES,YES,NONE
50km_-19_31,26,38,24.928944,30.563935,424512.001386484,426415.18742924003,YES,YES,YES,YES,YES,NONE
50km_-19_32,32,44,28.877478,37.7314475,493008.3662516849,469009.6528557645,YES,YES,YES,YES,YES,NONE
50km_-19_33,31,47,29.6875,44.6875,414151.81830399524,462240.5310802728,YES,YES,YES,YES,YES,NONE
50km_-19_34,32,44,30.698974,40.612752,453993.43213156244,400043.4162337662,YES,YES,YES,YES,YES,NONE
50km_-19_35,17,26,13.3125,25.0625,260173.3237285096,252065.1229316732,YES,YES,YES,YES,YES,NONE
50km_-19_36,26,38,25.125,33.21718775,390964.9438474692,390795.263155986,YES,YES,YES,YES,YES,NONE
50km_-19_37,32,46,27.613280500000002,41.076968,473740.5808748113,469525.98707482987,YES,YES,YES,YES,YES,NONE
50km_-19_38,25,42,22.3125,36.5625,363570.5495410993,400920.5706455735,YES,YES,YES,YES,YES,NONE
50km_-19_39,29,29,26.625,24.218529750000002,473092.8939801987,346116.27451926895,YES,YES,YES,YES,YES,NONE
50km_-19_40,23,42,19.8263545,36.9375,377365.009355583,461745.99349136726,YES,YES,YES,YES,YES,NONE
50km_-19_41,18,30,12.625,24.965027499999998,284242.3519582718,305086.46031702514,YES,YES,YES,YES,YES,NONE
50km_-19_42,0,1,0.0,0.25,0.0,12203.89234249435,NO,YES,YES,NO,NO,A_ONLY_ZERO
50km_-19_43,1,1,1.0,1.0,16328.061312638223,10120.432056970798,YES,YES,YES,YES,YES,NONE
50km_-19_44,4,6,3.25,5.5625,47665.47619047619,72318.96744670048,YES,YES,YES,YES,YES,NONE
50km_-19_45,1,1,0.5625,0.5625,7977.071428571428,11891.75,YES,YES,YES,YES,YES,NONE
50km_-19_46,4,4,4.0,3.5625,48309.6149068323,52032.80194805194,YES,YES,YES,YES,YES,NONE
50km_-19_47,5,4,4.0625,4.0,88905.80645161291,45680.561264822136,YES,YES,YES,YES,YES,NONE
50km_-19_48,8,10,8.0,7.901091,123075.65490196079,108915.68960722975,YES,YES,YES,YES,YES,NONE
50km_-19_49,22,27,19.628986,24.5,348257.9037632443,268427.9735835941,YES,YES,YES,YES,YES,NONE
50km_-19_50,1,3,0.25,2.5625,21202.0,50948.143790849674,YES,YES,YES,YES,YES,NONE
50km_-19_51,1,0,1.0,0.0,17608.166666666668,0.0,YES,NO,NO,YES,NO,B_ONLY_ZERO
50km_-19_52,12,11,8.75,8.59682025,284642.9473526473,162880.35457516342,YES,YES,YES,YES,YES,NONE
50km_-19_53,15,15,10.85750725,9.444413749999999,254224.0333333333,208051.82843137256,YES,YES,YES,YES,YES,NONE
50km_-19_54,4,8,3.5625,5.97260975,51446.2,91658.0740248227,YES,YES,YES,YES,YES,NONE
50km_-19_55,16,20,9.621072250000001,12.710409749999998,248230.77279717237,178932.7406914893,YES,YES,YES,YES,YES,NONE
50km_-19_56,6,10,4.1875,6.75,96139.3131781194,112836.77164426712,YES,YES,YES,YES,YES,NONE
50km_-18_18,0,1,0.0,1.0,0.0,12108.453271770808,NO,YES,YES,NO,NO,A_ONLY_ZERO
50km_-18_19,1,1,1.0,1.0,18400.24171382056,12108.453271770808,YES,YES,YES,YES,YES,NONE
50km_-18_21,1,3,0.5625,2.0004020000000002,15333.866310160429,30931.858800773698,YES,YES,YES,YES,YES,NONE
50km_-18_22,27,37,25.1875,36.2104305,430179.3317999731,397585.1269245286,YES,YES,YES,YES,YES,NONE
50km_-18_23,28,46,26.233014,41.043997000000005,508804.1282785841,507046.28521973564,YES,YES,YES,YES,YES,NONE
50km_-18_24,20,34,17.5625,32.05907775,350106.49399881164,362583.4646551725,YES,YES,YES,YES,YES,NONE
50km_-18_25,11,18,9.3125,16.625,297900.4645311829,243340.6097440602,YES,YES,YES,YES,YES,NONE
50km_-18_26,2,7,1.25,5.430497750000001,67592.2815658995,101441.63968139428,YES,YES,YES,YES,YES,NONE
50km_-18_27,10,16,7.4375,16.0,222272.17412897645,225874.14777844684,YES,YES,YES,YES,YES,NONE
50km_-18_28,24,28,21.627702,26.111057000000002,462832.5598434708,381411.69105128775,YES,YES,YES,YES,YES,NONE
50km_-18_29,31,52,28.7199245,48.6875,593646.9255857824,564912.671601774,YES,YES,YES,YES,YES,NONE
50km_-18_30,21,34,18.4375,33.15176175,351237.3746965946,381814.3616958805,YES,YES,YES,YES,YES,NONE
50km_-18_31,9,20,8.5625,19.912716,132695.17765400733,206962.77708486049,YES,YES,YES,YES,YES,NONE
50km_-18_32,4,5,2.8125,2.75,56792.8101032805,52858.84748373433,YES,YES,YES,YES,YES,NONE
50km_-18_33,0,6,0.0,2.6875,0.0,67833.85423667988,NO,YES,YES,NO,NO,A_ONLY_ZERO
50km_-18_34,17,25,15.125,22.75,233585.07360070368,232396.41318145263,YES,YES,YES,YES,YES,NONE
50km_-18_35,28,52,24.125,46.1875,435131.7301707929,524167.98669592745,YES,YES,YES,YES,YES,NONE
50km_-18_36,24,33,19.962203000000002,25.831884249999998,360809.47940220375,332004.61251216114,YES,YES,YES,YES,YES,NONE
50km_-18_37,27,41,24.599025,37.0625,393013.72885422857,393402.7524788702,YES,YES,YES,YES,YES,NONE
50km_-18_38,22,36,18.5302085,31.6919115,359315.5531364023,337377.04687763704,YES,YES,YES,YES,YES,NONE
50km_-18_39,21,38,18.94566775,32.842241,338771.4943209485,361768.2853652916,YES,YES,YES,YES,YES,NONE
50km_-18_40,18,25,16.0625,24.5625,252792.0832005964,252260.39992156115,YES,YES,YES,YES,YES,NONE
50km_-18_41,25,34,23.3125,32.09877375,385027.7321016215,332666.5818904437,YES,YES,YES,YES,YES,NONE
50km_-18_42,4,5,3.0625,2.5625,64229.70658783863,55588.743479708166,YES,YES,YES,YES,YES,NONE
50km_-18_43,3,6,2.894348,4.70499575,48114.386259102626,69032.89418282622,YES,YES,YES,YES,YES,NONE
50km_-18_44,3,2,3.0,1.5625,63621.72717801161,22844.02072087273,YES,YES,YES,YES,YES,NONE
50km_-18_45,1,0,0.0625,0.0,15855.666666666666,0.0,YES,NO,NO,YES,NO,B_ONLY_ZERO
50km_-18_46,4,8,2.3125,4.1875,61990.26008750545,99841.44544460862,YES,YES,YES,YES,YES,NONE
50km_-18_47,9,11,8.5625,9.5,146484.4033109184,127357.47512228106,YES,YES,YES,YES,YES,NONE
50km_-18_48,23,35,19.164789,28.8125,323873.2160428762,393334.8164896522,YES,YES,YES,YES,YES,NONE
50km_-18_49,9,20,7.8125,17.903885000000002,150905.61904761905,199235.8095238096,YES,YES,YES,YES,YES,NONE
50km_-18_50,6,11,4.625,7.0,195844.1398601398,250265.95543672013,YES,YES,YES,YES,YES,NONE
50km_-18_51,3,5,1.6321634999999999,1.9375,93975.65384615384,103726.4705882353,YES,YES,YES,YES,YES,NONE
50km_-18_52,7,12,3.5420592500000003,7.0465815,187783.09999999998,165515.18872549018,YES,YES,YES,YES,YES,NONE
50km_-18_53,0,4,0.0,2.125,0.0,51339.99702380952,NO,YES,YES,NO,NO,A_ONLY_ZERO
50km_-18_54,1,2,1.0,0.0947915,21913.35714285714,18410.83096926714,YES,YES,YES,YES,YES,NONE
50km_-18_55,10,15,6.9555792499999995,8.75,177724.08613085738,160941.03587015823,YES,YES,YES,YES,YES,NONE
50km_-18_56,0,2,0.0,2.0,0.0,15872.427350427351,NO,YES,YES,NO,NO,A_ONLY_ZERO
50km_-18_57,0,1,0.0,0.25,0.0,11148.598684210529,NO,YES,YES,NO,NO,A_ONLY_ZERO
50km_-17_15,1,2,1.0,2.0,21514.44379945961,24216.906543541616,YES,YES,YES,YES,YES,NONE
50km_-17_16,1,1,1.0,1.0,21514.44379945961,12108.453271770808,YES,YES,YES,YES,YES,NONE
50km_-17_17,0,2,0.0,2.0,0.0,24216.906543541616,NO,YES,YES,NO,NO,A_ONLY_ZERO
50km_-17_18,1,1,1.0,1.0,18400.24171382056,12108.453271770808,YES,YES,YES,YES,YES,NONE
50km_-17_20,5,6,3.75312425,4.9708120000000005,87238.12162279445,56387.59035650903,YES,YES,YES,YES,YES,NONE
50km_-17_21,12,14,10.625,14.0,181939.42952892304,131387.2201474494,YES,YES,YES,YES,YES,NONE
50km_-17_22,2,0,1.0625,0.0,30149.23857526882,0.0,YES,NO,NO,YES,NO,B_ONLY_ZERO
50km_-17_24,2,3,2.0,2.5625,27497.476470588233,39489.94252873563,YES,YES,YES,YES,YES,NONE
50km_-17_26,0,3,0.0,3.0,0.0,42179.4,NO,YES,YES,NO,NO,A_ONLY_ZERO
50km_-17_27,11,15,10.25,13.131774,304352.0628144807,249381.12420412942,YES,YES,YES,YES,YES,NONE
50km_-17_28,15,25,12.711858750000001,24.364846999999997,366868.9253203082,419515.943622339,YES,YES,YES,YES,YES,NONE
50km_-17_29,18,23,17.464997,21.7945525,335981.45079555473,330911.0695683635,YES,YES,YES,YES,YES,NONE
50km_-17_30,29,45,26.7206545,43.058318,566868.9444746014,486128.8630554996,YES,YES,YES,YES,YES,NONE
50km_-17_31,29,40,26.80187275,38.7477415,517650.02881010366,474918.71813643316,YES,YES,YES,YES,YES,NONE
50km_-17_32,17,19,15.375,17.0625,182392.92654743002,218516.25696408932,YES,YES,YES,YES,YES,NONE
50km_-17_33,18,26,15.375,22.75,303685.9706605223,279159.81098362413,YES,YES,YES,YES,YES,NONE
50km_-17_34,24,40,20.799767,35.1875,349129.8891542992,395275.919197318,YES,YES,YES,YES,YES,NONE
50km_-17_35,26,37,21.713922500000002,31.824977750000002,401578.0823932356,410066.6679848528,YES,YES,YES,YES,YES,NONE
50km_-17_36,15,28,13.5,21.04943625,210209.8256441224,272901.10476475285,YES,YES,YES,YES,YES,NONE
50km_-17_37,34,39,30.549357999999998,35.670947,488273.4530851997,401335.7065361865,YES,YES,YES,YES,YES,NONE
50km_-17_38,26,45,23.3125,41.929521,453989.70016332594,433745.5129519157,YES,YES,YES,YES,YES,NONE
