candidate_id,frame_id,state_fips,state_abbr,state_name,fold,selected_panels,component_evalid,estn_unit_cn,estn_unit,stratum_cn,stratumcd,parent_stratum_area_acres,parent_p1pointcnt,parent_p2pointcnt,full_evaluation_expns_comparator,fold_selected_plot_count_n_h,ti_fold_expns_acres_per_plot,fold_to_full_expns_ratio,full_evaluation_expns_reused_as_final_fold_weight,synthetic_constant_recovered_area_acres,calibration_relative_error_represented_stratum,calibration_status,variance_df_n_minus_1,within_stratum_variance_estimable_flag,adj_factor_macr,adj_factor_subp,adj_factor_micr,adjustment_treatment,variance_inputs_treatment,estimator_role
T1_NY_A3-5_B1-2-4,T1,36,NY,New York,B,1-2-4,362201,1646568923290487,24,1645751646290487,123,87328.69512255579,392674,12,7277.391260212982,7,12475.527874650827,1.7142857142857142,0,87328.69512255579,0.0,PASS,6,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NY_A3-5_B1-2-4,T1,36,NY,New York,B,1-2-4,362201,1646568907290487,25,1645751648290487,5,149566.2276771182,672525,24,6231.926153213259,15,9971.081845141214,1.6,0,149566.2276771182,0.0,PASS,14,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NY_A3-5_B1-2-4,T1,36,NY,New York,B,1-2-4,362201,1646568907290487,25,1645751647290487,1234,154456.47232288177,694514,17,9085.674842522458,9,17161.830258097976,1.8888888888888888,0,154456.47232288177,0.0,PASS,8,1,0.0,1.0303030303030303,1.0303030303030303,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NY_A3-5_B1-2-4,T1,36,NY,New York,B,1-2-4,362201,1646568912290487,26,1645751650290487,5,136397.31204207754,613311,17,8023.371296592796,13,10492.100926313657,1.3076923076923077,0,136397.31204207754,0.0,PASS,12,1,0.0,1.0303030303030303,1.0303030303030303,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NY_A3-5_B1-2-4,T1,36,NY,New York,B,1-2-4,362201,1646568912290487,26,1645751649290487,1234,84742.28795792248,381044,14,6053.020568423034,7,12106.041136846068,2.0,0,84742.28795792248,0.0,PASS,6,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NY_A3-5_B1-2-4,T1,36,NY,New York,B,1-2-4,362201,1646568917290487,27,1645751651290487,12345,224281.90000000002,1008485,44,5097.315909090909,25,8971.276000000002,1.7600000000000002,0,224281.90000000005,1.2976450822261494e-16,PASS,24,1,0.0,1.0057142857142858,1.0057142857142858,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NY_A3-5_B1-2-4,T1,36,NY,New York,B,1-2-4,362201,1646568913290487,28,1645751653290487,5,239455.04810938722,1076712,40,5986.37620273468,23,10411.089048234227,1.7391304347826089,0,239455.04810938722,0.0,PASS,22,1,0.0,1.019108280254777,1.019108280254777,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NY_A3-5_B1-2-4,T1,36,NY,New York,B,1-2-4,362201,1646568913290487,28,1645751652290487,1234,75007.95189061278,337274,10,7500.795189061278,8,9375.993986326597,1.25,0,75007.95189061278,0.0,PASS,7,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NY_A3-5_B1-2-4,T1,36,NY,New York,B,1-2-4,362201,1646568914290487,29,1645751654290487,12345,126838.0,570329,15,8455.866666666667,8,15854.75,1.875,0,126838.0,0.0,PASS,7,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NY_A3-5_B1-2-4,T1,36,NY,New York,B,1-2-4,362201,1646568918290487,30,1645751655290487,4,75326.69559439179,338707,13,5794.361199568599,10,7532.669559439179,1.3,0,75326.69559439179,0.0,PASS,9,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NY_A3-5_B1-2-4,T1,36,NY,New York,B,1-2-4,362201,1646568918290487,30,1645751656290487,5,311188.67555379675,1399262,46,6764.971207691234,29,10730.643984613682,1.5862068965517242,0,311188.67555379675,0.0,PASS,28,1,0.0,1.0165745856353592,1.0165745856353592,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NY_A3-5_B1-2-4,T1,36,NY,New York,B,1-2-4,362201,1646568918290487,30,1645751657290487,123,118152.82885181146,531275,23,5137.07951529615,14,8439.48777512939,1.642857142857143,0,118152.82885181146,0.0,PASS,13,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NC_A4-5_B1-2-3,T1,37,NC,North Carolina,A,4-5,372201,1306869667290487,1,1306844537290487,10,1769775.1267876509,7957806,307,5764.739826669873,119,14872.059888971857,2.5798319327731094,0,1769775.1267876509,0.0,PASS,118,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NC_A4-5_B1-2-3,T1,37,NC,North Carolina,A,4-5,372201,1306869667290487,1,1306844538290487,47,1649140.594967708,7415372,255,6467.218019481208,109,15129.73022906154,2.3394495412844036,0,1649140.594967708,0.0,PASS,108,1,0.0,1.000981354268891,1.000981354268891,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NC_A4-5_B1-2-3,T1,37,NC,North Carolina,A,4-5,372201,1306869667290487,1,1306844539290487,84,1665366.9685184935,7488334,266,6260.778077137194,109,15278.596041454068,2.4403669724770642,0,1665366.9685184935,0.0,PASS,108,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NC_A4-5_B1-2-3,T1,37,NC,North Carolina,A,4-5,372201,1306869667290487,1,1306844540290487,100,3231314.3178034597,14529627,566,5709.0358971792575,222,14555.469900015585,2.5495495495495497,0,3231314.3178034597,0.0,PASS,221,1,0.0,1.001326846528085,1.001326846528085,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NC_A4-5_B1-2-3,T1,37,NC,North Carolina,A,4-5,372201,1306869667290487,1,1306844541290487,300,405747.8519226878,1824448,62,6544.320192301416,24,16906.16049677866,2.5833333333333335,0,405747.85192268784,1.434577179833313e-16,PASS,23,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NC_A4-5_B1-2-3,T1,37,NC,North Carolina,A,4-5,372201,1306869669290487,2,1306844542290487,10,1790155.0464877828,8049445,315,5683.031893612009,127,14095.709027462857,2.4803149606299213,0,1790155.0464877828,0.0,PASS,126,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NC_A4-5_B1-2-3,T1,37,NC,North Carolina,A,4-5,372201,1306869669290487,2,1306844543290487,47,1125219.1556545254,5059556,193,5830.151065567489,71,15848.157121894723,2.7183098591549295,0,1125219.1556545254,0.0,PASS,70,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NC_A4-5_B1-2-3,T1,37,NC,North Carolina,A,4-5,372201,1306869669290487,2,1306844544290487,84,974130.9944487083,4380187,166,5868.259002703062,72,13529.597145120948,2.3055555555555554,0,974130.9944487083,0.0,PASS,71,1,0.0,1.0015082956259427,1.0015082956259427,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NC_A4-5_B1-2-3,T1,37,NC,North Carolina,A,4-5,372201,1306869669290487,2,1306844545290487,100,2723261.531673994,12245165,442,6161.225184782792,180,15129.230731522188,2.4555555555555553,0,2723261.531673994,0.0,PASS,179,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NC_A4-5_B1-2-3,T1,37,NC,North Carolina,A,4-5,372201,1306869669290487,2,1306844546290487,300,2610248.7017349894,11737002,422,6185.423463826989,168,15537.19465318446,2.511904761904762,0,2610248.7017349894,0.0,PASS,167,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NC_A4-5_B1-2-3,T1,37,NC,North Carolina,A,4-5,372201,1306869670290487,3,1306844547290487,10,1500597.3993728617,6747447,276,5436.947099177035,110,13641.794539753288,2.5090909090909093,0,1500597.3993728617,0.0,PASS,109,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NC_A4-5_B1-2-3,T1,37,NC,North Carolina,A,4-5,372201,1306869670290487,3,1306844548290487,47,2366679.1897249618,10641790,358,6610.8357254887205,144,16435.27215086779,2.4861111111111107,0,2366679.1897249618,0.0,PASS,143,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NC_A4-5_B1-2-3,T1,37,NC,North Carolina,A,4-5,372201,1306869670290487,3,1306844551290487,300,200956.8674585981,903604,42,4784.687320442812,22,9134.403066299914,1.9090909090909092,0,200956.8674585981,0.0,PASS,21,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NC_A4-5_B1-2-3,T1,37,NC,North Carolina,A,4-5,372201,1306869670290487,3,1306844549290487,84100,6510518.6634435775,29274594,1050,6200.49396518436,398,16358.087094079341,2.6381909547738696,0,6510518.6634435775,0.0,PASS,397,1,0.0,1.0002771110549775,1.0003466982532583,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NC_A4-5_B1-2-3,T1,37,NC,North Carolina,A,4-5,372201,1306869668290487,4,1306844552290487,10,299682.60752676154,1347525,56,5351.475134406456,23,13029.678588120067,2.434782608695652,0,299682.60752676154,0.0,PASS,22,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NC_A4-5_B1-2-3,T1,37,NC,North Carolina,A,4-5,372201,1306869668290487,4,1306844553290487,47,613929.4083721722,2760538,104,5903.167388193963,45,13642.875741603826,2.311111111111111,0,613929.4083721722,0.0,PASS,44,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NC_A4-5_B1-2-3,T1,37,NC,North Carolina,A,4-5,372201,1306869668290487,4,1306844554290487,84,679778.5191086753,3056629,107,6353.070272043695,45,15106.189313526118,2.3777777777777778,0,679778.5191086753,0.0,PASS,44,1,0.0,1.0023419203747073,1.0023419203747073,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NC_A4-5_B1-2-3,T1,37,NC,North Carolina,A,4-5,372201,1306869668290487,4,1306844555290487,100,2756527.115672572,12394744,448,6152.962311769134,176,15662.08588450325,2.5454545454545454,0,2756527.115672572,0.0,PASS,175,1,0.0,1.0007157440660193,1.0005708636458008,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NC_A4-5_B1-2-3,T1,37,NC,North Carolina,A,4-5,372201,1306869668290487,4,1306844556290487,200,275218.28548570565,1237521,47,5855.708201823524,19,14485.172920300298,2.473684210526316,0,275218.28548570565,0.0,PASS,18,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NC_A4-5_B1-2-3,T1,37,NC,North Carolina,A,4-5,372201,1306869668290487,4,1306844557290487,300,42077.10383411313,189200,8,5259.637979264141,2,21038.551917056564,4.0,0,42077.10383411313,0.0,PASS,1,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NC_A4-5_B1-2-3,T1,37,NC,North Carolina,A,4-5,372201,1306869671290487,811,1306844558290487,97,453762.0854493573,2040345,73,6215.918978758319,29,15646.968463770942,2.5172413793103448,0,453762.0854493573,0.0,PASS,28,1,0.0,1.0034364261168385,1.0034364261168385,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NC_A4-5_B1-2-3,T1,37,NC,North Carolina,A,4-5,372201,1306869671290487,811,1306844559290487,100,800145.9645506426,3597863,144,5556.569198268352,59,13561.796009332926,2.4406779661016946,0,800145.9645506426,0.0,PASS,58,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NC_A4-5_B1-2-3,T1,37,NC,North Carolina,B,1-2-3,372201,1306869667290487,1,1306844537290487,10,1769775.1267876509,7957806,307,5764.739826669873,188,9413.697482913036,1.6329787234042552,0,1769775.1267876506,1.3155945076281216e-16,PASS,187,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NC_A4-5_B1-2-3,T1,37,NC,North Carolina,B,1-2-3,372201,1306869667290487,1,1306844538290487,47,1649140.594967708,7415372,255,6467.218019481208,146,11295.483527176082,1.7465753424657533,0,1649140.594967708,0.0,PASS,145,1,0.0,1.000981354268891,1.000981354268891,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NC_A4-5_B1-2-3,T1,37,NC,North Carolina,B,1-2-3,372201,1306869667290487,1,1306844539290487,84,1665366.9685184935,7488334,266,6260.778077137194,157,10607.432920499958,1.6942675159235667,0,1665366.9685184932,1.3980741065195693e-16,PASS,156,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NC_A4-5_B1-2-3,T1,37,NC,North Carolina,B,1-2-3,372201,1306869667290487,1,1306844540290487,100,3231314.3178034597,14529627,566,5709.0358971792575,344,9393.355575010057,1.6453488372093021,0,3231314.3178034597,0.0,PASS,343,1,0.0,1.001326846528085,1.001326846528085,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NC_A4-5_B1-2-3,T1,37,NC,North Carolina,B,1-2-3,372201,1306869667290487,1,1306844541290487,300,405747.8519226878,1824448,62,6544.320192301416,38,10677.575050597046,1.631578947368421,0,405747.8519226878,0.0,PASS,37,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NC_A4-5_B1-2-3,T1,37,NC,North Carolina,B,1-2-3,372201,1306869669290487,2,1306844542290487,10,1790155.0464877828,8049445,315,5683.031893612009,188,9522.101311105227,1.6755319148936167,0,1790155.0464877826,1.3006171957600802e-16,PASS,187,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NC_A4-5_B1-2-3,T1,37,NC,North Carolina,B,1-2-3,372201,1306869669290487,2,1306844543290487,47,1125219.1556545254,5059556,193,5830.151065567489,122,9223.107833233815,1.581967213114754,0,1125219.1556545254,0.0,PASS,121,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NC_A4-5_B1-2-3,T1,37,NC,North Carolina,B,1-2-3,372201,1306869669290487,2,1306844544290487,84,974130.9944487083,4380187,166,5868.259002703062,94,10363.095685624556,1.7659574468085106,0,974130.9944487083,0.0,PASS,93,1,0.0,1.0015082956259427,1.0015082956259427,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NC_A4-5_B1-2-3,T1,37,NC,North Carolina,B,1-2-3,372201,1306869669290487,2,1306844545290487,100,2723261.531673994,12245165,442,6161.225184782792,262,10394.127983488526,1.6870229007633586,0,2723261.531673994,0.0,PASS,261,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NC_A4-5_B1-2-3,T1,37,NC,North Carolina,B,1-2-3,372201,1306869669290487,2,1306844546290487,300,2610248.7017349894,11737002,422,6185.423463826989,254,10276.569691870038,1.6614173228346458,0,2610248.7017349894,0.0,PASS,253,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NC_A4-5_B1-2-3,T1,37,NC,North Carolina,B,1-2-3,372201,1306869670290487,3,1306844547290487,10,1500597.3993728617,6747447,276,5436.947099177035,166,9039.743369716034,1.6626506024096386,0,1500597.3993728617,0.0,PASS,165,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NC_A4-5_B1-2-3,T1,37,NC,North Carolina,B,1-2-3,372201,1306869670290487,3,1306844548290487,47,2366679.1897249618,10641790,358,6610.8357254887205,214,11059.248550116643,1.672897196261682,0,2366679.1897249618,0.0,PASS,213,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NC_A4-5_B1-2-3,T1,37,NC,North Carolina,B,1-2-3,372201,1306869670290487,3,1306844551290487,300,200956.8674585981,903604,42,4784.687320442812,20,10047.843372929905,2.1,0,200956.8674585981,0.0,PASS,19,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_NC_A4-5_B1-2-3,T1,37,NC,North Carolina,B,1-2-3,372201,1306869670290487,3,1306844549290487,84100,6510518.6634435775,29274594,1050,6200.49396518436,652,9985.458072766223,1.6104294478527608,0,6510518.6634435775,0.0,PASS,651,1,0.0,1.0002771110549775,1.0003466982532583,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
