frame_id,state_fips,state_abbr,state_name,target_reporting_year,target_eval_group,eval_grp_cn,eval_typ,eval_typ_cn,component_evalid,eval_cn,eval_descr,location_nm,report_year_nm,start_invyr,end_invyr,estn_method,n_estimation_units,estimation_unit_ids,estimation_unit_descriptions,texas_east_west_preservation_note,membership_source,evalid_membership_guessed,status
T1,51,VA,Virginia,2022,512022,1605825351290487,EXPVOL,1605821849290487,512201,1605821618290487,"VIRGINIA 2022: 2017-2022: CURRENT AREA, CURRENT VOLUME",Virginia,2017;2018;2019;2020;2021;2022,2017,2022,Post-Stratification,6,2;3;5;1;808;4,Southern Piedmont - excluding national forest;Northern Piedmont - excluding national forest;Southern Mountains - excluding national forest;Coastal Plain;NFS in Virginia;Northern Mountains - excluding national forest,,ACTUAL_POP_EVAL_GRP_TO_POP_EVAL_TYP_TO_POP_EVAL,0,PASS
T1,53,WA,Washington,2022,532022,1841541903290487,EXPVOL,1841410478290487,532201,1841410456290487,"WASHINGTON 2022: 2012-2022: CURRENT AREA, CURRENT VOLUME",Washington,2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,2012,2022,Post-Stratification,3,1;2;3,"NFS, non-wilderness;NFS, wilderness;Outside NFS",,ACTUAL_POP_EVAL_GRP_TO_POP_EVAL_TYP_TO_POP_EVAL,0,PASS
T1,54,WV,West Virginia,2022,542022,1684228595290487,EXPVOL,1684209358290487,542201,1684209175290487,"WEST VIRGINIA 2022: 2016-2022: CURRENT AREA, CURRENT VOLUME",West Virginia,2016;2017;2018;2019;2020;2021;2022,2016,2022,Post-Stratification,11,6;9;4;11;1;7;2;3;8;5;10,Private Unit 2;Public Unit 2;Inland Census Water Unit 4;Public Unit 4;George Washington-Jefferson NF;Private Unit 3;Inland Census Water Unit 2;Inland Census Water Unit 3;Private Unit 4;Monongahela NF;Public Unit 3,,ACTUAL_POP_EVAL_GRP_TO_POP_EVAL_TYP_TO_POP_EVAL,0,PASS
T1,55,WI,Wisconsin,2022,552022,1649926260290487,EXPVOL,1649924694290487,552201,1649921917290487,"WISCONSIN 2022: 2016-2022: CURRENT AREA, CURRENT VOLUME",Wisconsin,2016;2017;2018;2019;2020;2021;2022,2016,2022,Post-Stratification,17,6;9;12;14;4;11;1;13;7;15;16;2;3;8;17;5;10,Inland Census Water Unit 5;Private Unit 2;Private Unit 5;Public Unit 2;Inland Census Water Unit 3;Private Unit 4;Chequamegon NF;Public Unit 1;Nicolet NF;Public Unit 3;Public Unit 4;Inland Census Water Unit 1;Inland Census Water Unit 2;Private Unit 1;Public Unit 5;Inland Census Water Unit 4;Private Unit 3,,ACTUAL_POP_EVAL_GRP_TO_POP_EVAL_TYP_TO_POP_EVAL,0,PASS
T1,56,WY,Wyoming,2022,562022,1883240904290487,EXPVOL,1882925332290487,562201,1882925211290487,"WYOMING 2022: 2013-2022: CURRENT AREA, CURRENT VOLUME",Wyoming,2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,2013,2022,Post-Stratification,23,29;43;5;19;11;25;31;37;45;39;41;15;21;23;9;35;1;7;33;3;13;17;27,County 029;County 043;County 005;County 019;County 011;County 025;County 031;County 037;County 045;County 039;County 041;County 015;County 021;County 023;County 009;County 035;County 001;County 007;County 033;County 003;County 013;County 017;County 027,,ACTUAL_POP_EVAL_GRP_TO_POP_EVAL_TYP_TO_POP_EVAL,0,PASS
T2,01,AL,Alabama,2023,012023,1543784557290487,EXPVOL,1543783608290487,12301,1543783595290487,"ALABAMA 2023: 2015-2023: CURRENT AREA, CURRENT VOLUME",Alabama,2015;2016;2017;2018;2019;2020;2021;2022;2023,2015,2023,Post-Stratification,7,1;4;6;2;3;5;801,Southwest-South - excluding national forest;West Central - excluding national forest;North - excluding national forest;Southwest-North;Southeast - excluding national forest;North Central - excluding national forest;NFS in Alabama,,ACTUAL_POP_EVAL_GRP_TO_POP_EVAL_TYP_TO_POP_EVAL,0,PASS
T2,04,AZ,Arizona,2023,042023,1882830706290487,EXPVOL,1882829849290487,42301,1882829837290487,"ARIZONA 2023: 2014-2023: CURRENT AREA, CURRENT VOLUME",Arizona,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023,2014,2023,Post-Stratification,15,3;13;17;27;5;19;11;25;15;21;23;9;12;1;7,County 003;County 013;County 017;County 027;County 005;County 019;County 011;County 025;County 015;County 021;County 023;County 009;County 012;County 001;County 007,,ACTUAL_POP_EVAL_GRP_TO_POP_EVAL_TYP_TO_POP_EVAL,0,PASS
T2,05,AR,Arkansas,2023,052023,1629190858290487,EXPVOL,1629190117290487,52301,1629190104290487,"ARKANSAS 2023: 2019-2023: CURRENT AREA, CURRENT VOLUME",Arkansas,2019;2020;2021;2022;2023,2019,2023,Post-Stratification,7,810;5;1;809;4;2;3,NFS in Arkansas;Ozark - excluding national forest;South Delta - excluding national forest;Ouchita NF in Arkansas;Ouachita - excluding national forest;North Delta;Southwest - excluding national forest,,ACTUAL_POP_EVAL_GRP_TO_POP_EVAL_TYP_TO_POP_EVAL,0,PASS
T2,06,CA,California,2023,062023,,EXPVOL,,,,,,,,,,0,,,,ACTUAL_DATABASE_LOOKUP__NO_MATCH,0,FAIL_MISSING_EXPVOL_GROUP_MEMBERSHIP
T2,08,CO,Colorado,2023,082023,1882836146290487,EXPVOL,1882834536290487,82301,1882834415290487,"COLORADO 2023: 2014-2023: CURRENT AREA, CURRENT VOLUME",Colorado,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023,2014,2023,Post-Stratification,63,53;73;9;35;111;3;13;17;27;55;79;85;89;95;105;107;123;29;43;49;63;71;75;83;113;5;19;67;69;91;125;11;25;31;37;45;47;1;7;33;51;101;103;109;119;59;81;97;117;39;41;61;77;87;93;99;115;121;15;21;23;65;57,County 053;County 073;County 009;County 035;County 111;County 003;County 013;County 017;County 027;County 055;County 079;County 085;County 089;County 095;County 105;County 107;County 123;County 029;County 043;County 049;County 063;County 071;County 075;County 083;County 113;County 005;County 019;County 067;County 069;County 091;County 125;County 011;County 025;County 031;County 037;County 045;County 047;County 001;County 007;County 033;County 051;County 101;County 103;County 109;County 119;County 059;County 081;County 097;County 117;County 039;County 041;County 061;County 077;County 087;County 093;County 099;County 115;County 121;County 015;County 021;County 023;County 065;County 057,,ACTUAL_POP_EVAL_GRP_TO_POP_EVAL_TYP_TO_POP_EVAL,0,PASS
T2,09,CT,Connecticut,2023,092023,1689215150290487,EXPVOL,1689213275290487,92301,1689213253290487,"CONNECTICUT 2023: 2017-2023: CURRENT AREA, CURRENT VOLUME",Connecticut,2017;2018;2019;2020;2021;2022;2023,2017,2023,Post-Stratification,3,1;2;3,Inland Census Water Unit 1;Private Unit 1;Public Unit 1,,ACTUAL_POP_EVAL_GRP_TO_POP_EVAL_TYP_TO_POP_EVAL,0,PASS
T2,10,DE,Delaware,2023,102023,1783175818290487,EXPVOL,1783156124290487,102301,1783156109290487,"DELAWARE 2023: 2017-2023: CURRENT AREA, CURRENT VOLUME",Delaware,2017;2018;2019;2020;2021;2022;2023,2017,2023,Post-Stratification,3,1;2;3,Inland Census Water Unit 1;Private Unit 1;Public Unit 1,,ACTUAL_POP_EVAL_GRP_TO_POP_EVAL_TYP_TO_POP_EVAL,0,PASS
T2,12,FL,Florida,2023,122023,1848766397290487,EXPVOL,1970885059290487,122301,1970885046290487,"FLORIDA 2023: 2014-2023: CURRENT AREA, CURRENT VOLUME",Florida,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023,2014,2023,Post-Stratification,5,1;805;4;2;3,Northeast - excluding national forest;NFS in Florida;South;Northwest - excluding national forest;Central - excluding national forest,,ACTUAL_POP_EVAL_GRP_TO_POP_EVAL_TYP_TO_POP_EVAL,0,PASS
T2,13,GA,Georgia,2023,132023,1780496691290487,EXPVOL,1780463439290487,132301,1780441596290487,"GEORGIA 2023: 2016-2023: CURRENT AREA, CURRENT VOLUME",Georgia,2016;2017;2018;2019;2020;2021;2022;2023,2016,2023,Post-Stratification,6,1;4;803;2;3;5,Southeast;North Central - excluding national forest;NFS in Georgia;Southwest;Central - excluding national forest;North - excluding national forest,,ACTUAL_POP_EVAL_GRP_TO_POP_EVAL_TYP_TO_POP_EVAL,0,PASS
T2,16,ID,Idaho,2023,162023,1882840702290487,EXPVOL,1882839563290487,162301,1882839551290487,"IDAHO 2023: 2014-2023: CURRENT AREA, CURRENT VOLUME",Idaho,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023,2014,2023,Post-Stratification,44,3;13;17;27;55;57;79;85;29;43;49;63;71;75;83;5;19;67;69;11;25;31;37;45;47;59;81;39;61;77;87;15;21;23;65;73;9;35;33;53;1;7;51;41,County 003;County 013;County 017;County 027;County 055;County 057;County 079;County 085;County 029;County 043;County 049;County 063;County 071;County 075;County 083;County 005;County 019;County 067;County 069;County 011;County 025;County 031;County 037;County 045;County 047;County 059;County 081;County 039;County 061;County 077;County 087;County 015;County 021;County 023;County 065;County 073;County 009;County 035;County 033;County 053;County 001;County 007;County 051;County 041,,ACTUAL_POP_EVAL_GRP_TO_POP_EVAL_TYP_TO_POP_EVAL,0,PASS
T2,17,IL,Illinois,2023,172023,1786196084290487,EXPVOL,1785983105290487,172301,1785900557290487,"ILLINOIS 2023: 2017-2023: CURRENT AREA, CURRENT VOLUME",Illinois,2017;2018;2019;2020;2021;2022;2023,2017,2023,Post-Stratification,11,10;6;9;4;11;1;7;2;3;8;5,Public Unit 3;Private Unit 2;Public Unit 2;Midewin Tallgrass Prairie NGL;Shawnee NF;Inland Census Water Unit 1;Private Unit 3;Inland Census Water Unit 2;Inland Census Water Unit 3;Public Unit 1;Private Unit 1,,ACTUAL_POP_EVAL_GRP_TO_POP_EVAL_TYP_TO_POP_EVAL,0,PASS
T2,18,IN,Indiana,2023,182023,1805472237290487,EXPVOL,1805411061290487,182301,1805362355290487,"INDIANA 2023: 2017-2023: CURRENT AREA, CURRENT VOLUME",Indiana,2017;2018;2019;2020;2021;2022;2023,2017,2023,Post-Stratification,13,6;9;12;4;11;1;13;7;2;3;8;5;10,Private Unit 1;Private Unit 4;Public Unit 3;Inland Census Water Unit 3;Public Unit 2;Hoosier NF;Public Unit 4;Private Unit 2;Inland Census Water Unit 1;Inland Census Water Unit 2;Private Unit 3;Inland Census Water Unit 4;Public Unit 1,,ACTUAL_POP_EVAL_GRP_TO_POP_EVAL_TYP_TO_POP_EVAL,0,PASS
T2,19,IA,Iowa,2023,192023,1688599921290487,EXPVOL,1688599131290487,192301,1688599049290487,"IOWA 2023: 2017-2023: CURRENT AREA, CURRENT VOLUME",Iowa,2017;2018;2019;2020;2021;2022;2023,2017,2023,Post-Stratification,12,6;9;12;4;11;1;7;2;3;8;5;10,Private Unit 2;Public Unit 1;Public Unit 4;Inland Census Water Unit 4;Public Unit 3;Inland Census Water Unit 1;Private Unit 3;Inland Census Water Unit 2;Inland Census Water Unit 3;Private Unit 4;Private Unit 1;Public Unit 2,,ACTUAL_POP_EVAL_GRP_TO_POP_EVAL_TYP_TO_POP_EVAL,0,PASS
T2,20,KS,Kansas,2023,202023,1691256363290487,EXPVOL,1691238431290487,202301,1691212256290487,"KANSAS 2023: 2017-2023: CURRENT AREA, CURRENT VOLUME",Kansas,2017;2018;2019;2020;2021;2022;2023,2017,2023,Post-Stratification,10,6;9;4;1;7;2;3;8;5;10,Private Unit 2;Public Unit 2;Inland Census Water Unit 3;Cimarron NGL;Private Unit 3;Inland Census Water Unit 1;Inland Census Water Unit 2;Public Unit 1;Private Unit 1;Public Unit 3,,ACTUAL_POP_EVAL_GRP_TO_POP_EVAL_TYP_TO_POP_EVAL,0,PASS
T2,21,KY,Kentucky,2023,212023,1927099663290487,EXPVOL,1927094037290487,212301,1927079855290487,"KENTUCKY 2023: 2016-2023: CURRENT AREA, CURRENT VOLUME",Kentucky,2016;2017;2018;2019;2020;2021;2022;2023,2016,2023,Post-Stratification,9,1;4;860;802;6;2;3;7;5,Eastern - excluding national forest;Bluegrass - excluding national forest;Land Between the Lakes in Kentucky;Daniel Boone NF;Western Coalfield;Northern Cumberland - excluding national forest;Southern Cumberland - excluding national forest;Western - excluding national forest;Pennyroyal - excluding national forest,,ACTUAL_POP_EVAL_GRP_TO_POP_EVAL_TYP_TO_POP_EVAL,0,PASS
T2,22,LA,Louisiana,2023,222023,1745558454290487,EXPVOL,1745557704290487,222301,1745557691290487,"LOUISIANA 2023: 2016-2023: CURRENT AREA, CURRENT VOLUME",Louisiana,2016;2017;2018;2019;2020;2021;2022;2023,2016,2023,Post-Stratification,6,1;4;2;3;806;5,North Delta;Southeast;South Delta - excluding national forest;Southwest - excluding national forest;Kisatchie NF;Northwest - excluding national forest,,ACTUAL_POP_EVAL_GRP_TO_POP_EVAL_TYP_TO_POP_EVAL,0,PASS
T2,23,ME,Maine,2023,232023,1782942208290487,EXPVOL,1782940615290487,232301,1782940599290487,"MAINE 2023: 2019-2023: CURRENT AREA, CURRENT VOLUME",Maine,2019;2020;2021;2022;2023,2019,2023,Post-Stratification,26,6;9;12;14;21;25;4;11;18;19;26;1;13;7;15;16;22;24;23;2;3;8;17;5;10;20,Inland Census Water Unit 6;Inland Census Water Unit 9;Private Unit 3;Private Unit 5;Public Unit 3;Public Unit 9;Inland Census Water Unit 4;Private Unit 2;Public Private Unit 8;Public Unit 1;White Mountain NF;Inland Census Water Unit 1;Private Unit 4;Inland Census Water Unit 7;Private Unit 7;Private Unit 9;Public Unit 4;Public Unit 7;Public Unit 5;Inland Census Water Unit 2;Inland Census Water Unit 3;Inland Census Water Unit 8;Public Private Unit 6;Inland Census Water Unit 5;Private Unit 1;Public Unit 2,,ACTUAL_POP_EVAL_GRP_TO_POP_EVAL_TYP_TO_POP_EVAL,0,PASS
T2,24,MD,Maryland,2023,242023,1696495011290487,EXPVOL,1696494202290487,242301,1696494176290487,"MARYLAND 2023: 2017-2023: CURRENT AREA, CURRENT VOLUME",Maryland,2017;2018;2019;2020;2021;2022;2023,2017,2023,Post-Stratification,11,4;11;1;7;2;3;8;5;10;6;9,Inland Census Water Unit 4;Public Unit 4;Inland Census Water Public Unit 5;Private Unit 4;Inland Census Water Unit 2;Inland Census Water Unit 3;Private Unit 5;Private Unit 2;Public Unit 3;Private Unit 3;Public Unit 2,,ACTUAL_POP_EVAL_GRP_TO_POP_EVAL_TYP_TO_POP_EVAL,0,PASS
T2,25,MA,Massachusetts,2023,252023,1806687426290487,EXPVOL,1806679503290487,252301,1806679487290487,"MASSACHUSETTS 2023: 2017-2023: CURRENT AREA, CURRENT VOLUME",Massachusetts,2017;2018;2019;2020;2021;2022;2023,2017,2023,Post-Stratification,3,1;2;3,Inland Census Water Unit 1;Private Unit 1;Public Unit 1,,ACTUAL_POP_EVAL_GRP_TO_POP_EVAL_TYP_TO_POP_EVAL,0,PASS
T2,26,MI,Michigan,2023,262023,1783130117290487,EXPVOL,1782940577290487,262301,1782940561290487,"MICHIGAN 2023: 2017-2023: CURRENT AREA, CURRENT VOLUME",Michigan,2017;2018;2019;2020;2021;2022;2023,2017,2023,Post-Stratification,15,5;6;9;12;14;4;11;1;13;7;15;2;3;8;10,Inland Census Water Unit 3;Inland Census Water Unit 4;Private Unit 2;Public Unit 1;Public Unit 3;Inland Census Water Unit 2;Private Unit 4;Hiawatha NF;Public Unit 2;Ottawa NF;Public Unit 4;Huron-Manistee NF;Inland Census Water Unit 1;Private Unit 1;Private Unit 3,,ACTUAL_POP_EVAL_GRP_TO_POP_EVAL_TYP_TO_POP_EVAL,0,PASS
T2,27,MN,Minnesota,2023,272023,1822683827290487,EXPVOL,1877355882290487,272301,1877355866290487,"MINNESOTA 2023: 2019-2023: CURRENT AREA, CURRENT VOLUME",Minnesota,2019;2020;2021;2022;2023,2019,2023,Post-Stratification,16,6;9;12;14;4;11;1;13;7;15;16;2;3;8;5;10,Inland Census Water Unit 4;Private Unit 3;Public Unit 2;Public Unit 4;Inland Census Water Unit 2;Public Unit 1;BWCA;Public Unit 3;Private Unit 1;Superior NF;Voyagers NP;Chippewa NF;Inland Census Water Unit 1;Private Unit 2;Inland Census Water Unit 3;Private Unit 4,,ACTUAL_POP_EVAL_GRP_TO_POP_EVAL_TYP_TO_POP_EVAL,0,PASS
T2,28,MS,Mississippi,2023,282023,1746001542290487,EXPVOL,1745987735290487,282301,1745985760290487,"MISSISSIPPI 2023: 2017-2023: CURRENT AREA, CURRENT VOLUME",Mississippi,2017;2018;2019;2020;2021;2022;2023,2017,2023,Post-Stratification,6,1;807;4;2;3;5,Delta - excluding national forest;NFS in Mississippi;South - excluding national forest;North - excluding national forest;Central - excluding national forest;Southwest - excluding national forest,,ACTUAL_POP_EVAL_GRP_TO_POP_EVAL_TYP_TO_POP_EVAL,0,PASS
T2,29,MO,Missouri,2023,292023,1783152005290487,EXPVOL,1783129317290487,292301,1783129301290487,"MISSOURI 2023: 2017-2023: CURRENT AREA, CURRENT VOLUME",Missouri,2017;2018;2019;2020;2021;2022;2023,2017,2023,Post-Stratification,16,9;12;14;4;11;1;13;7;15;16;2;3;8;5;10;6,Private Unit 3;Public Unit 1;Public Unit 3;Inland Census Water Unit 4;Private Unit 5;Inland Census Water Unit 1;Public Unit 2;Private Unit 1;Public Unit 4;Public Unit 5;Inland Census Water Unit 2;Inland Census Water Unit 3;Private Unit 2;Inland Census Water Unit 5;Private Unit 4;Mark Twain NF,,ACTUAL_POP_EVAL_GRP_TO_POP_EVAL_TYP_TO_POP_EVAL,0,PASS
T2,30,MT,Montana,2022,302022,1882842963290487,EXPVOL,1882841860290487,302201,1882841848290487,"MONTANA 2022: 2013-2022: CURRENT AREA, CURRENT VOLUME",Montana,2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,2013,2022,Post-Stratification,56,33;51;101;103;109;19;67;69;91;11;25;31;37;45;47;59;81;97;41;27;55;57;79;61;77;87;93;99;15;65;39;21;23;73;9;35;53;111;1;7;3;13;17;89;95;105;107;29;43;49;63;71;75;83;5;85,County 033;County 051;County 101;County 103;County 109;County 019;County 067;County 069;County 091;County 011;County 025;County 031;County 037;County 045;County 047;County 059;County 081;County 097;County 041;County 027;County 055;County 057;County 079;County 061;County 077;County 087;County 093;County 099;County 015;County 065;County 039;County 021;County 023;County 073;County 009;County 035;County 053;County 111;County 001;County 007;County 003;County 013;County 017;County 089;County 095;County 105;County 107;County 029;County 043;County 049;County 063;County 071;County 075;County 083;County 005;County 085,,ACTUAL_POP_EVAL_GRP_TO_POP_EVAL_TYP_TO_POP_EVAL,0,PASS
T2,31,NE,Nebraska,2023,312023,1689215271290487,EXPVOL,1689214256290487,312301,1689213015290487,"NEBRASKA 2023: 2017-2023: CURRENT AREA, CURRENT VOLUME",Nebraska,2017;2018;2019;2020;2021;2022;2023,2017,2023,Post-Stratification,9,6;9;4;1;7;2;3;8;5,Private Unit 2;Samuel R. McKelvie NF;Oglala NGL;Inland Census Water Unit 1;Public Unit 1;Inland Census Water Unit 2;Nebraska NF;Public Unit 2;Private Unit 1,,ACTUAL_POP_EVAL_GRP_TO_POP_EVAL_TYP_TO_POP_EVAL,0,PASS
T2,32,NV,Nevada,2023,322023,1882844973290487,EXPVOL,1882844105290487,322301,1882844093290487,"NEVADA 2023: 2014-2023: CURRENT AREA, CURRENT VOLUME",Nevada,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023,2014,2023,Post-Stratification,17,3;13;17;27;29;510;5;19;11;31;15;21;23;9;1;7;33,County 003;County 013;County 017;County 027;County 029;County 510;County 005;County 019;County 011;County 031;County 015;County 021;County 023;County 009;County 001;County 007;County 033,,ACTUAL_POP_EVAL_GRP_TO_POP_EVAL_TYP_TO_POP_EVAL,0,PASS
T2,33,NH,New Hampshire,2023,332023,1692749441290487,EXPVOL,1692748214290487,332301,1692747980290487,"NEW HAMPSHIRE 2023: 2017-2023: CURRENT AREA, CURRENT VOLUME",New Hampshire,2017;2018;2019;2020;2021;2022;2023,2017,2023,Post-Stratification,7,6;4;1;7;2;3;5,Public Unit 3;Private Unit 3;Inland Census Water Unit 2;White Mountain NF;Inland Census Water Unit 3;Private Unit 2;Public Unit 2,,ACTUAL_POP_EVAL_GRP_TO_POP_EVAL_TYP_TO_POP_EVAL,0,PASS
T2,34,NJ,New Jersey,2023,342023,1806351286290487,EXPVOL,1806340609290487,342301,1806318559290487,"NEW JERSEY 2023: 2019-2023: CURRENT AREA, CURRENT VOLUME",New Jersey,2019;2020;2021;2022;2023,2019,2023,Post-Stratification,3,2;3;1,Private Unit 1;Public Unit 1;Inland Census Water Unit 1,,ACTUAL_POP_EVAL_GRP_TO_POP_EVAL_TYP_TO_POP_EVAL,0,PASS
T2,35,NM,New Mexico,2022,352022,1882845965290487,EXPVOL,1882845001290487,352201,1882844989290487,"NEW MEXICO 2022: 2013-2022: CURRENT AREA, CURRENT VOLUME",New Mexico,2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,2013,2022,Post-Stratification,33,3;13;17;27;55;57;29;43;49;5;19;28;6;11;25;31;37;45;47;59;39;41;61;15;21;23;9;35;53;1;7;33;51,County 003;County 013;County 017;County 027;County 055;County 057;County 029;County 043;County 049;County 005;County 019;County 028;County 006;County 011;County 025;County 031;County 037;County 045;County 047;County 059;County 039;County 041;County 061;County 015;County 021;County 023;County 009;County 035;County 053;County 001;County 007;County 033;County 051,,ACTUAL_POP_EVAL_GRP_TO_POP_EVAL_TYP_TO_POP_EVAL,0,PASS
T2,36,NY,New York,2023,362023,1801599388290487,EXPVOL,1801597821290487,362301,1801597231290487,"NEW YORK 2023: 2017-2023: CURRENT AREA, CURRENT VOLUME",New York,2017;2018;2019;2020;2021;2022;2023,2017,2023,Post-Stratification,30,6;9;12;14;21;25;4;11;18;19;26;28;29;1;13;27;30;7;15;16;22;24;23;2;3;8;17;5;10;20,Inland Census Water Unit 5;Inland Census Water Unit 8;NY Adirondacks Unit 4;NY Catskills Unit 6;Private Unit 7;Public Unit 2;Inland Census Water Unit 3;NY Adirondacks Unit 3;Private Unit 3;Private Unit 5;Public Unit 3;Public Unit 6;Public Unit 7;Finger Lakes NF;NY Adirondacks Unit 7;Public Unit 5;Public Unit 8;Inland Census Water Unit 6;NY Catskills Unit 8;Private Unit 1;Private Unit 8;Public Unit 1;Public Private Unit 4;Inland Census Water Unit 1;Inland Census Water Unit 2;Inland Census Water Unit 7;Private Unit 2;Inland Census Water Unit 4;NY Adirondacks Unit 1;Private Unit 6,,ACTUAL_POP_EVAL_GRP_TO_POP_EVAL_TYP_TO_POP_EVAL,0,PASS
T2,37,NC,North Carolina,2023,372023,1686019672290487,EXPVOL,1686016278290487,372301,1686016265290487,"NORTH CAROLINA 2023: 2016-2023: CURRENT AREA, CURRENT VOLUME",North Carolina,2016;2017;2018;2019;2020;2021;2022;2023,2016,2023,Post-Stratification,5,1;4;2;3;811,Southern Coastal Plain - excluding national forest;Mountains - excluding national forest;Northern Coastal Plain - excluding national forest;Piedmont - excluding national forest;NFS in North Carolina,,ACTUAL_POP_EVAL_GRP_TO_POP_EVAL_TYP_TO_POP_EVAL,0,PASS
T2,38,ND,North Dakota,2023,382023,1683302782290487,EXPVOL,1683301549290487,382301,1683301424290487,"NORTH DAKOTA 2023: 2017-2023: CURRENT AREA, CURRENT VOLUME",North Dakota,2017;2018;2019;2020;2021;2022;2023,2017,2023,Post-Stratification,4,4;1;2;3,Public Unit 1;Dakota Prairie NGL;Inland Census Water Unit 1;Private Unit 1,,ACTUAL_POP_EVAL_GRP_TO_POP_EVAL_TYP_TO_POP_EVAL,0,PASS
T2,39,OH,Ohio,2023,392023,1805089242290487,EXPVOL,1805088275290487,392301,1805088254290487,"OHIO 2023: 2017-2023: CURRENT AREA, CURRENT VOLUME",Ohio,2017;2018;2019;2020;2021;2022;2023,2017,2023,Post-Stratification,19,6;9;12;14;4;11;18;19;1;13;7;15;16;2;3;8;17;5;10,Inland Census Water Unit 6;Private Unit 3;Private Unit 6;Public Unit 2;Inland Census Water Unit 4;Private Unit 5;Public Unit 6;Wayne NF;Inland Census Water Unit 1;Public Unit 1;Private Unit 1;Public Unit 3;Public Unit 4;Inland Census Water Unit 2;Inland Census Water Unit 3;Private Unit 2;Public Unit 5;Inland Census Water Unit 5;Private Unit 4,,ACTUAL_POP_EVAL_GRP_TO_POP_EVAL_TYP_TO_POP_EVAL,0,PASS
T2,40,OK,Oklahoma,2023,402023,1848550045290487,EXPVOL,1848548918290487,402301,1848548905290487,"OKLAHOMA 2023: 2014-2023: CURRENT AREA, CURRENT VOLUME",Oklahoma,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023,2014,2023,Post-Stratification,8,1;809;4;6;2;3;7;5,Southeast - excluding national forest;Ouchita NF in Oklahoma;South Central;High Plains;Northeast;North Central;Great Plains;Southwest,,ACTUAL_POP_EVAL_GRP_TO_POP_EVAL_TYP_TO_POP_EVAL,0,PASS
T2,41,OR,Oregon,2023,412023,,EXPVOL,,,,,,,,,,0,,,,ACTUAL_DATABASE_LOOKUP__NO_MATCH,0,FAIL_MISSING_EXPVOL_GROUP_MEMBERSHIP
T2,42,PA,Pennsylvania,2023,422023,1813604918290487,EXPVOL,1813599713290487,422301,1813599662290487,"PENNSYLVANIA 2023: 2017-2023: CURRENT AREA, CURRENT VOLUME",Pennsylvania,2017;2018;2019;2020;2021;2022;2023,2017,2023,Post-Stratification,25,11;18;19;1;13;7;15;16;22;24;23;2;3;8;17;5;10;20;6;9;12;14;21;25;4,PA BOF Unit 7;Private Unit 8;Private Unit 9;Allegheny NF;PA BOF Unit 9;Inland Census Water Unit 9;Private Unit 5;Private Unit 6;Public Unit 6;Public Unit 8;Public Unit 7;Inland Census Water Unit 0;Inland Census Water Unit 5;PA BOF Unit 0;Private Unit 7;Inland Census Water Unit 7;PA BOF Unit 6;Public Unit 0;Inland Census Water Unit 8;PA BOF Unit 5;PA BOF Unit 8;Private Unit 0;Public Unit 5;Public Unit 9;Inland Census Water Unit 6,,ACTUAL_POP_EVAL_GRP_TO_POP_EVAL_TYP_TO_POP_EVAL,0,PASS
T2,44,RI,Rhode Island,2023,442023,1783195580290487,EXPVOL,1783175892290487,442301,1783175828290487,"RHODE ISLAND 2023: 2017-2023: CURRENT AREA, CURRENT VOLUME",Rhode Island,2017;2018;2019;2020;2021;2022;2023,2017,2023,Post-Stratification,3,1;2;3,Inland Census Water Unit 1;Private Unit 1;Public Unit 1,,ACTUAL_POP_EVAL_GRP_TO_POP_EVAL_TYP_TO_POP_EVAL,0,PASS
T2,45,SC,South Carolina,2023,452023,1680015891290487,EXPVOL,1680014821290487,452301,1680014808290487,"SOUTH CAROLINA 2023: 2017-2023: CURRENT AREA, CURRENT VOLUME",South Carolina,2017;2018;2019;2020;2021;2022;2023,2017,2023,Post-Stratification,4,1;812;2;3,Southern Coastal Plain;NFS in South Carolina;Northern Coastal Plain - excluding national forest;Piedmont - excluding national forest,,ACTUAL_POP_EVAL_GRP_TO_POP_EVAL_TYP_TO_POP_EVAL,0,PASS
T2,46,SD,South Dakota,2023,462023,1687730138290487,EXPVOL,1687729122290487,462301,1687729104290487,"SOUTH DAKOTA 2023: 2017-2023: CURRENT AREA, CURRENT VOLUME",South Dakota,2017;2018;2019;2020;2021;2022;2023,2017,2023,Post-Stratification,11,6;9;4;11;1;7;2;3;8;5;10,Inland Census Water Unit 1;Private Unit 2;Dakota Prairie NGL;Public Unit 2;Black Hills NF;Inland Census Water Unit 2;Buffalo Gap NGL;Custer NF;Private Unit 1;Fort PIerre NGL;Public Unit 1,,ACTUAL_POP_EVAL_GRP_TO_POP_EVAL_TYP_TO_POP_EVAL,0,PASS
