candidate_id,frame_id,state_fips,state_abbr,state_name,fold,panel,panel_combination_weight,component_evalid,estn_unit_cn,estn_unit,stratum_cn,stratumcd,parent_stratum_area_acres,parent_p1pointcnt,parent_p2pointcnt,full_evaluation_expns_comparator,panel_plot_count_n_hp,ma_panel_expns_acres_per_plot,full_evaluation_expns_reused_as_final_panel_weight,weighted_synthetic_constant_recovered_area_acres,calibration_relative_error_represented_stratum_panel,calibration_status,variance_df_n_minus_1,within_stratum_panel_variance_estimable_flag,adj_factor_macr,adj_factor_subp,adj_factor_micr,adjustment_treatment,variance_inputs_treatment,estimator_role
T1_DE_A3-5_B1-2-4,T1,10,DE,Delaware,B,2,0.3333333333333333,102201,1683728272290487,2,1683659777290487,2,131192.95674497116,589910,43,3050.9989940690966,10,13119.295674497116,0,43730.98558165705,0.0,PASS,9,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_DE_A3-5_B1-2-4,T1,10,DE,Delaware,B,2,0.3333333333333333,102201,1683728272290487,2,1683659778290487,5,250135.51456580136,1124736,71,3523.0354164197374,16,15633.469660362585,0,83378.50485526712,0.0,PASS,15,1,0.0,1.0578697043042602,1.0557620817843867,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_DE_A3-5_B1-2-4,T1,10,DE,Delaware,B,2,0.3333333333333333,102201,1683728272290487,2,1683659776290487,34,82601.23479064085,371417,18,4588.9574883689365,2,41300.61739532043,0,27533.744930213616,0.0,PASS,1,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_DE_A3-5_B1-2-4,T1,10,DE,Delaware,B,2,0.3333333333333333,102201,1683728273290487,3,1683659779290487,1,75991.45872625297,341696,31,2451.3373782662247,7,10855.922675178996,0,25330.48624208432,0.0,PASS,6,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_DE_A3-5_B1-2-4,T1,10,DE,Delaware,B,2,0.3333333333333333,102201,1683728273290487,3,1683659780290487,2345,84796.74127374703,381289,32,2649.8981648045947,7,12113.820181963862,0,28265.580424582342,0.0,PASS,6,1,0.0,1.0078740157480315,1.0078740157480315,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_DE_A3-5_B1-2-4,T1,10,DE,Delaware,B,4,0.3333333333333333,102201,1683728271290487,1,1683659774290487,12345,46028.9,206969,12,3835.741666666667,3,15342.966666666667,0,15342.966666666667,0.0,PASS,2,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_DE_A3-5_B1-2-4,T1,10,DE,Delaware,B,4,0.3333333333333333,102201,1683728272290487,2,1683659775290487,1,625534.4938985867,2812720,181,3455.9916789977165,35,17872.414111388192,0,208511.49796619557,0.0,PASS,34,1,0.0,1.0055555555555555,1.0055555555555555,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_DE_A3-5_B1-2-4,T1,10,DE,Delaware,B,4,0.3333333333333333,102201,1683728272290487,2,1683659777290487,2,131192.95674497116,589910,43,3050.9989940690966,10,13119.295674497116,0,43730.98558165705,0.0,PASS,9,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_DE_A3-5_B1-2-4,T1,10,DE,Delaware,B,4,0.3333333333333333,102201,1683728272290487,2,1683659778290487,5,250135.51456580136,1124736,71,3523.0354164197374,13,19241.193428138566,0,83378.50485526712,0.0,PASS,12,1,0.0,1.0578697043042602,1.0557620817843867,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_DE_A3-5_B1-2-4,T1,10,DE,Delaware,B,4,0.3333333333333333,102201,1683728272290487,2,1683659776290487,34,82601.23479064085,371417,18,4588.9574883689365,3,27533.74493021362,0,27533.744930213616,0.0,PASS,2,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_DE_A3-5_B1-2-4,T1,10,DE,Delaware,B,4,0.3333333333333333,102201,1683728273290487,3,1683659779290487,1,75991.45872625297,341696,31,2451.3373782662247,9,8443.495414028108,0,25330.48624208432,0.0,PASS,8,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_DE_A3-5_B1-2-4,T1,10,DE,Delaware,B,4,0.3333333333333333,102201,1683728273290487,3,1683659780290487,2345,84796.74127374703,381289,32,2649.8981648045947,4,21199.185318436757,0,28265.580424582342,0.0,PASS,3,1,0.0,1.0078740157480315,1.0078740157480315,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_FL_A3-4_B1-2-5,T1,12,FL,Florida,A,3,0.5,122201,1690494491290487,1,1690465241290487,10,1318159.3559104253,5927113,216,6102.589610696414,43,30654.868742102914,0,659079.6779552127,0.0,PASS,42,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_FL_A3-4_B1-2-5,T1,12,FL,Florida,A,3,0.5,122201,1690494491290487,1,1690465242290487,47,2348495.975196595,10560029,402,5842.029789046255,86,27308.092734844126,0,1174247.9875982974,0.0,PASS,85,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_FL_A3-4_B1-2-5,T1,12,FL,Florida,A,3,0.5,122201,1690494491290487,1,1690465243290487,84,2342209.985002919,10531764,387,6052.222183470075,76,30818.552434248937,0,1171104.9925014596,0.0,PASS,75,1,0.0,1.0051948051948052,1.0051948051948052,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_FL_A3-4_B1-2-5,T1,12,FL,Florida,A,3,0.5,122201,1690494491290487,1,1690465244290487,100,3208474.3652172787,14426928,500,6416.948730434558,97,33077.055311518336,0,1604237.1826086394,0.0,PASS,96,1,0.0,1.0025062656641603,1.0025062656641603,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_FL_A3-4_B1-2-5,T1,12,FL,Florida,A,3,0.5,122201,1690494491290487,1,1690465245290487,300,1034794.9686727823,4652963,157,6591.050755877594,28,36956.963166885085,0,517397.48433639115,1.1250085799725906e-16,PASS,27,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_FL_A3-4_B1-2-5,T1,12,FL,Florida,A,3,0.5,122201,1690494494290487,2,1690465246290487,10,708522.3926042744,3185876,116,6107.951660381676,23,30805.32141757715,0,354261.1963021372,0.0,PASS,22,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_FL_A3-4_B1-2-5,T1,12,FL,Florida,A,3,0.5,122201,1690494494290487,2,1690465247290487,47,1497972.7117857123,6735645,252,5944.33615787981,49,30570.87166909617,0,748986.3558928561,0.0,PASS,48,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_FL_A3-4_B1-2-5,T1,12,FL,Florida,A,3,0.5,122201,1690494494290487,2,1690465248290487,84,1772701.5091500517,7970965,289,6133.9152565745735,56,31655.38409196521,0,886350.7545750259,0.0,PASS,55,1,0.0,1.002601908065915,1.002601908065915,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_FL_A3-4_B1-2-5,T1,12,FL,Florida,A,3,0.5,122201,1690494494290487,2,1690465249290487,100,2763450.7412479427,12425876,478,5781.277701355529,99,27913.64385098932,0,1381725.3706239713,0.0,PASS,98,1,0.0,1.0031479538300105,1.0031479538300105,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_FL_A3-4_B1-2-5,T1,12,FL,Florida,A,3,0.5,122201,1690494494290487,2,1690465250290487,300,1171443.4852120187,5267404,190,6165.492027431677,36,32540.096811444964,0,585721.7426060094,0.0,PASS,35,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_FL_A3-4_B1-2-5,T1,12,FL,Florida,A,3,0.5,122201,1690494495290487,3,1690465251290487,10,2888762.2674383386,12989340,523,5523.446018046537,116,24903.12299515809,0,1444381.1337191693,0.0,PASS,115,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_FL_A3-4_B1-2-5,T1,12,FL,Florida,A,3,0.5,122201,1690494495290487,3,1690465252290487,47,4270158.289670087,19200797,705,6056.9621130072155,139,30720.5632350366,0,2135079.1448350437,0.0,PASS,138,1,0.0,1.0010649627263046,1.0010649627263046,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_FL_A3-4_B1-2-5,T1,12,FL,Florida,A,3,0.5,122201,1690494495290487,3,1690465255290487,300,1672232.4371472064,7519205,260,6431.6632197969475,51,32788.87131661189,0,836116.2185736032,0.0,PASS,50,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_FL_A3-4_B1-2-5,T1,12,FL,Florida,A,3,0.5,122201,1690494495290487,3,1690465253290487,84100,2899208.3757443684,13036311,459,6316.358117090127,81,35792.69599684406,0,1449604.1878721842,0.0,PASS,80,1,0.0,1.006027397260274,1.006027397260274,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_FL_A3-4_B1-2-5,T1,12,FL,Florida,A,3,0.5,122201,1690494493290487,4,1690465256290487,10,2610610.4340931186,11738628,420,6215.73912879314,80,32632.63042616398,0,1305305.2170465593,0.0,PASS,79,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_FL_A3-4_B1-2-5,T1,12,FL,Florida,A,3,0.5,122201,1690494493290487,4,1690465257290487,47,2722826.4284013724,12243208,462,5893.563697838468,89,30593.55537529632,0,1361413.2142006862,0.0,PASS,88,1,0.0,1.0005414185165133,1.0005414185165133,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_FL_A3-4_B1-2-5,T1,12,FL,Florida,A,3,0.5,122201,1690494493290487,4,1690465258290487,84,856153.4608753492,3849700,139,6159.377416369419,31,27617.85357662417,0,428076.7304376746,0.0,PASS,30,1,0.0,1.0072463768115942,1.0072463768115942,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_FL_A3-4_B1-2-5,T1,12,FL,Florida,A,3,0.5,122201,1690494493290487,4,1690465259290487,100,291641.71437635296,1311369,50,5832.834287527059,12,24303.476198029413,0,145820.85718817648,0.0,PASS,11,1,0.0,1.0101010101010102,1.0101010101010102,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_FL_A3-4_B1-2-5,T1,12,FL,Florida,A,3,0.5,122201,1690494493290487,4,1690465260290487,300,2756895.5405343743,12396400,445,6195.270877605335,88,31328.358415163344,0,1378447.7702671872,0.0,PASS,87,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_FL_A3-4_B1-2-5,T1,12,FL,Florida,A,3,0.5,122201,1690494493290487,4,1690465261290487,501,955550.1711376313,4296638,130,7350.385931827933,26,36751.92965913966,0,477775.08556881564,0.0,PASS,25,1,0.0,1.0038610038610039,1.0038610038610039,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_FL_A3-4_B1-2-5,T1,12,FL,Florida,A,3,0.5,122201,1690494493290487,4,1690465262290487,502,801252.4005818013,3602837,49,16352.089807791865,8,100156.55007272516,0,400626.20029090066,0.0,PASS,7,1,0.0,1.0261780104712042,1.0261780104712042,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_FL_A3-4_B1-2-5,T1,12,FL,Florida,A,3,0.5,122201,1690494492290487,805,1690465263290487,79,353242.0884256049,1588356,140,2523.1577744686065,34,10389.47318898838,0,176621.04421280246,0.0,PASS,33,1,0.0,1.0024690598128392,1.0017889087656529,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_FL_A3-4_B1-2-5,T1,12,FL,Florida,A,3,0.5,122201,1690494492290487,805,1690465264290487,93,413090.08137551614,1857463,134,3082.7618013098217,26,15888.080052904466,0,206545.04068775807,0.0,PASS,25,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_FL_A3-4_B1-2-5,T1,12,FL,Florida,A,3,0.5,122201,1690494492290487,805,1690465265290487,100,426731.110198879,1918800,131,3257.4893908311374,27,15804.855933291814,0,213365.5550994395,0.0,PASS,26,1,0.0,1.0019120458891013,1.0019120458891013,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_FL_A3-4_B1-2-5,T1,12,FL,Florida,A,4,0.5,122201,1690494491290487,1,1690465241290487,10,1318159.3559104253,5927113,216,6102.589610696414,37,35625.9285381196,0,659079.6779552127,0.0,PASS,36,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_FL_A3-4_B1-2-5,T1,12,FL,Florida,A,4,0.5,122201,1690494491290487,1,1690465242290487,47,2348495.975196595,10560029,402,5842.029789046255,77,30499.947729825908,0,1174247.9875982974,0.0,PASS,76,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_FL_A3-4_B1-2-5,T1,12,FL,Florida,A,4,0.5,122201,1690494491290487,1,1690465243290487,84,2342209.985002919,10531764,387,6052.222183470075,84,27883.452202415705,0,1171104.9925014596,0.0,PASS,83,1,0.0,1.0051948051948052,1.0051948051948052,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_FL_A3-4_B1-2-5,T1,12,FL,Florida,A,4,0.5,122201,1690494491290487,1,1690465244290487,100,3208474.3652172787,14426928,500,6416.948730434558,98,32739.534338951824,0,1604237.1826086394,0.0,PASS,97,1,0.0,1.0025062656641603,1.0025062656641603,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_FL_A3-4_B1-2-5,T1,12,FL,Florida,A,4,0.5,122201,1690494491290487,1,1690465245290487,300,1034794.9686727823,4652963,157,6591.050755877594,32,32337.342771024447,0,517397.48433639115,0.0,PASS,31,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_FL_A3-4_B1-2-5,T1,12,FL,Florida,A,4,0.5,122201,1690494494290487,2,1690465246290487,10,708522.3926042744,3185876,116,6107.951660381676,30,23617.41308680915,0,354261.1963021372,0.0,PASS,29,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_FL_A3-4_B1-2-5,T1,12,FL,Florida,A,4,0.5,122201,1690494494290487,2,1690465247290487,47,1497972.7117857123,6735645,252,5944.33615787981,43,34836.574692690985,0,748986.3558928561,0.0,PASS,42,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_FL_A3-4_B1-2-5,T1,12,FL,Florida,A,4,0.5,122201,1690494494290487,2,1690465248290487,84,1772701.5091500517,7970965,289,6133.9152565745735,59,30045.788290678844,0,886350.7545750259,0.0,PASS,58,1,0.0,1.002601908065915,1.002601908065915,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_FL_A3-4_B1-2-5,T1,12,FL,Florida,A,4,0.5,122201,1690494494290487,2,1690465249290487,100,2763450.7412479427,12425876,478,5781.277701355529,89,31050.00832862857,0,1381725.3706239713,0.0,PASS,88,1,0.0,1.0031479538300105,1.0031479538300105,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_FL_A3-4_B1-2-5,T1,12,FL,Florida,A,4,0.5,122201,1690494494290487,2,1690465250290487,300,1171443.4852120187,5267404,190,6165.492027431677,46,25466.16272200041,0,585721.7426060094,0.0,PASS,45,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_FL_A3-4_B1-2-5,T1,12,FL,Florida,A,4,0.5,122201,1690494495290487,3,1690465251290487,10,2888762.2674383386,12989340,523,5523.446018046537,86,33590.258923701615,0,1444381.1337191693,1.6119751097437059e-16,PASS,85,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_FL_A3-4_B1-2-5,T1,12,FL,Florida,A,4,0.5,122201,1690494495290487,3,1690465252290487,47,4270158.289670087,19200797,705,6056.9621130072155,143,29861.246780909703,0,2135079.1448350437,0.0,PASS,142,1,0.0,1.0010649627263046,1.0010649627263046,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_FL_A3-4_B1-2-5,T1,12,FL,Florida,A,4,0.5,122201,1690494495290487,3,1690465255290487,300,1672232.4371472064,7519205,260,6431.6632197969475,54,30967.267354577896,0,836116.2185736032,0.0,PASS,53,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_FL_A3-4_B1-2-5,T1,12,FL,Florida,A,4,0.5,122201,1690494495290487,3,1690465253290487,84100,2899208.3757443684,13036311,459,6316.358117090127,108,26844.52199763304,0,1449604.1878721842,0.0,PASS,107,1,0.0,1.006027397260274,1.006027397260274,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_FL_A3-4_B1-2-5,T1,12,FL,Florida,A,4,0.5,122201,1690494493290487,4,1690465256290487,10,2610610.4340931186,11738628,420,6215.73912879314,92,28376.200370577375,0,1305305.2170465593,0.0,PASS,91,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
