analysis_species_id,analysis_species_name,v01_scientific_status,v01_class,v02_class,v01_reason_code,v02_reason_code,class_changed,change_explanation,semantic_attribution_status,confirmed_native_outside_North_America,transcontinental_circumboreal_global_extension_flag,transcontinental_semantic_role_v02,relevant_frozen_level3_external_evidence,frozen_outside_North_America_level3_evidence,frozen_other_NA_extension_level3_evidence,v01_classification_sha256,v02_classification_sha256
172147,Quercus chrysolepis,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,BORDERLINE_MEXICO,BORDERLINE_MEXICO,CONFIRMED_NATIVE_MEXICO,CONFIRMED_NATIVE_MEXICO,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,MXE:Mexico Northeast;MXN:Mexico Northwest,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
172244,Quercus coccinea,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,PASS_COARSE,PASS_COARSE,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
172538,Quercus douglasii,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,PASS_COARSE,PASS_COARSE,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
172621,Quercus ellipsoidalis,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,RETAIN_USCA_AUDIT,RETAIN_USCA_AUDIT,CONFIRMED_NATIVE_CANADA,CONFIRMED_NATIVE_CANADA,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
172635,Quercus emoryi,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,BORDERLINE_MEXICO,BORDERLINE_MEXICO,CONFIRMED_NATIVE_MEXICO,CONFIRMED_NATIVE_MEXICO,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,MXE:Mexico Northeast;MXN:Mexico Northwest,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
172644,Quercus engelmannii,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,BORDERLINE_MEXICO,BORDERLINE_MEXICO,CONFIRMED_NATIVE_MEXICO,CONFIRMED_NATIVE_MEXICO,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,MXN:Mexico Northwest,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
172729,Quercus falcata,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,PASS_COARSE,PASS_COARSE,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
172843,Quercus gambelii,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,BORDERLINE_MEXICO,BORDERLINE_MEXICO,CONFIRMED_NATIVE_MEXICO,CONFIRMED_NATIVE_MEXICO,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,MXE:Mexico Northeast;MXN:Mexico Northwest,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
172855,Quercus garryana,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,RETAIN_USCA_AUDIT,RETAIN_USCA_AUDIT,CONFIRMED_NATIVE_CANADA,CONFIRMED_NATIVE_CANADA,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
172866,Quercus geminata,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,PASS_COARSE,PASS_COARSE,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
172875,Quercus georgiana,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,PASS_COARSE,PASS_COARSE,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
172964,Quercus graciliformis,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,PASS_COARSE,PASS_COARSE,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
172990,Quercus gravesii,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,BORDERLINE_MEXICO,BORDERLINE_MEXICO,CONFIRMED_NATIVE_MEXICO,CONFIRMED_NATIVE_MEXICO,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,MXE:Mexico Northeast,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
172998,Quercus grisea,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,BORDERLINE_MEXICO,BORDERLINE_MEXICO,CONFIRMED_NATIVE_MEXICO,CONFIRMED_NATIVE_MEXICO,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,MXE:Mexico Northeast;MXG:Mexico Gulf;MXN:Mexico Northwest;MXS:Mexico Southwest,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
173053,Quercus hemisphaerica,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,PASS_COARSE,PASS_COARSE,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
173145,Quercus hypoleucoides,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,BORDERLINE_MEXICO,BORDERLINE_MEXICO,CONFIRMED_NATIVE_MEXICO,CONFIRMED_NATIVE_MEXICO,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,MXE:Mexico Northeast;MXN:Mexico Northwest,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
173293,Quercus ilicifolia,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,RETAIN_USCA_AUDIT,RETAIN_USCA_AUDIT,CONFIRMED_NATIVE_CANADA,CONFIRMED_NATIVE_CANADA,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
173302,Quercus imbricaria,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,PASS_COARSE,PASS_COARSE,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
173316,Quercus incana,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,PASS_COARSE,PASS_COARSE,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
173428,Quercus kelloggii,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,BORDERLINE_MEXICO,BORDERLINE_MEXICO,CONFIRMED_NATIVE_MEXICO,CONFIRMED_NATIVE_MEXICO,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,MXN:Mexico Northwest,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
173471,Quercus laceyi,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,BORDERLINE_MEXICO,BORDERLINE_MEXICO,CONFIRMED_NATIVE_MEXICO,CONFIRMED_NATIVE_MEXICO,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,MXE:Mexico Northeast,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
173479,Quercus laevis,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,PASS_COARSE,PASS_COARSE,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
173587,Quercus laurifolia,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,PASS_COARSE,PASS_COARSE,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
173674,Quercus lobata,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,PASS_COARSE,PASS_COARSE,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
173795,Quercus lyrata,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,PASS_COARSE,PASS_COARSE,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
173817,Quercus macrocarpa,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,RETAIN_USCA_AUDIT,RETAIN_USCA_AUDIT,CONFIRMED_NATIVE_CANADA,CONFIRMED_NATIVE_CANADA,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
173863,Quercus margaretta,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,PASS_COARSE,PASS_COARSE,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
173871,Quercus marilandica,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,PASS_COARSE,PASS_COARSE,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
173929,Quercus michauxii,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,PASS_COARSE,PASS_COARSE,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
173948,Quercus minima,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,PASS_COARSE,PASS_COARSE,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
174020,Quercus muehlenbergii,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,BORDERLINE_MEXICO,BORDERLINE_MEXICO,CONFIRMED_NATIVE_MEXICO,CONFIRMED_NATIVE_MEXICO,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,MXE:Mexico Northeast;MXG:Mexico Gulf,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
174037,Quercus myrtifolia,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,PASS_COARSE,PASS_COARSE,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
174075,Quercus nigra,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,PASS_COARSE,PASS_COARSE,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
174136,Quercus oblongifolia,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,BORDERLINE_MEXICO,BORDERLINE_MEXICO,CONFIRMED_NATIVE_MEXICO,CONFIRMED_NATIVE_MEXICO,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,MXE:Mexico Northeast;MXN:Mexico Northwest,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
174176,Quercus oglethorpensis,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,PASS_COARSE,PASS_COARSE,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
174226,Quercus pagoda,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,PASS_COARSE,PASS_COARSE,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
174242,Quercus palustris,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,RETAIN_USCA_AUDIT,RETAIN_USCA_AUDIT,CONFIRMED_NATIVE_CANADA,CONFIRMED_NATIVE_CANADA,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
174411,Quercus phellos,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,PASS_COARSE,PASS_COARSE,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
174518,Quercus prinoides,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,RETAIN_USCA_AUDIT,RETAIN_USCA_AUDIT,CONFIRMED_NATIVE_CANADA,CONFIRMED_NATIVE_CANADA,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
174902,Quercus rubra,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,RETAIN_USCA_AUDIT,RETAIN_USCA_AUDIT,CONFIRMED_NATIVE_CANADA,CONFIRMED_NATIVE_CANADA,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
