synthetic_species_id,world,support_seed,abundance_seed,true_support_cells,support_index_sha256,latent_abundance_sha256,positive_abundance_values_sha256,observed_abundance_A_sha256,observed_abundance_B_sha256,manifest_regime_rows_expected,manifest_regime_rows_exactly_matched,support_shared_with_pair,positive_abundance_histogram_shared_with_pair,split_assignments_sha256,observed_abundance_reconstruction_basis,identity_gate
SYN021,STRONG,341760794,3200896814,161,ad0293572d61560d2c01070f59aa81e51658af59bdb46e48f0eadd86eb90d9f2,64723aefb706c9448e45f500e3546792bb79b242f082609a8b2bc4770247c620,d050b638a7965c8a65397c13b1ed2d836d6d95ef585a797f9a0149bd1d100e02,74b04ea0ae5076dfc221d5b1d7978d250cef1de9bd17fd5f394d379b115f4bb4,dbe1c647c76ed9a529551e381f982800ee52c96ee56783328c6916d10df1d41e,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN021,PAIRED_NULL,341760794,3200896814,161,ad0293572d61560d2c01070f59aa81e51658af59bdb46e48f0eadd86eb90d9f2,d8d514b9ebab9aaa612ea0f2c7d67d1e42a9852b7d8f7685ca85682a8ecf04a8,66d4d843c43ad1978ed907e3bca2334057be0c63ebf8ef7a68c3672544697fd2,7afdac803b3604c28a54792442a06721aa06c4ea1902de47a1329869d034f772,cf8f5f074a1d3f625d8f399dcd555d53682efd9bbf0df1e2243bc3f4da9c71c4,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN022,STRONG,1144285489,1942023043,168,f073323fdee86c8e4e516bdc8cdf9e41ec54757d83c0f1239b045dd48f7fa3af,7f531f8d0a33653b4b2b8ce0e6dd5496f314ac70e3606a7936c8167208d51111,c0b47c9a66082aaf3a61d2ac12cadc0a9dc7c539920523c7a9d70648c1d32a82,f8d6049c5669f8dbf015d85246c9464a24b2430ce8dfd5082435b7d633110b37,cf0c5a18fb11ed9676d7a00d4dc78d4b8bacd800feb5654e010abee92a51e579,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN022,PAIRED_NULL,1144285489,1942023043,168,f073323fdee86c8e4e516bdc8cdf9e41ec54757d83c0f1239b045dd48f7fa3af,1db749033cafedf0de6454be30d11763dfd8df57737bf54c71a427c5d5a8bc45,c75aa35d9c76de3a0b26df28726eae735fa7ddb12333b139426fc9d04358f86a,950ca0bb61b4a0ec34da859c2fddcbcbc8318519597d4e877cb5a88b333263d6,37c5f6a5c3508e1f3d9eee31646943e82d9bf7f0fa5945b371c797bc037d0935,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN023,STRONG,753815702,3207569362,170,53ff077680bccd8e9127b3dd8b65e7a663d347b3d7c95caa06d3e561924d2e69,cfecf51f14e4ab43b0d538f9f573f5879f43af18518267215114bc700b7efe65,40f29e7c95a819fbfa0a63e86a88933bd958c38c281d289a95a2b84aaf2ae392,e845e42df7ff0c1113950d8d379f9e686b1bf6ef0fc3192ab94cd8a68739f748,b0dbafd1f84637977d7a5cc88f6b39de7a36e7181a8a60edf461fd364121418b,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN023,PAIRED_NULL,753815702,3207569362,170,53ff077680bccd8e9127b3dd8b65e7a663d347b3d7c95caa06d3e561924d2e69,f402ef59d301be65ecc9858ca55590551c1480e3e0696e46f1282adc937b6474,40f29e7c95a819fbfa0a63e86a88933bd958c38c281d289a95a2b84aaf2ae392,b40d31edd200ae683dc6c203c34fce703ee473257892031fad531a0806cd9ba8,738641e07fa921a9ee4546fda2b65fe243982c10f81f369e6e2c8dc3da20ec19,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN024,STRONG,721748862,111110142,75,a0a9a5e2aae1b7c329cb73a07e60a3617c391e05714a35184a18cccee52e9d4b,b522424c2345074927df4b613241ede08bc6a8e326b5aa83fc0e5d4fe682aa93,fedce784591d42787b437ab1cedbd40ec79fe13a8ed712ab6c82e35b67012540,90792d5a558bf81a865bf3cb70bd21dd69eb2506edff3b17a20f45f3fd3e6d62,66b783c679b54014621925bf84212a76232bd4130bead5b2dc0abeb68075179a,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN024,PAIRED_NULL,721748862,111110142,75,a0a9a5e2aae1b7c329cb73a07e60a3617c391e05714a35184a18cccee52e9d4b,f85dac2434992e733a70bfed011d777d881f71639d457059b191ee6e5ba1f96c,e12d82dcc3bd3fbe24d593fed38d05d8d2521fcdbe8ef0fe763ad939b44ae199,16e4ead4034139d8edf41daef8b31b5bb6d9a6785a8a31dd0304b6f1683b1704,ba8bb7f72e1c7d7af0c4b5dc77fa9f41537f3cfaf13875cc4b6f64ea04a76082,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN025,STRONG,1864860273,3397928431,133,4a9686373382f90dbf5883aac600b85d77e81f76062e886464a1bd5f7a05e4f9,3e114c95bf0917078e6df747a9bbc0627c78f99c027cb0d10b9c4401ff5d86c6,5dd63833a15f0eeb37256530e6d17b19d9b33edbba0f4a04712be0806b88207b,184732b65aa4883f80bc615f808829804e2d0bfb232c1b93a0d191568d7cf11d,692e7b3a58e0662588e4efdb2e1a6d5299bfaf14c4c4b3e4ee2a658385391c1f,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN025,PAIRED_NULL,1864860273,3397928431,133,4a9686373382f90dbf5883aac600b85d77e81f76062e886464a1bd5f7a05e4f9,ac45858c84fa2fda522408e1fe39d2fbb95f873d2304c5d53e80335c385ab51a,893f7a7ebdf027ad5e6fcb1d7968bc95afcbd86716cff83db6d1e0d240e2da84,a8e377590693f3ecc49c706f16afdb73ea69b0d498739ad6b6898a4e043d9738,1ddd939f7a50f1097b38ac58890c6fd21614dbda107c4ec520febe26bd9d7647,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN026,STRONG,2962220565,2191023366,133,770b9d91445f46c46c3752dcef05b2fda753cecae8229d0dc48de9485b9a9418,09574576c588a7b4ba0311e922547a50fb02098b20f7bc56ada388e773cff956,4249af5ab1e1eae70abc1dcd2e816e7cbaaac6a9a9621ac0b93df16bac92fa82,461a58ccff7ea32347b4bfb605ad5776d5e23b60b5bba82995d78e22be91f08c,02e07bc1f801d68731592af45ac664c0c843784cffe3b1cee3665fb098f159d8,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN026,PAIRED_NULL,2962220565,2191023366,133,770b9d91445f46c46c3752dcef05b2fda753cecae8229d0dc48de9485b9a9418,2dcf3c9b0235a738de50d70a6b5182fc769b6e1f665a9013b47a87ffb7f1cb31,4249af5ab1e1eae70abc1dcd2e816e7cbaaac6a9a9621ac0b93df16bac92fa82,bac8e5583462218281a1f765931233810ac23092d81399b8151d9a1dd98eafed,f5773e338ce6c8112a4741c3e374993b27fa63b626560a6e3a51da4ec162f0a8,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN027,STRONG,2926481475,3608662,147,233029de825af4ef46f66c249528ab358f2a0ef9d4230e697aeb0addcf900a77,24e4b8a68cc3ad6bd26a8e4ab48411929a5046528baf2690a82dbba0da7de555,4eba34535a543b9610d1db70895d184c02164971f7c9a288a56774813a8bad70,8cda91e1e09a233463da184440ce23b1ac8664643787e6eb69548b256073b2d3,7a6da17247f20f3fead10449c2e0e6ed2024650139dcf0999ebfdea8802ec458,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN027,PAIRED_NULL,2926481475,3608662,147,233029de825af4ef46f66c249528ab358f2a0ef9d4230e697aeb0addcf900a77,ca6585b0e489c707fc87eeb03e39e13bddc3fb305bb26401928eb4960f3d27a0,54c2ef11c82a3b87c6912a7e10517a1d596126c91082c39cd589be81571ce037,c256cc2ee1db55810564374c6b736564ad70324dccbfb58ec3777d85ca3a4836,c4dbee5002795eb33199acdb6ad70c79224a8e6be8e15c082a9f61dee4b886ea,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN028,STRONG,3162347907,1494820958,175,95e6223cc855f28124f0da57f8159b4eeb223302089f219448c487f894b0d7e2,c9889c41e0ec8b1e5356a61668acc413e3dbe6559cd678ca5bd473e4d6c0c6c0,3cf5c8c888d756f8e737a46f457bf9f42f101fcf6169101a73c6b9745fae53ef,75a0eff543f6168dec264fd56ad6cb9b47353560138407a21f47812089310845,225bd217477e80dce16f58268f7a9be6561b288107f6d538c5f956e39547c6f8,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN028,PAIRED_NULL,3162347907,1494820958,175,95e6223cc855f28124f0da57f8159b4eeb223302089f219448c487f894b0d7e2,d754bc581b3a01eb9d8fadce263ffde630a89aeb229956df300d2b8b2000bf4b,3cf5c8c888d756f8e737a46f457bf9f42f101fcf6169101a73c6b9745fae53ef,9c0a9f309757cbd5947c0d6b7e4b0278bb55601d8bf39894327c635c38c3b73c,09035cfc0799bb06bae626c878abc079f66c56b2a7d2a9df1d5ae356284b4632,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN029,STRONG,2825333230,4209931757,136,3143ab4da8e31f08092f4ae82404227186d1e96e2a1067480ce23b00fea38713,e1043bd83dbaa1b593bb331216a7eebbfa0ae312969c0c3040d523608a9fe89f,897c2cf88efd8c132608dbf6163816dd7819ee0b92a9fb0e196ac683a79ad8d2,2c5116c1fadaa0487dcfbbe05d0576874089f5dcb1fd6ccb3a55cfa2ef5930ac,f6445f01a48ab51897b1b4bc0ac5cbce089849c27ebf00f2aeead95f6136a32c,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN029,PAIRED_NULL,2825333230,4209931757,136,3143ab4da8e31f08092f4ae82404227186d1e96e2a1067480ce23b00fea38713,38c52581b298beca6ffc387a71a0405bcdb1735590a054b7ff17bd6572b33b3c,06d6b4a0cceea2d0b3421bea03e391caa77a83de4f2a676709be75e842c18288,265d493617c5afcf068bbfffc9fbcd9052dbb65cd901fe26efc2ba86372ecab5,63f374feabcbb1b4612b7ae30fa37db9b371db8235eeac27680744b9089f806d,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN030,STRONG,1498368755,3935519246,88,ca618348b1112d5b23b9df268626c8a8d336bdd276c109185784d45ab727c03b,42d94a6211e0351f015d4b52ce9348e4ccbc931afeec748ff959370ed15b5c6f,d1681a6be3ebde1eaa7c639555c8d5cb0f1f65eb77cfc4bb9149909ea356deb7,f4661844830d796df7bffe3f8649017f9e10f0a6dd210bd0a90817a4f7e21906,58e9fd605acff248de1d62677e00b9e378bed2f6aa573f62601a3a8bae0b97af,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN030,PAIRED_NULL,1498368755,3935519246,88,ca618348b1112d5b23b9df268626c8a8d336bdd276c109185784d45ab727c03b,6b0516d705113e9e9d4a2a78b7dc4a06c31045eaa3796d920791b7575311a337,d1681a6be3ebde1eaa7c639555c8d5cb0f1f65eb77cfc4bb9149909ea356deb7,0db7461435fecb8da5743487d3d9412769f132441c6aa786f3c6a5268b31f614,c6613760e0cff8987a39690c0f14020a338bc4e391aa5e9131f73e98068f1278,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN031,STRONG,1209077251,3132043841,87,ee405e797c979dd9f7ec8307cf4fedb0ac17cc1406cd7c491a57a19fb3cbb75b,fe97f6c07905882b0a863c0990fa94ce18e5586d65b709e89954ba60a5fef3ce,5fe7a39c31a3f7d65361121e8ac9b6b3ad428849ca9f13d515045bcee98e9b1f,8098e96ae5253c62f978736e55dd460fc49c4875c8d7a939e12f832922079ba1,45b75096d01c4dcf92a3cbfbd121cad4a6588dc2803ad1a919405694f8fda75d,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN031,PAIRED_NULL,1209077251,3132043841,87,ee405e797c979dd9f7ec8307cf4fedb0ac17cc1406cd7c491a57a19fb3cbb75b,e314a154d346291e787a1e78f7e84afcdb2f9e63b09e31ae575906b260bc037c,1594d42c692a4e1917c3e693bb6dddfdc3389b57c15cc5edd4830d805362d616,d2eb1beee9b092cef28e0fdac57e1aad151b72aed1d78b867a1c1d226cd8e946,fe205bd698ec36e89753220a590f64537628c2529bf335444c86998b25534f3a,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN032,STRONG,49759031,700033754,169,6df988dd467354c9fc3ae9ac916dc58f3678d5f687d8075c2074dd62d7e0000b,806c4f0fa370edb93450a2a5101e4906df9107fb61a861b462cce9cd93986c35,91a2b27010b487957da2162c0dc4a50a1748913055cffbd74d1a52f0abcf3714,4b2ddf5d5e06c67cfd6b1a80423e704ca13f706b61dd4b476e88953761a7dd37,e97c0ef6d484ba66a88b2cf9361a8e83cd1aa664d34781f164c865ac169b2472,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN032,PAIRED_NULL,49759031,700033754,169,6df988dd467354c9fc3ae9ac916dc58f3678d5f687d8075c2074dd62d7e0000b,74986e3ec709a5d7d1699c02901ae81f521c88891066378ce569331726ca1a01,91a2b27010b487957da2162c0dc4a50a1748913055cffbd74d1a52f0abcf3714,bc1e69f17586f57ea0f751d736319096260f28fa11f5f9adb6f2e6d9335b5b0f,d01afb59ab72899bb46e778d7ce2456860313fd850756c664cc99f79997db7d2,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN033,STRONG,3421044393,2898540953,148,97ad99a00d786609a560010bff22e7ff66b10492b4d4a5cf9ea7a79f04e13c82,e460b4789878fe81a6ad9e389e11b128916ec75bc11022110d5e03e59735aeb4,a7624b4e69fc7c8f96c117a78a4e263b7a0ff273b4a7d40cae4c158afb1f4598,6dd450088340ecf0199e005a2165970be00a6e90191786bf79f31b65580277e6,60432ad66e3f8af85e809dac04358dc102e33a6dc2ddc09fff72e90192c02200,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN033,PAIRED_NULL,3421044393,2898540953,148,97ad99a00d786609a560010bff22e7ff66b10492b4d4a5cf9ea7a79f04e13c82,d5338909fb8811b2d3952575b05bfc17e0d6b06f98090842d8d6beba6e28a1af,d6bb5268e0b63ec0d0737d2afd3a6d038c34da420f888116ff9443cc03606f0e,63d218706b9fa76781df474e19c0b18ba76acbb55c33918b460981f364f07d9c,d8c8c20ac4185179d7a9891872bbc077a3acb5dc4a3697fb22345657ccb537df,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN034,STRONG,296734496,2351021460,118,d0aee3df7f69be2eb619861d4ab928e9b84ad20a3d1a22c995164b0af0fa700e,5a3427b8b0343f98bac229270d161087f09e5b364b7f7fda89077af44b5fc9d9,9610dac6ba62706926481cf9bc3fe744e3acfb4ac749caa72e9a5b9d06a00474,799f2d5a4f736ebec3ad76cd6302cedbd274e8d270a1f04f29eea87806283d4f,89725a7cb99ca960b76c5ec95853f95d46c831e384a089ba49dfd52dd725959b,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN034,PAIRED_NULL,296734496,2351021460,118,d0aee3df7f69be2eb619861d4ab928e9b84ad20a3d1a22c995164b0af0fa700e,a42aae168124833dec45b621ee4ad69cbb4b278e7ad432302041271a7d205810,db8274c90db821eb90a01b368cf5f7e14fa80f7de869036d6134bba86a52ddab,06449c284badbae3ec745937101a580a4b9af50b7884ce79c822f2844f1189cb,0fc3a91355bbbf9915d970d4b4caaf85f120bbf9e3d97b40207f71fb5b93736c,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN035,STRONG,1449811287,3752119436,136,348085afdefd8244e27c1d9ab5ce762bd9f1067feb7f0d07c1aa273cc9eaab01,9b1effdf74e301c16d9b0962743a3a7b5ba252dc9b0267cd1d9de4dbf6d3ece0,069bbc96aef890ca3c7af305cc23bf314bc5906914731b45897353ec539dcfa8,ee77fcf9a6ca8c86986ada6c16557530f588213861d59aca912fcea4f86e3edf,282c281444147a8b14d53de74167fc8567fecc6fe22b3adbbede5f279410a728,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN035,PAIRED_NULL,1449811287,3752119436,136,348085afdefd8244e27c1d9ab5ce762bd9f1067feb7f0d07c1aa273cc9eaab01,dfeaa37a8ea568bbb8b728b41a1fe05f20bae832dde7a7e93d831f4c153f589e,069bbc96aef890ca3c7af305cc23bf314bc5906914731b45897353ec539dcfa8,1f98adc9d46d78f86aa1b609ef4b133711802125e77a7ec66658f76616b0f971,da2514ba851ee44e585864805ef0ec7cf78216eecdf9964a9765090cb59d40ec,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN036,STRONG,3428239465,3008055081,129,fb0cdfbc620d95507911d6bf749ce3611dba2f7a467c811b3779643b3ad58dc8,0f0c7929f0674f190b409ceabb3ff28b7209bdf5de2888788efb6000241b5ee1,e7a0a585f8d020c696cd8021465f03ac70fe189102c0bb8802e95a0a14e29451,07b376fb86b987e57c27e649156ba14aa12f4bac2c4bbe1dbf73be6ded034f92,802ebed86e2006b94acb339ed7e309032dbeb4c139ba48900ec41f1e8f939d68,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN036,PAIRED_NULL,3428239465,3008055081,129,fb0cdfbc620d95507911d6bf749ce3611dba2f7a467c811b3779643b3ad58dc8,968770eedcaee86b50f26c8457a62283d8798fade3d965c1252781398e1d1941,e7a0a585f8d020c696cd8021465f03ac70fe189102c0bb8802e95a0a14e29451,06be6a7ff4744f0a6e07e3d3f4484af9af44b9adf1a9e6d9a8f2cc794058aa87,f07c0ee0589257b7469653e6834d84046153605242e632ddc9465a8ad148102e,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN037,STRONG,1948399054,3834302305,63,c8a91faa59cc9b6b778a6e1c904a30da25feae5f175bbcdca4527b090c46180d,fa4ba8b7d54ebcbc061e142cc2b4ba7adb593b729e7714954c6ff4a513fb899b,19193d94c318f30600cb9bb3280c817976091c937fdefa403e70034f5b8414ad,76f8601dc875ba2e6ea9d5b25786f0d9bd00e189aa216f35733dce15ac3d4306,3825c4b910e4a36c23585928ad695fd551b24f8baae933d0ff50071f82622dce,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN037,PAIRED_NULL,1948399054,3834302305,63,c8a91faa59cc9b6b778a6e1c904a30da25feae5f175bbcdca4527b090c46180d,1cfb2ae9f21bbced02363580fccdd1c619fcd60823356c58d26566411b7e6919,0248bbbc8e5d20394eb3fbfd85a639b296b450ce6fb0739343758ef085de5d08,e65b29e0d7b356ae2aaf2f33dc4c6432c6a4852ab8586a7eb5ff1e06c913b155,f2428fd7fe1199a095874189e624582239b8162b718fe3d07369ded967184485,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN038,STRONG,833082116,935523604,93,84e0f4a044e2166a98461f4d338ab2ad9121147e12a95c4b70373b833ff17cc5,dfc38c4743835ffd71fbbf411779ca87a34e630c9f7e19896e259446f4b76b00,3c63e0b4fbe8ecd2ab783245fdab4d0e8ab3c10b1ae0d643ef1d5698fbb13211,772b6ad22f207cb8e402c8945c158517cc6692f7d9633294407750c788512349,778359dd0b934bc508b679ff00eb0adeb82e230f5f6d76d209144c2c86da94f3,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN038,PAIRED_NULL,833082116,935523604,93,84e0f4a044e2166a98461f4d338ab2ad9121147e12a95c4b70373b833ff17cc5,ea37f1e1fcce8141738b13ee97b1e527f72ce2fd8b362144950aa4386e35d52a,0161db74b26d7de6f4f203def1576c1d17e731976d4b217d3b3a4017a3093375,7681ce804d844b68a8938fa9478ff40a1b1fdd71d27b33a8c4565fa3a7534380,ec19b27679aa2e9350225c4c3f96c71af8b10734d269ad2e54c088e30118d50c,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN039,STRONG,2849724746,668856801,134,4a0f65280fbd139c6161830c9ac07a1f30c4f915c8060592b4ac1a1e00230e35,a37a33fa13ff77f77974c5e1dad7f3af4ddcfbfd11da0564d3880e3987d64e06,e60d9e671b8b484e21eb6a81c85ff7628504dd2a0dba25b3f4c66aec2a19aa68,3ee54986da41b5a121cb7d4ed4440688a9bd7b14b14907c5dfc90fee3c09d62d,e2e564814606a5ffd5a2434c9e9c4e77e1b242b0b670d3bbc126b266fa7eaecd,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN039,PAIRED_NULL,2849724746,668856801,134,4a0f65280fbd139c6161830c9ac07a1f30c4f915c8060592b4ac1a1e00230e35,232b881d9545b0debefc586f0d59b3eebc0c9f91dae1b2277c4d852d5d3f22c6,cfb12d00deebe0e41df15c4cd63b62acbfcd87eee4a0ffd6b2ae6836a202ddb7,ac1ce43b125578cf473d388e1d7ae8082a826681663e41492bfb192ce199e0a5,5d16c9ef5dca210b306c9f5731962fc184b16cd019a90a9f07eff2534b9fef0a,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN040,STRONG,516908945,3942901228,91,5308f364bca18125548444330cf5e33c2810ba4cb9cae68c29bc02505b4c6065,bb674fe2ad116636b5c73dd570a528de038149621a78a57e44e86ea70d2e95de,510aaa56aaf48e123c40fc42489798bfc59ba6117b08756864e123601d2a9fec,8c8a84928ff1b8dfc21edce36f2d2dc32a05c06be26ef64640fe9f8e2421cb5c,96a578c1c142e193e074150a0453094967e6ace65dae9479caa70de14fb9ce99,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN040,PAIRED_NULL,516908945,3942901228,91,5308f364bca18125548444330cf5e33c2810ba4cb9cae68c29bc02505b4c6065,e995e26c4611dced59508e06132c39a885bc835074b2914295f8ede578784f32,d2bd44d99b8b69021cc35b8f3502b5c25e080a5e80613490f09a07411c6c518c,bcadd9871dca3c90ac56c900b73cfeddff5451da4d6acac8e383853b36f237ba,02d19edff225af602f13cb5401df980390aaa0c2e0ef8c5c4636a8379ea55858,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN041,STRONG,3669149931,499453673,62,3fb677c70dee3a459e24597ff223db81df777e5d9eafa5ce8d5076a591cc2b1a,10299d192b16cc82534ee94e7ce98995a1474937aaaaf3ad7acef49242bc1378,a811e13e9d1a985102b6712aee3b3b6731289a13a6937e28b7dc72ba98a81ce5,6cd2d4bdd7829658cf5b37d45378d83968c793a8dabd60113a4a091ed1e7c84d,c63d7843c28243a2babd2d37d85d663607c973914a67333b587fcb7f23431c41,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
