analysis_species_id,analysis_species_name,component_fia_codes,component_fia_names,dbh_component_code_count,drc_component_code_count,diameter_basis_composition,diameter_measurement_bases,woodland_indicators,dia_threshold_inches,official_large_tree_subplot_ge5_flag,main_analysis_candidate_retained_flag,dbh_only_sensitivity_flag,regional_manual_exception_status,drc_scientific_inclusion_status
369888,Fraxinus nigra,543,Fraxinus nigra,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
370006,Fraxinus pennsylvanica,544,Fraxinus pennsylvanica,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
370051,Fraxinus profunda,545,Fraxinus profunda,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
370075,Fraxinus quadrangulata,546,Fraxinus quadrangulata,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
370195,Fraxinus velutina,547,Fraxinus velutina,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
377287,Juniperus virginiana,67;68,Juniperus virginiana;Juniperus virginiana var. silicicola,2,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
377330,Juniperus scopulorum,66,Juniperus scopulorum,0,1,DRC_ONLY,DRC_ROOT_COLLAR,Y,5.0,1,1,0,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
377371,Juniperus deppeana,63,Juniperus deppeana,0,1,DRC_ONLY,DRC_ROOT_COLLAR,Y,5.0,1,1,0,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
377397,Juniperus flaccida,60,Juniperus flaccida,0,1,DRC_ONLY,DRC_ROOT_COLLAR,Y,5.0,1,1,0,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
377454,Juniperus ashei,61,Juniperus ashei,0,1,DRC_ONLY,DRC_ROOT_COLLAR,Y,5.0,1,1,0,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
377511,Juniperus coahuilensis,59,Juniperus coahuilensis,0,1,DRC_ONLY,DRC_ROOT_COLLAR,Y,5.0,1,1,0,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
377520,Juniperus californica,62,Juniperus californica,0,1,DRC_ONLY,DRC_ROOT_COLLAR,Y,5.0,1,1,0,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
377543,Juniperus monosperma,69,Juniperus monosperma,0,1,DRC_ONLY,DRC_ROOT_COLLAR,Y,5.0,1,1,0,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
377592,Juniperus occidentalis,64,Juniperus occidentalis,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
377597,Juniperus osteosperma,65,Juniperus osteosperma,0,1,DRC_ONLY,DRC_ROOT_COLLAR,Y,5.0,1,1,0,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
377678,Juniperus pinchotii,58,Juniperus pinchotii,0,1,DRC_ONLY,DRC_ROOT_COLLAR,Y,5.0,1,1,0,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
378313,Pseudotsuga macrocarpa,201,Pseudotsuga macrocarpa,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
378542,Thuja occidentalis,241,Thuja occidentalis,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
378546,Thuja plicata,242,Thuja plicata,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
378596,Taxodium distichum,221;222,Taxodium ascendens;Taxodium distichum,2,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
378623,Taxus brevifolia,231,Taxus brevifolia,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
378636,Torreya californica,251,Torreya californica,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
378988,Sequoia sempervirens,211,Sequoia sempervirens,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
379072,Larix laricina,71,Larix laricina,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
379089,Larix lyallii,72,Larix lyallii,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
379096,Larix occidentalis,73,Larix occidentalis,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
379363,Tsuga canadensis,261,Tsuga canadensis,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
379383,Tsuga caroliniana,262,Tsuga caroliniana,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
379395,Tsuga heterophylla,263,Tsuga heterophylla,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
379433,Tsuga mertensiana,264,Tsuga mertensiana,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
379633,Pseudotsuga menziesii,202,Pseudotsuga menziesii,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
379703,Pinus lambertiana,117,Pinus lambertiana,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
379708,Pinus jeffreyi,116,Pinus jeffreyi,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
379762,Pinus longaeva,142,Pinus longaeva,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
379770,Pinus leiophylla,118,Pinus leiophylla,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
379818,Pinus echinata,110,Pinus echinata,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
379820,Pinus edulis,106,Pinus edulis,0,1,DRC_ONLY,DRC_ROOT_COLLAR,Y,5.0,1,1,0,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
379837,Pinus discolor,134,Pinus discolor,0,1,DRC_ONLY,DRC_ROOT_COLLAR,Y,5.0,1,1,0,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
379843,Pinus contorta,108,Pinus contorta,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
379852,Pinus coulteri,109,Pinus coulteri,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
379871,Pinus clausa,107,Pinus clausa,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
379943,Pinus elliottii,111,Pinus elliottii,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
379946,Pinus engelmannii,112,Pinus engelmannii,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
379966,Pinus glabra,115,Pinus glabra,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
379971,Pinus flexilis,113,Pinus flexilis,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
379991,Pinus serotina,128,Pinus serotina,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
380011,Pinus sabiniana,127,Pinus sabiniana,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
380012,Pinus strobiformis,114,Pinus strobiformis,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
380022,Pinus strobus,129,Pinus strobus,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
380091,Pinus virginiana,132,Pinus virginiana,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
380126,Pinus sylvestris,130,Pinus sylvestris,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
380129,Pinus taeda,131,Pinus taeda,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
380171,Pinus nigra,136,Pinus nigra,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
380231,Pinus monophylla,133,Pinus monophylla,0,1,DRC_ONLY,DRC_ROOT_COLLAR,Y,5.0,1,1,0,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
380239,Pinus muricata,120,Pinus muricata,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
380255,Pinus monticola,119,Pinus monticola,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
380268,Pinus palustris,121,Pinus palustris,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
380272,Pinus pungens,123,Pinus pungens,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
380293,Pinus rigida,126,Pinus rigida,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
380297,Pinus radiata,124,Pinus radiata,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
380302,Pinus resinosa,125,Pinus resinosa,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
380317,Pinus remota,141,Pinus remota,0,1,DRC_ONLY,DRC_ROOT_COLLAR,Y,5.0,1,1,0,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
380358,Pinus ponderosa,122;137,Pinus ponderosa;Pinus washoensis,2,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
380406,Picea abies,91,Picea abies,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
380484,Pinus cembroides,140,Pinus cembroides,0,1,DRC_ONLY,DRC_ROOT_COLLAR,Y,5.0,1,1,0,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
380503,Pinus arizonica,135,Pinus arizonica,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
380514,Pinus balfouriana,104,Pinus balfouriana,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
380544,Pinus banksiana,105,Pinus banksiana,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
380589,Picea mariana,95,Picea mariana,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
380614,Picea engelmannii,93,Picea engelmannii,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
380618,Picea breweriana,92,Picea breweriana,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
380705,Pinus albicaulis,101,Pinus albicaulis,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
380719,Picea pungens,96,Picea pungens,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
380723,Pinus aristata,102,Pinus aristata,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
380741,Picea sitchensis,98,Picea sitchensis,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
380751,Picea rubens,97,Picea rubens,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
381057,Pinus attenuata,103,Pinus attenuata,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
381078,Picea laxa,94,Picea glauca,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
381300,Sequoiadendron giganteum,212,Sequoiadendron giganteum,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
381632,Abies amabilis,11,Abies amabilis,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
381647,Abies balsamea,12,Abies balsamea,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
381713,Abies concolor,15,Abies concolor,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
381792,Abies fraseri,16,Abies fraseri,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
381804,Abies grandis,17,Abies grandis,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
381853,Abies lasiocarpa,18;19,Abies lasiocarpa;Abies lasiocarpa var. arizonica,2,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
381868,Abies magnifica,20;21,Abies magnifica;Abies shastensis,2,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
381974,Abies procera,22,Abies procera,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
382424,Calocedrus decurrens,81,Calocedrus decurrens,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
382830,Chamaecyparis lawsoniana,41,Chamaecyparis lawsoniana,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
382860,Chamaecyparis thyoides,43,Chamaecyparis thyoides,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
384904,Diospyros texana,522,Diospyros texana,0,1,DRC_ONLY,DRC_ROOT_COLLAR,Y,5.0,1,1,0,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
385000,Diospyros virginiana,521,Diospyros virginiana,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
456789,Callitropsis nootkatensis,42,Chamaecyparis nootkatensis,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
457902,Hesperocyparis arizonica,51,Cupressus arizonica,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
457903,Hesperocyparis bakeri,52,Cupressus bakeri,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
457913,Hesperocyparis macrocarpa,54,Cupressus macrocarpa,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
457918,Hesperocyparis sargentii,55,Cupressus sargentii,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
458543,Notholithocarpus densiflorus,631,Lithocarpus densiflorus,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
500221,Liquidambar styraciflua,611,Liquidambar styraciflua,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
2329229,Juglans hindsii,603,Juglans hindsii,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
2331793,Juglans cinerea,601,Juglans cinerea,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
2331814,Juglans major,606,Juglans major,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
2331825,Juglans californica,604,Juglans californica,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
2331834,Juglans nigra,602,Juglans nigra,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
2331862,Juglans microcarpa,605,Juglans microcarpa,1,0,DBH_ONLY,DBH_BREAST_HEIGHT,N,5.0,1,1,1,PRESERVE_PROTOCOL_VARIABLES_NO_REINTERPRETATION,RETAINED_AS_PRIMARY_CANDIDATE_PER_D08B
