synthetic_species_id,world,observation_regime,support_seed,observation_seed,abundance_seed,true_support_cells,positive_abundance_histogram_shared_with_pair,support_shared_with_pair,generator_parameters_exposed_to_fit
SYN057,PAIRED_NULL,O2,2197763249,3987636157,2823779751,175,YES,YES,NO
SYN057,PAIRED_NULL,O3,2197763249,4018572537,2823779751,175,YES,YES,NO
SYN058,STRONG,O1,4255000273,2557265641,2548229248,70,YES,YES,NO
SYN058,STRONG,O2,4255000273,1500099506,2548229248,70,YES,YES,NO
SYN058,STRONG,O3,4255000273,3429538175,2548229248,70,YES,YES,NO
SYN058,PAIRED_NULL,O1,4255000273,2557265641,2548229248,70,YES,YES,NO
SYN058,PAIRED_NULL,O2,4255000273,1500099506,2548229248,70,YES,YES,NO
SYN058,PAIRED_NULL,O3,4255000273,3429538175,2548229248,70,YES,YES,NO
SYN059,STRONG,O1,1359197259,235657329,800156271,143,YES,YES,NO
SYN059,STRONG,O2,1359197259,2680040759,800156271,143,YES,YES,NO
SYN059,STRONG,O3,1359197259,4138154292,800156271,143,YES,YES,NO
SYN059,PAIRED_NULL,O1,1359197259,235657329,800156271,143,YES,YES,NO
SYN059,PAIRED_NULL,O2,1359197259,2680040759,800156271,143,YES,YES,NO
SYN059,PAIRED_NULL,O3,1359197259,4138154292,800156271,143,YES,YES,NO
SYN060,STRONG,O1,4221346597,308959405,3933603352,140,YES,YES,NO
SYN060,STRONG,O2,4221346597,1643488257,3933603352,140,YES,YES,NO
SYN060,STRONG,O3,4221346597,3891418927,3933603352,140,YES,YES,NO
SYN060,PAIRED_NULL,O1,4221346597,308959405,3933603352,140,YES,YES,NO
SYN060,PAIRED_NULL,O2,4221346597,1643488257,3933603352,140,YES,YES,NO
SYN060,PAIRED_NULL,O3,4221346597,3891418927,3933603352,140,YES,YES,NO
SYN061,STRONG,O1,3082557033,3900268297,1484336099,103,YES,YES,NO
SYN061,STRONG,O2,3082557033,3837282774,1484336099,103,YES,YES,NO
SYN061,STRONG,O3,3082557033,3769622744,1484336099,103,YES,YES,NO
SYN061,PAIRED_NULL,O1,3082557033,3900268297,1484336099,103,YES,YES,NO
SYN061,PAIRED_NULL,O2,3082557033,3837282774,1484336099,103,YES,YES,NO
SYN061,PAIRED_NULL,O3,3082557033,3769622744,1484336099,103,YES,YES,NO
SYN062,STRONG,O1,818733817,3600785736,4152700566,134,YES,YES,NO
SYN062,STRONG,O2,818733817,1673451283,4152700566,134,YES,YES,NO
SYN062,STRONG,O3,818733817,910151222,4152700566,134,YES,YES,NO
SYN062,PAIRED_NULL,O1,818733817,3600785736,4152700566,134,YES,YES,NO
SYN062,PAIRED_NULL,O2,818733817,1673451283,4152700566,134,YES,YES,NO
SYN062,PAIRED_NULL,O3,818733817,910151222,4152700566,134,YES,YES,NO
SYN063,STRONG,O1,2540095346,812889640,2716801434,180,YES,YES,NO
SYN063,STRONG,O2,2540095346,3339927644,2716801434,180,YES,YES,NO
SYN063,STRONG,O3,2540095346,1464949811,2716801434,180,YES,YES,NO
SYN063,PAIRED_NULL,O1,2540095346,812889640,2716801434,180,YES,YES,NO
SYN063,PAIRED_NULL,O2,2540095346,3339927644,2716801434,180,YES,YES,NO
SYN063,PAIRED_NULL,O3,2540095346,1464949811,2716801434,180,YES,YES,NO
SYN064,STRONG,O1,251787993,2079685685,1004637054,139,YES,YES,NO
SYN064,STRONG,O2,251787993,2231319729,1004637054,139,YES,YES,NO
SYN064,STRONG,O3,251787993,1768871150,1004637054,139,YES,YES,NO
SYN064,PAIRED_NULL,O1,251787993,2079685685,1004637054,139,YES,YES,NO
SYN064,PAIRED_NULL,O2,251787993,2231319729,1004637054,139,YES,YES,NO
SYN064,PAIRED_NULL,O3,251787993,1768871150,1004637054,139,YES,YES,NO
SYN065,STRONG,O1,2823033618,881669194,2711541562,144,YES,YES,NO
SYN065,STRONG,O2,2823033618,64718342,2711541562,144,YES,YES,NO
SYN065,STRONG,O3,2823033618,1183489693,2711541562,144,YES,YES,NO
SYN065,PAIRED_NULL,O1,2823033618,881669194,2711541562,144,YES,YES,NO
SYN065,PAIRED_NULL,O2,2823033618,64718342,2711541562,144,YES,YES,NO
SYN065,PAIRED_NULL,O3,2823033618,1183489693,2711541562,144,YES,YES,NO
SYN066,STRONG,O1,2786677138,2985264808,1516113000,146,YES,YES,NO
SYN066,STRONG,O2,2786677138,4068726612,1516113000,146,YES,YES,NO
SYN066,STRONG,O3,2786677138,3941714722,1516113000,146,YES,YES,NO
SYN066,PAIRED_NULL,O1,2786677138,2985264808,1516113000,146,YES,YES,NO
SYN066,PAIRED_NULL,O2,2786677138,4068726612,1516113000,146,YES,YES,NO
SYN066,PAIRED_NULL,O3,2786677138,3941714722,1516113000,146,YES,YES,NO
SYN067,STRONG,O1,1189061919,3399214167,699007617,109,YES,YES,NO
SYN067,STRONG,O2,1189061919,3345328556,699007617,109,YES,YES,NO
SYN067,STRONG,O3,1189061919,594400290,699007617,109,YES,YES,NO
SYN067,PAIRED_NULL,O1,1189061919,3399214167,699007617,109,YES,YES,NO
SYN067,PAIRED_NULL,O2,1189061919,3345328556,699007617,109,YES,YES,NO
SYN067,PAIRED_NULL,O3,1189061919,594400290,699007617,109,YES,YES,NO
SYN068,STRONG,O1,1403157884,1843631574,571662526,69,YES,YES,NO
SYN068,STRONG,O2,1403157884,3840850395,571662526,69,YES,YES,NO
SYN068,STRONG,O3,1403157884,3598816053,571662526,69,YES,YES,NO
SYN068,PAIRED_NULL,O1,1403157884,1843631574,571662526,69,YES,YES,NO
SYN068,PAIRED_NULL,O2,1403157884,3840850395,571662526,69,YES,YES,NO
SYN068,PAIRED_NULL,O3,1403157884,3598816053,571662526,69,YES,YES,NO
SYN069,STRONG,O1,3188354971,1769728089,4116636854,76,YES,YES,NO
SYN069,STRONG,O2,3188354971,1584629405,4116636854,76,YES,YES,NO
SYN069,STRONG,O3,3188354971,2376802990,4116636854,76,YES,YES,NO
SYN069,PAIRED_NULL,O1,3188354971,1769728089,4116636854,76,YES,YES,NO
SYN069,PAIRED_NULL,O2,3188354971,1584629405,4116636854,76,YES,YES,NO
SYN069,PAIRED_NULL,O3,3188354971,2376802990,4116636854,76,YES,YES,NO
SYN070,STRONG,O1,1663441234,2114594893,1505137890,98,YES,YES,NO
SYN070,STRONG,O2,1663441234,3462304353,1505137890,98,YES,YES,NO
SYN070,STRONG,O3,1663441234,2621661960,1505137890,98,YES,YES,NO
SYN070,PAIRED_NULL,O1,1663441234,2114594893,1505137890,98,YES,YES,NO
SYN070,PAIRED_NULL,O2,1663441234,3462304353,1505137890,98,YES,YES,NO
SYN070,PAIRED_NULL,O3,1663441234,2621661960,1505137890,98,YES,YES,NO
SYN071,STRONG,O1,2072815402,3022048648,585655234,93,YES,YES,NO
SYN071,STRONG,O2,2072815402,1234233263,585655234,93,YES,YES,NO
SYN071,STRONG,O3,2072815402,3194732237,585655234,93,YES,YES,NO
SYN071,PAIRED_NULL,O1,2072815402,3022048648,585655234,93,YES,YES,NO
SYN071,PAIRED_NULL,O2,2072815402,1234233263,585655234,93,YES,YES,NO
SYN071,PAIRED_NULL,O3,2072815402,3194732237,585655234,93,YES,YES,NO
SYN072,STRONG,O1,3133240783,4026922702,1474941307,87,YES,YES,NO
SYN072,STRONG,O2,3133240783,1397025442,1474941307,87,YES,YES,NO
SYN072,STRONG,O3,3133240783,745496790,1474941307,87,YES,YES,NO
SYN072,PAIRED_NULL,O1,3133240783,4026922702,1474941307,87,YES,YES,NO
SYN072,PAIRED_NULL,O2,3133240783,1397025442,1474941307,87,YES,YES,NO
SYN072,PAIRED_NULL,O3,3133240783,745496790,1474941307,87,YES,YES,NO
