state_fips,state_abbr,candidate_id,repair_class,fold,selected_panels,component_evalid,effective_design_block_id,design_resolution,estimation_unit_or_merged_domain,source_estimation_units,source_parent_poststratum_count,source_parent_poststratum_ids,fold_sample_count,full_evaluation_sample_count_comparator,population_area_acres,fold_specific_ti_expansion_acres_per_plot,fold_weight_construction,full_evaluation_expns_reused_as_final_fold_weight,synthetic_constant_recovered_area_acres,calibration_relative_error,calibration_status,population_area_discarded_acres,variance_df_n_minus_1,within_block_variance_estimable_n_ge_2
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957279517290487,PARENT_POSTSTRATUM,1957432489290487,1,1,1957279517290487,11,20,96633.67295551539,8784.879359592307,effective block population area / actual fold sample count,NO,96633.67295551537,1.5058845207162642e-16,PASS,0.0,10,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957279538290487,PARENT_POSTSTRATUM,1957432489290487,1,1,1957279538290487,13,22,137802.51677374262,10600.193597980202,effective block population area / actual fold sample count,NO,137802.51677374262,0.0,PASS,0.0,12,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957279561290487,PARENT_POSTSTRATUM,1957432489290487,1,1,1957279561290487,13,26,148142.98740930244,11395.614416100188,effective block population area / actual fold sample count,NO,148142.98740930244,0.0,PASS,0.0,12,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957279588290487,PARENT_POSTSTRATUM,1957432489290487,1,1,1957279588290487,20,33,184555.69510803375,9227.784755401688,effective block population area / actual fold sample count,NO,184555.69510803377,1.5769673452611217e-16,PASS,0.0,19,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957279622290487,PARENT_POSTSTRATUM,1957432489290487,1,1,1957279622290487,6,11,46488.75086556951,7748.125144261586,effective block population area / actual fold sample count,NO,46488.75086556951,0.0,PASS,0.0,5,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957279634290487,PARENT_POSTSTRATUM,1957432489290487,1,1,1957279634290487,13,21,120162.82498518664,9243.294229629742,effective block population area / actual fold sample count,NO,120162.82498518666,1.2110164046293662e-16,PASS,0.0,12,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957279656290487,PARENT_POSTSTRATUM,1957432489290487,1,1,1957279656290487,11,12,85086.26550519335,7735.115045926668,effective block population area / actual fold sample count,NO,85086.26550519335,0.0,PASS,0.0,10,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957279669290487,PARENT_POSTSTRATUM,1957432489290487,1,1,1957279669290487,6,11,55941.86607623508,9323.64434603918,effective block population area / actual fold sample count,NO,55941.86607623508,0.0,PASS,0.0,5,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957279681290487,PARENT_POSTSTRATUM,1957432489290487,1,1,1957279681290487,14,27,191678.33475542438,13691.309625387456,effective block population area / actual fold sample count,NO,191678.33475542438,0.0,PASS,0.0,13,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957279709290487,PARENT_POSTSTRATUM,1957432489290487,1,1,1957279709290487,5,10,59161.47622315093,11832.295244630186,effective block population area / actual fold sample count,NO,59161.47622315093,0.0,PASS,0.0,4,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957279720290487,PARENT_POSTSTRATUM,1957432489290487,1,1,1957279720290487,10,19,106807.3474585763,10680.73474585763,effective block population area / actual fold sample count,NO,106807.34745857629,1.3624451477002182e-16,PASS,0.0,9,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957279740290487,PARENT_POSTSTRATUM,1957432489290487,1,1,1957279740290487,12,15,99021.08159868329,8251.756799890274,effective block population area / actual fold sample count,NO,99021.08159868329,0.0,PASS,0.0,11,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957279756290487,PARENT_POSTSTRATUM,1957432489290487,1,1,1957279756290487,8,12,69085.40131715013,8635.675164643766,effective block population area / actual fold sample count,NO,69085.40131715013,0.0,PASS,0.0,7,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957279769290487,PARENT_POSTSTRATUM,1957432489290487,1,1,1957279769290487,12,21,114867.60376545419,9572.30031378785,effective block population area / actual fold sample count,NO,114867.6037654542,1.2668424125987784e-16,PASS,0.0,11,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957279791290487,PARENT_POSTSTRATUM,1957432489290487,1,1,1957279791290487,6,13,74784.26917752995,12464.044862921657,effective block population area / actual fold sample count,NO,74784.26917752995,0.0,PASS,0.0,5,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957279805290487,PARENT_POSTSTRATUM,1957432489290487,1,1,1957279805290487,13,18,112507.10489832945,8654.39268448688,effective block population area / actual fold sample count,NO,112507.10489832945,0.0,PASS,0.0,12,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957279824290487,PARENT_POSTSTRATUM,1957432489290487,1,1,1957279824290487,25,39,166084.24660541647,6643.369864216659,effective block population area / actual fold sample count,NO,166084.24660541647,0.0,PASS,0.0,24,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957279864290487,PARENT_POSTSTRATUM,1957432489290487,1,1,1957279864290487,38,65,409283.01555679453,10770.605672547224,effective block population area / actual fold sample count,NO,409283.01555679453,0.0,PASS,0.0,37,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957279930290487,PARENT_POSTSTRATUM,1957432489290487,1,1,1957279930290487,13,23,151015.21681093387,11616.555139302605,effective block population area / actual fold sample count,NO,151015.21681093387,0.0,PASS,0.0,12,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957279954290487,PARENT_POSTSTRATUM,1957432489290487,1,1,1957279954290487,8,13,47037.62133891263,5879.7026673640785,effective block population area / actual fold sample count,NO,47037.62133891263,0.0,PASS,0.0,7,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957279995290487,PARENT_POSTSTRATUM,1957432489290487,1,1,1957279995290487,12,14,122991.24260268168,10249.27021689014,effective block population area / actual fold sample count,NO,122991.24260268168,0.0,PASS,0.0,11,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957280010290487,PARENT_POSTSTRATUM,1957432489290487,1,1,1957280010290487,9,27,150288.65285776858,16698.73920641873,effective block population area / actual fold sample count,NO,150288.65285776858,0.0,PASS,0.0,8,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957280038290487,PARENT_POSTSTRATUM,1957432489290487,1,1,1957280038290487,37,56,285608.35360055394,7719.144691906863,effective block population area / actual fold sample count,NO,285608.35360055394,0.0,PASS,0.0,36,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957280095290487,PARENT_POSTSTRATUM,1957432489290487,1,1,1957280095290487,8,12,113157.16502538859,14144.645628173574,effective block population area / actual fold sample count,NO,113157.16502538859,0.0,PASS,0.0,7,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957280108290487,PARENT_POSTSTRATUM,1957432489290487,1,1,1957280108290487,8,15,114931.65348033377,14366.456685041721,effective block population area / actual fold sample count,NO,114931.65348033377,0.0,PASS,0.0,7,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957280124290487,PARENT_POSTSTRATUM,1957432489290487,1,1,1957280124290487,9,16,123871.926182276,13763.547353586222,effective block population area / actual fold sample count,NO,123871.926182276,0.0,PASS,0.0,8,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957280141290487,PARENT_POSTSTRATUM,1957432489290487,1,1,1957280141290487,11,14,76069.7113719883,6915.4283065443915,effective block population area / actual fold sample count,NO,76069.7113719883,0.0,PASS,0.0,10,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957280156290487,PARENT_POSTSTRATUM,1957432489290487,1,1,1957280156290487,12,18,113060.86805822587,9421.739004852156,effective block population area / actual fold sample count,NO,113060.86805822587,0.0,PASS,0.0,11,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957280175290487,PARENT_POSTSTRATUM,1957432489290487,1,1,1957280175290487,11,13,56536.54988730456,5139.686353391324,effective block population area / actual fold sample count,NO,56536.54988730456,0.0,PASS,0.0,10,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957280189290487,PARENT_POSTSTRATUM,1957432489290487,1,1,1957280189290487,8,13,61011.801319672304,7626.475164959038,effective block population area / actual fold sample count,NO,61011.801319672304,0.0,PASS,0.0,7,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957279968290487,PARENT_POSTSTRATUM,1957432489290487,1,1,1957279968290487,16,26,113279.9269789078,7079.995436181737,effective block population area / actual fold sample count,NO,113279.9269789078,0.0,PASS,0.0,15,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957282637290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957282637290487,8,15,98651.23898468284,12331.404873085356,effective block population area / actual fold sample count,NO,98651.23898468284,0.0,PASS,0.0,7,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957282653290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957282653290487,16,27,163219.57864576534,10201.223665360334,effective block population area / actual fold sample count,NO,163219.57864576534,0.0,PASS,0.0,15,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957282681290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957282681290487,11,16,73273.76340938931,6661.251219035392,effective block population area / actual fold sample count,NO,73273.76340938931,0.0,PASS,0.0,10,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957282698290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957282698290487,9,11,74820.07475523994,8313.341639471104,effective block population area / actual fold sample count,NO,74820.07475523994,0.0,PASS,0.0,8,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957282710290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957282710290487,14,20,117681.34333576771,8405.810238269123,effective block population area / actual fold sample count,NO,117681.34333576773,1.2365524403343537e-16,PASS,0.0,13,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957282731290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957282731290487,8,10,59739.92521699172,7467.490652123965,effective block population area / actual fold sample count,NO,59739.92521699172,0.0,PASS,0.0,7,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957281920290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957281920290487,6,10,75469.02290815122,12578.170484691871,effective block population area / actual fold sample count,NO,75469.02290815122,0.0,PASS,0.0,5,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957281931290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957281931290487,7,14,102382.57966650106,14626.08280950015,effective block population area / actual fold sample count,NO,102382.57966650106,0.0,PASS,0.0,6,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957281946290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957281946290487,6,11,37962.79976078001,6327.133293463336,effective block population area / actual fold sample count,NO,37962.79976078001,0.0,PASS,0.0,5,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957281958290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957281958290487,9,11,51433.03302797793,5714.781447553103,effective block population area / actual fold sample count,NO,51433.03302797793,0.0,PASS,0.0,8,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957281970290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957281970290487,8,15,122971.6718695078,15371.458983688475,effective block population area / actual fold sample count,NO,122971.6718695078,0.0,PASS,0.0,7,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957281986290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957281986290487,7,11,83487.24659048961,11926.749512927086,effective block population area / actual fold sample count,NO,83487.24659048961,0.0,PASS,0.0,6,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957281998290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957281998290487,6,10,52530.55157993721,8755.091929989534,effective block population area / actual fold sample count,NO,52530.55157993721,0.0,PASS,0.0,5,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957282009290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957282009290487,9,19,93620.4452331386,10402.271692570956,effective block population area / actual fold sample count,NO,93620.4452331386,0.0,PASS,0.0,8,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957282029290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957282029290487,4,11,65349.16795610358,16337.291989025895,effective block population area / actual fold sample count,NO,65349.16795610358,0.0,PASS,0.0,3,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957282041290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957282041290487,10,16,135399.31811105524,13539.931811105524,effective block population area / actual fold sample count,NO,135399.31811105524,0.0,PASS,0.0,9,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957282058290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957282058290487,8,13,89364.69751068817,11170.587188836022,effective block population area / actual fold sample count,NO,89364.69751068817,0.0,PASS,0.0,7,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957282072290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957282072290487,11,17,99067.11734175759,9006.101576523417,effective block population area / actual fold sample count,NO,99067.11734175759,0.0,PASS,0.0,10,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957282090290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957282090290487,9,18,100612.98389792153,11179.220433102391,effective block population area / actual fold sample count,NO,100612.98389792153,0.0,PASS,0.0,8,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957282109290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957282109290487,5,10,37891.411016062906,7578.282203212581,effective block population area / actual fold sample count,NO,37891.411016062906,0.0,PASS,0.0,4,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957282120290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957282120290487,5,10,58422.23577011052,11684.447154022104,effective block population area / actual fold sample count,NO,58422.23577011052,0.0,PASS,0.0,4,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957282131290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957282131290487,7,12,78677.95810292741,11239.708300418202,effective block population area / actual fold sample count,NO,78677.95810292741,0.0,PASS,0.0,6,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957282144290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957282144290487,7,11,62193.38512888935,8884.76930412705,effective block population area / actual fold sample count,NO,62193.38512888935,0.0,PASS,0.0,6,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957282156290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957282156290487,10,19,121504.53308789173,12150.453308789172,effective block population area / actual fold sample count,NO,121504.53308789173,0.0,PASS,0.0,9,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957282176290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957282176290487,8,14,72420.43439543435,9052.554299429294,effective block population area / actual fold sample count,NO,72420.43439543435,0.0,PASS,0.0,7,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957282191290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957282191290487,4,10,96890.76140468089,24222.690351170222,effective block population area / actual fold sample count,NO,96890.76140468089,0.0,PASS,0.0,3,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957282202290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957282202290487,11,14,110600.73631301601,10054.612392092364,effective block population area / actual fold sample count,NO,110600.73631301601,0.0,PASS,0.0,10,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957282217290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957282217290487,4,9,67758.37129417347,16939.592823543368,effective block population area / actual fold sample count,NO,67758.37129417347,0.0,PASS,0.0,3,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957282227290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957282227290487,5,11,69800.40074586346,13960.080149172692,effective block population area / actual fold sample count,NO,69800.40074586346,0.0,PASS,0.0,4,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957282239290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957282239290487,35,64,355699.86922665423,10162.853406475835,effective block population area / actual fold sample count,NO,355699.86922665423,0.0,PASS,0.0,34,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957282304290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957282304290487,6,11,80671.50547876592,13445.250913127653,effective block population area / actual fold sample count,NO,80671.50547876592,0.0,PASS,0.0,5,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957282316290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957282316290487,22,41,264449.70823399833,12020.44128336356,effective block population area / actual fold sample count,NO,264449.70823399833,0.0,PASS,0.0,21,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957282358290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957282358290487,11,12,125938.86386955658,11448.987624505144,effective block population area / actual fold sample count,NO,125938.86386955658,0.0,PASS,0.0,10,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957282371290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957282371290487,9,16,145685.9691956195,16187.329910624387,effective block population area / actual fold sample count,NO,145685.9691956195,0.0,PASS,0.0,8,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957282388290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957282388290487,9,13,104547.37107172326,11616.374563524807,effective block population area / actual fold sample count,NO,104547.37107172326,0.0,PASS,0.0,8,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957282402290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957282402290487,12,19,86753.55965485152,7229.46330457096,effective block population area / actual fold sample count,NO,86753.55965485152,0.0,PASS,0.0,11,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957282422290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957282422290487,30,51,476935.3045540858,15897.843485136193,effective block population area / actual fold sample count,NO,476935.3045540858,0.0,PASS,0.0,29,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957282474290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957282474290487,10,15,87531.49681690897,8753.149681690897,effective block population area / actual fold sample count,NO,87531.49681690897,0.0,PASS,0.0,9,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957282490290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957282490290487,16,25,124928.07930650594,7808.004956656621,effective block population area / actual fold sample count,NO,124928.07930650594,0.0,PASS,0.0,15,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957282516290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957282516290487,9,13,67600.47095539108,7511.163439487897,effective block population area / actual fold sample count,NO,67600.47095539108,0.0,PASS,0.0,8,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957282530290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957282530290487,23,39,253855.26268623007,11037.185334183916,effective block population area / actual fold sample count,NO,253855.26268623007,0.0,PASS,0.0,22,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957282570290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957282570290487,6,12,104772.65704804237,17462.109508007063,effective block population area / actual fold sample count,NO,104772.65704804237,0.0,PASS,0.0,5,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957282583290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957282583290487,14,19,90798.03227611423,6485.57373400816,effective block population area / actual fold sample count,NO,90798.03227611423,0.0,PASS,0.0,13,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957282603290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957282603290487,13,21,149477.57887998704,11498.275298460541,effective block population area / actual fold sample count,NO,149477.57887998704,0.0,PASS,0.0,12,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957282625290487,PARENT_POSTSTRATUM,1957432490290487,2,1,1957282625290487,9,11,76815.62368466864,8535.069298296516,effective block population area / actual fold sample count,NO,76815.62368466864,0.0,PASS,0.0,8,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957282742290487,PARENT_POSTSTRATUM,1957432491290487,3,1,1957282742290487,520,886,5428434.618893502,10439.297344025967,effective block population area / actual fold sample count,NO,5428434.618893502,0.0,PASS,0.0,519,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957283629290487,PARENT_POSTSTRATUM,1957432491290487,3,1,1957283629290487,17,29,182936.6606478858,10760.980038110929,effective block population area / actual fold sample count,NO,182936.6606478858,0.0,PASS,0.0,16,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957283659290487,PARENT_POSTSTRATUM,1957432491290487,3,1,1957283659290487,6,10,91270.84370306492,15211.807283844153,effective block population area / actual fold sample count,NO,91270.84370306492,0.0,PASS,0.0,5,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957283670290487,PARENT_POSTSTRATUM,1957432491290487,3,1,1957283670290487,14,23,153534.06080593038,10966.718628995028,effective block population area / actual fold sample count,NO,153534.06080593038,0.0,PASS,0.0,13,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957283694290487,PARENT_POSTSTRATUM,1957432491290487,3,1,1957283694290487,11,21,146089.83821510995,13280.894383191813,effective block population area / actual fold sample count,NO,146089.83821510995,0.0,PASS,0.0,10,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957283716290487,PARENT_POSTSTRATUM,1957432491290487,3,1,1957283716290487,9,21,115448.05430611389,12827.56158956821,effective block population area / actual fold sample count,NO,115448.05430611389,0.0,PASS,0.0,8,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957283738290487,PARENT_POSTSTRATUM,1957432491290487,3,1,1957283738290487,10,18,148513.49721773178,14851.349721773178,effective block population area / actual fold sample count,NO,148513.49721773178,0.0,PASS,0.0,9,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957283757290487,PARENT_POSTSTRATUM,1957432491290487,3,1,1957283757290487,17,28,137204.71943434767,8070.865849079275,effective block population area / actual fold sample count,NO,137204.71943434767,0.0,PASS,0.0,16,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957283786290487,PARENT_POSTSTRATUM,1957432491290487,3,1,1957283786290487,15,22,149220.9352143679,9948.062347624527,effective block population area / actual fold sample count,NO,149220.9352143679,0.0,PASS,0.0,14,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957283809290487,PARENT_POSTSTRATUM,1957432491290487,3,1,1957283809290487,8,11,82087.93822708234,10260.992278385293,effective block population area / actual fold sample count,NO,82087.93822708234,0.0,PASS,0.0,7,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957283821290487,PARENT_POSTSTRATUM,1957432491290487,3,1,1957283821290487,4,10,98565.61695916686,24641.404239791715,effective block population area / actual fold sample count,NO,98565.61695916686,0.0,PASS,0.0,3,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957283832290487,PARENT_POSTSTRATUM,1957432491290487,3,1,1957283832290487,2064,3496,20896748.334323358,10124.393572831084,effective block population area / actual fold sample count,NO,20896748.334323358,0.0,PASS,0.0,2063,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957287329290487,PARENT_POSTSTRATUM,1957432491290487,3,1,1957287329290487,10,16,128296.24919503559,12829.62491950356,effective block population area / actual fold sample count,NO,128296.2491950356,1.1342432315573832e-16,PASS,0.0,9,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957287346290487,PARENT_POSTSTRATUM,1957432491290487,3,1,1957287346290487,24,34,167511.57670928718,6979.649029553632,effective block population area / actual fold sample count,NO,167511.57670928718,0.0,PASS,0.0,23,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957287381290487,PARENT_POSTSTRATUM,1957432491290487,3,1,1957287381290487,150,247,1546191.6972551125,10307.944648367416,effective block population area / actual fold sample count,NO,1546191.6972551125,0.0,PASS,0.0,149,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957287629290487,PARENT_POSTSTRATUM,1957432491290487,3,1,1957287629290487,11,16,104945.23543496149,9540.475948632862,effective block population area / actual fold sample count,NO,104945.23543496148,1.3866199039960437e-16,PASS,0.0,10,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957287646290487,PARENT_POSTSTRATUM,1957432491290487,3,1,1957287646290487,10,13,73526.62633821004,7352.662633821004,effective block population area / actual fold sample count,NO,73526.62633821004,0.0,PASS,0.0,9,1
06,CA,T2_CA_A2-3_B1-4-5,R0,B,1-4-5,62301,STRATUM:1957287660290487,PARENT_POSTSTRATUM,1957432491290487,3,1,1957287660290487,14,19,98251.81783522674,7017.986988230482,effective block population area / actual fold sample count,NO,98251.81783522674,0.0,PASS,0.0,13,1
