candidate_id,state_fips,state_abbr,state_name,target_reporting_year,target_eval_group,component_evalid,fold_A_panels,fold_B_panels,fold_A_panel_count,fold_B_panel_count,p2panel_split_count,parent_estimation_unit_count,parent_poststratum_count,effective_design_block_count,fold_A_parent_poststrata_covered,fold_B_parent_poststrata_covered,fold_A_missing_parent_poststrata,fold_B_missing_parent_poststrata,symmetric_coarsening_estimation_unit_count,symmetric_coarsening_parent_poststratum_count,symmetric_coarsening_area_acres,true_eu_level_block_count,true_eu_level_block_ids,original_population_area_acres,effective_population_area_acres,population_area_preservation_relative_error,population_area_preserved_100pct,area_preservation_failure_count,unresolved_design_key_count,crossfold_lineage_overlap_count,crossfold_lineage_roots,candidate_design_valid,candidate_design_status,area_weighted_effective_block_imbalance,max_effective_block_imbalance,area_weighted_estimation_unit_imbalance,fold_A_plot_count,fold_B_plot_count,fold_A_plot_share,absolute_fold_A_plot_share_minus_0_4,fold_A_measyear_n,fold_B_measyear_n,fold_A_measyear_distribution,fold_B_measyear_distribution,fold_A_measyear_mean,fold_B_measyear_mean,fold_A_measyear_median,fold_B_measyear_median,fold_A_measyear_sd,fold_B_measyear_sd,fold_A_measyear_min,fold_A_measyear_max,fold_B_measyear_min,fold_B_measyear_max,temporal_center_abs_diff_years,temporal_distribution_l1_distance,temporal_sd_abs_diff_years,mechanical_rank,rule_selected_top_candidate,mainline_final_acceptance,ranking_rule,repair_class_code,repair_class,repair_class_reason,native_missing_parent_poststrata,within_eu_symmetric_coarsening_used,within_eu_coarsened_unit_count,sparse_eu_fallback_used,sparse_eu,sparse_eu_partner,merged_domain_id,area_preserved_100pct,ti_estimable,rank_within_repair_class,competition_eligible_class,final_rank_within_admissible_class,final_rule_selected,merged_domain_fold_A_sample_count,merged_domain_fold_B_sample_count
T2_IN_A3-4_B1-2-5,18,IN,Indiana,2023,182023,182301,3-4,1-2-5,2,3,0,13,34,34,34,34,0,0,0,0,0,0,,23157078.299999997,23157078.299999997,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.08653860845456407,1.4583333333333335,0.04286617063331,1531,2241,0.40588547189819724,0.005885471898197214,1531,2241,2016:3;2017:545;2018:548;2019:331;2023:104,2019:206;2020:529;2021:547;2022:524;2023:435,2018.1959503592423,2021.202141900937,2018.0,2021.0,1.4971028431688922,1.254532802707614,2016,2023,2019,2023,3.0061915416947613,1.6802945871591453,0.24257004046127828,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,4,YES,4,0,,
T2_IN_A3-5_B1-2-4,18,IN,Indiana,2023,182023,182301,3-5,1-2-4,2,3,0,13,34,34,34,34,0,0,0,0,0,0,,23157078.299999997,23157078.299999997,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.07021881325867185,1.2037037037037035,0.023113240334024798,1493,2279,0.39581124072110285,0.0041887592788971695,1493,2279,2016:3;2017:542;2018:111;2019:206;2020:525;2021:2;2023:104,2017:3;2018:437;2019:331;2020:4;2021:545;2022:524;2023:435,2018.8265237776288,2020.7389205792015,2019.0,2021.0,1.7285781280509331,1.8044985422163051,2016,2023,2017,2023,1.9123968015726405,1.427212614550218,0.07592041416537199,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,1,YES,1,1,,
T2_IN_A4-5_B1-2-3,18,IN,Indiana,2023,182023,182301,4-5,1-2-3,2,3,0,13,34,34,34,34,0,0,0,0,0,0,,23157078.299999997,23157078.299999997,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.11741917191790906,1.6071428571428572,0.0397274231779016,1504,2268,0.3987274655355249,0.0012725344644751169,1504,2268,2017:3;2018:437;2019:537;2020:525;2021:2,2016:3;2017:542;2018:111;2020:4;2021:545;2022:524;2023:539,2019.0571808510638,2020.595238095238,2019.0,2021.0,0.8062804236920814,2.3063201719453628,2017,2021,2016,2023,1.538057244174297,1.8919401290855191,1.5000397482532812,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,9,YES,9,0,,
T2_IA_A1-2_B3-4-5,19,IA,Iowa,2023,192023,192301,1-2,3-4-5,2,3,0,12,29,29,28,29,1,0,1,1,27627.2,1,1688599186290487,36013524.4,36013524.4,0.0,1,0,0,0,,0,DESIGN_BLOCKED_ESTIMATION_UNIT_UNSAMPLED,0.063770997373716,1.3333333333333333,0.03578757276475382,2362,3586,0.39710827168796237,0.002891728312037656,2362,3586,2020:10;2021:863;2022:816;2023:673,2016:13;2017:848;2018:808;2019:903;2020:829;2021:2;2022:9;2023:174,2021.9110922946657,2018.7247629670942,2022.0,2019.0,0.8121612138646648,1.4700488182979121,2020,2023,2016,2023,3.186329327571457,1.8883535699325582,0.6578876044332473,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R3,R3_BLOCKED,DESIGN_BLOCKED_ESTIMATION_UNIT_UNSAMPLED,1,1,1,0,,,,1,0,,NO,,0,,
T2_IA_A1-3_B2-4-5,19,IA,Iowa,2023,192023,192301,1-3,2-4-5,2,3,0,12,29,29,28,29,1,0,1,1,27627.2,1,1688599186290487,36013524.4,36013524.4,0.0,1,0,0,0,,0,DESIGN_BLOCKED_ESTIMATION_UNIT_UNSAMPLED,0.062264080030175376,1.3333333333333333,0.026948249884032216,2371,3577,0.39862138533960995,0.0013786146603900762,2371,3577,2016:13;2017:840;2018:157;2020:10;2021:856;2022:321;2023:174,2017:8;2018:651;2019:903;2020:829;2021:9;2022:504;2023:673,2019.634753268663,2020.2256080514398,2021.0,2020.0,2.229992746640317,1.7916452812693946,2016,2023,2017,2023,0.5908547827768871,1.432080656832448,0.4383474653709223,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R3,R3_BLOCKED,DESIGN_BLOCKED_ESTIMATION_UNIT_UNSAMPLED,1,1,1,0,,,,1,0,,NO,,0,,
T2_IA_A1-4_B2-3-5,19,IA,Iowa,2023,192023,192301,1-4,2-3-5,2,3,0,12,29,29,29,29,0,0,0,0,0,0,,36013524.4,36013524.4,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.044582022454267144,0.8333333333333333,0.014225339468591688,2380,3568,0.4001344989912576,0.00013449899125755893,2380,3568,2017:8;2018:650;2019:544;2020:10;2021:856;2022:312,2016:13;2017:840;2018:158;2019:359;2020:829;2021:9;2022:513;2023:847,2019.836974789916,2020.0922085201794,2019.0,2020.0,1.4864875784640337,2.271991761618317,2017,2022,2016,2023,0.2552337302633987,1.4278460263028978,0.7855041831542835,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,1,YES,1,1,,
T2_IA_A1-5_B2-3-4,19,IA,Iowa,2023,192023,192301,1-5,2-3-4,2,3,0,12,29,29,29,29,0,0,0,0,0,0,,36013524.4,36013524.4,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.052641019929364465,1.369047619047619,0.01939363904671994,2369,3579,0.398285137861466,0.0017148621385340013,2369,3579,2018:1;2019:359;2020:839;2021:858;2022:312,2016:13;2017:848;2018:807;2019:544;2021:7;2022:513;2023:847,2020.4731954411143,2019.6702989661917,2020.0,2019.0,0.9047892258918752,2.417154593232913,2018,2022,2016,2023,0.8028964749225906,1.4287603063270324,1.512365367341038,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,5,YES,5,0,,
T2_IA_A2-3_B1-4-5,19,IA,Iowa,2023,192023,192301,2-3,1-4-5,2,3,0,12,29,29,28,29,1,0,1,1,27627.2,1,1688599186290487,36013524.4,36013524.4,0.0,1,0,0,0,,0,DESIGN_BLOCKED_ESTIMATION_UNIT_UNSAMPLED,0.053566404705184006,1.3333333333333333,0.029488518645151764,2377,3571,0.3996301277740417,0.00036987222595830094,2377,3571,2016:13;2017:840;2018:157;2021:7;2022:513;2023:847,2017:8;2018:651;2019:903;2020:839;2021:858;2022:312,2020.2894404711822,2019.7908148977876,2022.0,2020.0,2.7431322995908096,1.2444542219565575,2016,2023,2017,2022,0.49862557339451996,1.6827894315765515,1.498678077634252,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R3,R3_BLOCKED,DESIGN_BLOCKED_ESTIMATION_UNIT_UNSAMPLED,1,1,1,0,,,,1,0,,NO,,0,,
T2_IA_A2-4_B1-3-5,19,IA,Iowa,2023,192023,192301,2-4,1-3-5,2,3,0,12,29,29,29,29,0,0,0,0,0,0,,36013524.4,36013524.4,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.052319888084553914,1.6071428571428572,0.020609371168748225,2386,3562,0.4011432414256893,0.0011432414256892787,2386,3562,2017:8;2018:650;2019:544;2021:7;2022:504;2023:673,2016:13;2017:840;2018:158;2019:359;2020:839;2021:858;2022:321;2023:174,2020.4886839899414,2019.6560920830993,2019.0,2020.0,2.120697095521968,1.8392055353730918,2017,2023,2016,2023,0.8325919068420262,1.4192065544235442,0.2814915601488761,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,4,YES,4,0,,
T2_IA_A2-5_B1-3-4,19,IA,Iowa,2023,192023,192301,2-5,1-3-4,2,3,0,12,29,29,29,29,0,0,0,0,0,0,,36013524.4,36013524.4,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.0471388341295777,1.25,0.013543047723671882,2375,3573,0.3992938802958978,0.000706119704102226,2375,3573,2018:1;2019:359;2020:829;2021:9;2022:504;2023:673,2016:13;2017:848;2018:807;2019:544;2020:10;2021:856;2022:321;2023:174,2021.1263157894737,2019.2348166806605,2020.0,2019.0,1.5126683887212977,1.9242360655256137,2018,2023,2016,2023,1.89149910881315,1.4065875351687362,0.41156767680431594,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,3,YES,3,0,,
T2_IA_A3-4_B1-2-5,19,IA,Iowa,2023,192023,192301,3-4,1-2-5,2,3,0,12,29,29,29,29,0,0,0,0,0,0,,36013524.4,36013524.4,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.053533382807343766,0.8333333333333333,0.024073728603096128,2395,3553,0.40265635507733694,0.002656355077336914,2395,3553,2016:13;2017:848;2018:807;2019:544;2022:9;2023:174,2018:1;2019:359;2020:839;2021:865;2022:816;2023:673,2018.2405010438413,2021.1694342808894,2018.0,2021.0,1.5564391002627802,1.2656676391888217,2016,2023,2018,2023,2.9289332370481134,1.6445359768304242,0.29077146107395846,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,6,YES,6,0,,
T2_IA_A3-5_B1-2-4,19,IA,Iowa,2023,192023,192301,3-5,1-2-4,2,3,0,12,29,29,29,29,0,0,0,0,0,0,,36013524.4,36013524.4,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.04637886368903184,1.0714285714285714,0.018637944237482242,2384,3564,0.4008069939475454,0.0008069939475453536,2384,3564,2016:13;2017:840;2018:158;2019:359;2020:829;2021:2;2022:9;2023:174,2017:8;2018:650;2019:544;2020:10;2021:863;2022:816;2023:673,2018.8653523489934,2020.7424242424242,2019.0,2021.0,1.749501230286555,1.7915153394520094,2016,2023,2017,2023,1.8770718934308661,1.4009728154023455,0.04201410916545445,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,2,YES,2,0,,
T2_IA_A4-5_B1-2-3,19,IA,Iowa,2023,192023,192301,4-5,1-2-3,2,3,0,12,29,29,29,28,0,1,1,1,27627.2,1,1688599186290487,36013524.4,36013524.4,0.0,1,0,0,0,,0,DESIGN_BLOCKED_ESTIMATION_UNIT_UNSAMPLED,0.07202017025424146,2.0,0.040018389594153485,2393,3555,0.402320107599193,0.0023201075991929887,2393,3555,2017:8;2018:651;2019:903;2020:829;2021:2,2016:13;2017:840;2018:157;2020:10;2021:863;2022:825;2023:847,2019.069368992896,2020.6098452883264,2019.0,2021.0,0.7941268388058271,2.303618023336751,2017,2021,2016,2023,1.5404762954303806,1.8976901099844072,1.5094911845309238,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R3,R3_BLOCKED,DESIGN_BLOCKED_ESTIMATION_UNIT_UNSAMPLED,1,1,1,0,,,,1,0,,NO,,0,,
T2_KS_A1-2_B3-4-5,20,KS,Kansas,2023,202023,202301,1-2,3-4-5,2,3,0,10,22,22,22,22,0,0,0,0,0,0,,52657279.3,52657279.3,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.04105734076679329,1.111111111111111,0.017464805635024425,3477,5234,0.3991504993686144,0.0008495006313856135,3477,5234,2021:1217;2022:1229;2023:1031,2017:1164;2018:1209;2019:1312;2020:1237;2021:48;2023:264,2021.946505608283,2018.7806648834544,2022.0,2019.0,0.8024075616759268,1.4672814407379224,2021,2023,2017,2023,3.165840724828513,1.880779518532671,0.6648738790619957,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,10,YES,10,0,,
T2_KS_A1-3_B2-4-5,20,KS,Kansas,2023,202023,202301,1-3,2-4-5,2,3,0,10,22,22,22,22,0,0,0,0,0,0,,52657279.3,52657279.3,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.025020039033387998,1.3095238095238098,0.016753471643043243,3487,5224,0.40029847319481116,0.000298473194811133,3487,5224,2017:1164;2018:307;2019:15;2021:1217;2022:520;2023:264,2018:902;2019:1297;2020:1237;2021:48;2022:709;2023:1031,2019.6925724118153,2020.2790964777948,2021.0,2020.0,2.2123653451421896,1.7860414234231143,2017,2023,2018,2023,0.5865240659795745,1.3740782323844725,0.4263239217190753,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,4,YES,4,0,,
T2_KS_A1-4_B2-3-5,20,KS,Kansas,2023,202023,202301,1-4,2-3-5,2,3,0,10,22,22,22,22,0,0,0,0,0,0,,52657279.3,52657279.3,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.026573887297944028,0.8333333333333333,0.009308715150100767,3485,5226,0.4000688784295718,6.887842957176149e-05,3485,5226,2018:902;2019:799;2020:47;2021:1217;2022:520,2017:1164;2018:307;2019:513;2020:1190;2021:48;2022:709;2023:1295,2019.9007173601149,2020.1400688863375,2020.0,2020.0,1.4837087191622023,2.2585708982519894,2018,2022,2017,2023,0.23935152622266287,1.369506402432161,0.7748621790897872,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,5,YES,5,0,,
T2_KS_A1-5_B2-3-4,20,KS,Kansas,2023,202023,202301,1-5,2-3-4,2,3,0,10,22,22,22,22,0,0,0,0,0,0,,52657279.3,52657279.3,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.021696543214093186,1.0714285714285714,0.012351925017571388,3473,5238,0.39869130983813567,0.0013086901618643565,3473,5238,2019:498;2020:1190;2021:1265;2022:520,2017:1164;2018:1209;2019:814;2020:47;2022:709;2023:1295,2020.5202994529225,2019.7287132493318,2021.0,2019.0,0.914366090846625,2.4026392753302086,2019,2022,2017,2023,0.7915862035906684,1.424556445747905,1.4882731844835835,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,1,YES,1,1,,
T2_KS_A2-3_B1-4-5,20,KS,Kansas,2023,202023,202301,2-3,1-4-5,2,3,0,10,22,22,22,22,0,0,0,0,0,0,,52657279.3,52657279.3,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.02186929204291568,1.3095238095238098,0.009608810098439844,3490,5221,0.4006428653426702,0.0006428653426701625,3490,5221,2017:1164;2018:307;2019:15;2022:709;2023:1295,2018:902;2019:1297;2020:1237;2021:1265;2022:520,2020.338681948424,2019.8475387856734,2022.0,2020.0,2.719824038835035,1.2478825647017315,2017,2023,2018,2022,0.49114316275063175,1.6162772229628088,1.4719414741333037,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,2,YES,2,0,,
T2_KS_A2-4_B1-3-5,20,KS,Kansas,2023,202023,202301,2-4,1-3-5,2,3,0,10,22,22,22,22,0,0,0,0,0,0,,52657279.3,52657279.3,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.022869744404587923,0.7738095238095238,0.008802575755896182,3488,5223,0.4004132705774308,0.000413270577430791,3488,5223,2018:902;2019:799;2020:47;2022:709;2023:1031,2017:1164;2018:307;2019:513;2020:1190;2021:1265;2022:520;2023:264,2020.5470183486239,2019.7085965919969,2020.0,2020.0,2.1068591458656734,1.83034153549042,2018,2023,2017,2023,0.8384217566269854,1.3588440639233312,0.27651761037525335,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,3,YES,3,0,,
T2_KS_A2-5_B1-3-4,20,KS,Kansas,2023,202023,202301,2-5,1-3-4,2,3,0,10,22,22,22,22,0,0,0,0,0,0,,52657279.3,52657279.3,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.028594076132664695,1.25,0.013049613280305957,3476,5235,0.3990357019859947,0.000964298014005327,3476,5235,2019:498;2020:1190;2021:48;2022:709;2023:1031,2017:1164;2018:1209;2019:814;2020:47;2021:1217;2022:520;2023:264,2021.1682968929804,2019.297994269341,2022.0,2019.0,1.5093517897463427,1.9162403952913745,2019,2023,2017,2023,1.870302623639418,1.3683672897411971,0.4068886055450318,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,6,YES,6,0,,
T2_KS_A3-4_B1-2-5,20,KS,Kansas,2023,202023,202301,3-4,1-2-5,2,3,0,10,22,22,22,22,0,0,0,0,0,0,,52657279.3,52657279.3,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.03261753169356595,1.6071428571428572,0.011168181674732118,3498,5213,0.4015612444036276,0.001561244403627593,3498,5213,2017:1164;2018:1209;2019:814;2020:47;2023:264,2019:498;2020:1190;2021:1265;2022:1229;2023:1031,2018.3041738136078,2021.211970074813,2018.0,2021.0,1.5537605605166525,1.2619933515535047,2017,2023,2019,2023,2.907796261205249,1.6311232956882982,0.2917672089631478,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,8,YES,8,0,,
T2_KS_A3-5_B1-2-4,20,KS,Kansas,2023,202023,202301,3-5,1-2-4,2,3,0,10,22,22,22,22,0,0,0,0,0,0,,52657279.3,52657279.3,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.03307049969823356,1.3095238095238098,0.013779228512101793,3486,5225,0.4001836758121915,0.000183675812191475,3486,5225,2017:1164;2018:307;2019:513;2020:1190;2021:48;2023:264,2018:902;2019:799;2020:47;2021:1217;2022:1229;2023:1031,2018.9159495123351,2020.797129186603,2019.0,2021.0,1.7394381591897385,1.7771605349433124,2017,2023,2018,2023,1.8811796742677416,1.3325546066700156,0.037722375753573845,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,9,YES,9,0,,
T2_KS_A4-5_B1-2-3,20,KS,Kansas,2023,202023,202301,4-5,1-2-3,2,3,0,10,22,22,22,22,0,0,0,0,0,0,,52657279.3,52657279.3,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.032437815093828544,0.8333333333333334,0.020359133068039614,3484,5227,0.3999540810469521,4.5918953047896505e-05,3484,5227,2018:902;2019:1297;2020:1237;2021:48,2017:1164;2018:307;2019:15;2021:1217;2022:1229;2023:1295,2019.1237083811711,2020.6579299789555,2019.0,2021.0,0.8086671061552171,2.2832515036012437,2018,2021,2017,2023,1.5342215977843807,1.8492390368213092,1.4745843974460267,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,7,YES,7,0,,
T2_KY_A1-2_B3-4-5,21,KY,Kentucky,2023,212023,212301,1-2,3-4-5,2,3,0,9,29,29,29,29,0,0,0,0,0,0,,25860092.06,25860092.06,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.11380233239687572,0.4487179487179488,0.038432632484151664,1665,2553,0.39473684210526316,0.0052631578947368585,1665,2553,2020:102;2021:215;2022:251;2023:227;2024:395;2025:469;2026:6,2016:89;2017:331;2018:434;2019:527;2020:456;2021:302;2022:202;2023:212,2023.2186186186186,2019.4508421464943,2024.0,2019.0,1.6027363213076304,1.8689511300624033,2020,2026,2016,2023,3.7677764721242966,1.3165687426556991,0.2662148087547729,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,8,YES,8,0,,
T2_KY_A1-3_B2-4-5,21,KY,Kentucky,2023,212023,212301,1-3,2-4-5,2,3,0,9,29,29,29,29,0,0,0,0,0,0,,25860092.06,25860092.06,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.1119935922520124,0.7051282051282052,0.023733255791647184,1677,2541,0.39758179231863444,0.0024182076813655806,1677,2541,2016:89;2017:305;2018:230;2019:222;2020:108;2021:215;2022:6;2023:155;2024:347,2017:26;2018:204;2019:305;2020:450;2021:302;2022:447;2023:284;2024:48;2025:469;2026:6,2020.0757304710794,2021.5072805981897,2019.0,2021.0,2.729598026803826,2.2568456934030916,2016,2024,2017,2026,1.431550127110313,0.9826128769046316,0.4727523334007344,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,6,YES,6,0,,
T2_KY_A1-4_B2-3-5,21,KY,Kentucky,2023,212023,212301,1-4,2-3-5,2,3,0,9,29,29,29,29,0,0,0,0,0,0,,25860092.06,25860092.06,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.1065651793855241,0.546875,0.02085477286788173,1675,2543,0.3971076339497392,0.0028923660502608306,1675,2543,2017:26;2018:204;2019:140;2020:433;2021:323;2022:47;2023:155;2024:347,2016:89;2017:305;2018:230;2019:387;2020:125;2021:194;2022:406;2023:284;2024:48;2025:469;2026:6,2020.9814925373134,2020.9095556429413,2021.0,2021.0,2.049918591013552,2.836704310385904,2017,2024,2016,2026,0.07193689437212925,1.0910728308907685,0.7867857193723524,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,5,YES,5,0,,
T2_KY_A1-5_B2-3-4,21,KY,Kentucky,2023,212023,212301,1-5,2-3-4,2,3,0,9,29,29,29,29,0,0,0,0,0,0,,25860092.06,25860092.06,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.1045691292191186,0.8333333333333335,0.03301553102820766,1676,2542,0.39734471313418684,0.002655286865813178,1676,2542,2019:165;2020:221;2021:409;2022:167;2023:367;2024:347,2016:89;2017:331;2018:434;2019:362;2020:337;2021:108;2022:286;2023:72;2024:48;2025:469;2026:6,2021.829952267303,2020.3501180173091,2022.0,2020.0,1.6362564474737247,2.860965219166312,2019,2024,2016,2026,1.479834249993928,1.1607091554016626,1.2247087716925873,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,4,YES,4,0,,
T2_KY_A2-3_B1-4-5,21,KY,Kentucky,2023,212023,212301,2-3,1-4-5,2,3,0,9,29,29,29,29,0,0,0,0,0,0,,25860092.06,25860092.06,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.08363579844752443,0.625,0.02430123099910757,1692,2526,0.4011379800853485,0.001137980085348489,1692,2526,2016:89;2017:305;2018:230;2019:222;2020:6;2022:245;2023:72;2024:48;2025:469;2026:6,2017:26;2018:204;2019:305;2020:552;2021:517;2022:208;2023:367;2024:347,2020.7836879432625,2021.041567695962,2019.5,2021.0,3.3173227564397005,1.8688308826880802,2016,2026,2017,2024,0.25787975269940944,1.26278196122033,1.4484918737516204,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,1,YES,1,1,,
T2_KY_A2-4_B1-3-5,21,KY,Kentucky,2023,212023,212301,2-4,1-3-5,2,3,0,9,29,29,29,29,0,0,0,0,0,0,,25860092.06,25860092.06,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.11477406503050985,0.6818181818181818,0.019966619151451554,1690,2528,0.4006638217164533,0.0006638217164532945,1690,2528,2017:26;2018:204;2019:140;2020:331;2021:108;2022:286;2023:72;2024:48;2025:469;2026:6,2016:89;2017:305;2018:230;2019:387;2020:227;2021:409;2022:167;2023:367;2024:347,2021.6822485207101,2020.440664556962,2022.0,2021.0,2.553902904335407,2.429626831181837,2017,2026,2016,2024,1.2415839637480985,1.0400569245749383,0.12427607315356992,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,9,YES,9,0,,
